ncbi-geneid:11505946	mtm:MYCTH_2131445	hypothetical protein
ncbi-geneid:11505512	mtm:MYCTH_2131574	hypothetical protein
ncbi-geneid:11511579	mtm:MYCTH_2131761	hypothetical protein
ncbi-geneid:11508949	mtm:MYCTH_2131791	hypothetical protein
ncbi-geneid:11513277	mtm:MYCTH_2131805	hypothetical protein
ncbi-geneid:11508573	mtm:MYCTH_2132093	hypothetical protein
ncbi-geneid:11505996	mtm:MYCTH_2132220	hypothetical protein
ncbi-geneid:11512868	mtm:MYCTH_2132225	hypothetical protein
ncbi-geneid:11505425	mtm:MYCTH_2132318	hypothetical protein
ncbi-geneid:11512925	mtm:MYCTH_2132417	hypothetical protein
ncbi-geneid:11508053	mtm:MYCTH_2132441	hypothetical protein
ncbi-geneid:11508411	mtm:MYCTH_2132459	hypothetical protein
ncbi-geneid:11505967	mtm:MYCTH_2132486	hypothetical protein
ncbi-geneid:11508661	mtm:MYCTH_2132560	hypothetical protein
ncbi-geneid:11508288	mtm:MYCTH_2132573	hypothetical protein
ncbi-geneid:11508607	mtm:MYCTH_2132657	hypothetical protein
ncbi-geneid:11512910	mtm:MYCTH_2132689	hypothetical protein
ncbi-geneid:11508102	mtm:MYCTH_2132763	hypothetical protein
ncbi-geneid:11508106	mtm:MYCTH_2132770	hypothetical protein
ncbi-geneid:11506035	mtm:MYCTH_2132825	hypothetical protein
ncbi-geneid:11511703	mtm:MYCTH_2132970	hypothetical protein
ncbi-geneid:11511796	mtm:MYCTH_2133010	hypothetical protein
ncbi-geneid:11511865	mtm:MYCTH_2133056	hypothetical protein
ncbi-geneid:11511866	mtm:MYCTH_2133058	hypothetical protein
ncbi-geneid:11511951	mtm:MYCTH_2133103	hypothetical protein
ncbi-geneid:11512031	mtm:MYCTH_2133149	hypothetical protein
ncbi-geneid:11510482	mtm:MYCTH_2133332	hypothetical protein
ncbi-geneid:11510615	mtm:MYCTH_2133403	hypothetical protein
ncbi-geneid:11510781	mtm:MYCTH_2133483	hypothetical protein
ncbi-geneid:11510852	mtm:MYCTH_2133532	hypothetical protein
ncbi-geneid:11512184	mtm:MYCTH_2133586	hypothetical protein
ncbi-geneid:11512492	mtm:MYCTH_2133773	hypothetical protein
ncbi-geneid:11512639	mtm:MYCTH_2133830	hypothetical protein
ncbi-geneid:11507420	mtm:MYCTH_2133968	hypothetical protein
ncbi-geneid:11507434	mtm:MYCTH_2133976	hypothetical protein
ncbi-geneid:11507510	mtm:MYCTH_2134022	hypothetical protein
ncbi-geneid:11507701	mtm:MYCTH_2134135	hypothetical protein
ncbi-geneid:11507734	mtm:MYCTH_2134157	hypothetical protein
ncbi-geneid:11507929	mtm:MYCTH_2134282	hypothetical protein
ncbi-geneid:11509860	mtm:MYCTH_2134354	hypothetical protein
ncbi-geneid:11509692	mtm:MYCTH_2134407	hypothetical protein
ncbi-geneid:11509753	mtm:MYCTH_2134429	hypothetical protein
ncbi-geneid:11510033	mtm:MYCTH_2134461	hypothetical protein
ncbi-geneid:11510059	mtm:MYCTH_2134470	hypothetical protein
ncbi-geneid:11506437	mtm:MYCTH_2134674	hypothetical protein
ncbi-geneid:11513940	mtm:MYCTH_2134725	hypothetical protein
ncbi-geneid:11514045	mtm:MYCTH_2134741	hypothetical protein
ncbi-geneid:11514253	mtm:MYCTH_2134806	hypothetical protein
ncbi-geneid:11514509	mtm:MYCTH_2134854	hypothetical protein
ncbi-geneid:11514517	mtm:MYCTH_2134860	hypothetical protein
ncbi-geneid:11506268	mtm:MYCTH_2134935	glycoside hydrolase family 16 protein
ncbi-geneid:11506772	mtm:MYCTH_2135030	hypothetical protein
ncbi-geneid:11506787	mtm:MYCTH_2135036	hypothetical protein
ncbi-geneid:11506923	mtm:MYCTH_2135067	hypothetical protein
ncbi-geneid:11507260	mtm:MYCTH_2135152	hypothetical protein
ncbi-geneid:11510929	mtm:MYCTH_2135162	hypothetical protein
ncbi-geneid:11511020	mtm:MYCTH_2135222	hypothetical protein
ncbi-geneid:11511074	mtm:MYCTH_2135245	hypothetical protein
ncbi-geneid:11511107	mtm:MYCTH_2135256	hypothetical protein
ncbi-geneid:11511108	mtm:MYCTH_2135257	hypothetical protein
ncbi-geneid:11511192	mtm:MYCTH_2135313	hypothetical protein
ncbi-geneid:11511232	mtm:MYCTH_2135338	hypothetical protein
ncbi-geneid:11511242	mtm:MYCTH_2135345	hypothetical protein
ncbi-geneid:11511395	mtm:MYCTH_2135399	hypothetical protein
ncbi-geneid:11513500	mtm:MYCTH_2135445	hypothetical protein
ncbi-geneid:11513655	mtm:MYCTH_2135496	hypothetical protein
ncbi-geneid:11513879	mtm:MYCTH_2135569	hypothetical protein
ncbi-geneid:11514020	mtm:MYCTH_2135602	hypothetical protein
ncbi-geneid:11514141	mtm:MYCTH_2135627	hypothetical protein
ncbi-geneid:11514456	mtm:MYCTH_2135707	hypothetical protein
ncbi-geneid:11514652	mtm:MYCTH_2135745	hypothetical protein
ncbi-geneid:11506226	mtm:MYCTH_2135772	hypothetical protein
ncbi-geneid:11506237	mtm:MYCTH_2135780	hypothetical protein
ncbi-geneid:11506358	mtm:MYCTH_2135800	hypothetical protein
ncbi-geneid:11506539	mtm:MYCTH_2135843	hypothetical protein
ncbi-geneid:11506550	mtm:MYCTH_2135849	hypothetical protein
ncbi-geneid:11507319	mtm:MYCTH_2136046	hypothetical protein
ncbi-geneid:11509454	mtm:MYCTH_2136117	hypothetical protein
ncbi-geneid:11509655	mtm:MYCTH_2136202	hypothetical protein
ncbi-geneid:11509824	mtm:MYCTH_2136257	hypothetical protein
ncbi-geneid:11510079	mtm:MYCTH_2136301	hypothetical protein
ncbi-geneid:11508673	mtm:MYCTH_2136371	hypothetical protein
ncbi-geneid:11512836	mtm:MYCTH_2136549	hypothetical protein
ncbi-geneid:11508175	mtm:MYCTH_2136659	hypothetical protein
ncbi-geneid:11511652	mtm:MYCTH_2136712	hypothetical protein
ncbi-geneid:11513107	mtm:MYCTH_2136757	hypothetical protein
ncbi-geneid:11508465	mtm:MYCTH_2136821	hypothetical protein
ncbi-geneid:11508696	mtm:MYCTH_2136823	hypothetical protein
ncbi-geneid:11508796	mtm:MYCTH_2136876	hypothetical protein
ncbi-geneid:11513185	mtm:MYCTH_2136940	hypothetical protein
ncbi-geneid:11513385	mtm:MYCTH_2136960	hypothetical protein
ncbi-geneid:11505731	mtm:MYCTH_2137000	hypothetical protein
ncbi-geneid:11512818	mtm:MYCTH_2137079	hypothetical protein
ncbi-geneid:11513396	mtm:MYCTH_2137175	hypothetical protein
ncbi-geneid:11505441	mtm:MYCTH_2137239	hypothetical protein
ncbi-geneid:11505691	mtm:MYCTH_2137349	hypothetical protein
ncbi-geneid:11508856	mtm:MYCTH_2137429	hypothetical protein
ncbi-geneid:11508854	mtm:MYCTH_2137468	hypothetical protein
ncbi-geneid:11512840	mtm:MYCTH_2137771	hypothetical protein
ncbi-geneid:11509149	mtm:MYCTH_2137812	hypothetical protein
ncbi-geneid:11513352	mtm:MYCTH_2137832	hypothetical protein
ncbi-geneid:11505627	mtm:MYCTH_2137894	hypothetical protein
ncbi-geneid:11511944	mtm:MYCTH_2138041	hypothetical protein
ncbi-geneid:11510599	mtm:MYCTH_2138347	glycosyltransferase family 31 protein
ncbi-geneid:11510694	mtm:MYCTH_2138386	hypothetical protein
ncbi-geneid:11510865	mtm:MYCTH_2138495	hypothetical protein
ncbi-geneid:11510869	mtm:MYCTH_2138498	hypothetical protein
ncbi-geneid:11510891	mtm:MYCTH_2138515	hypothetical protein
ncbi-geneid:11512419	mtm:MYCTH_2138690	hypothetical protein
ncbi-geneid:11512614	mtm:MYCTH_2138765	hypothetical protein
ncbi-geneid:11512693	mtm:MYCTH_2138805	hypothetical protein
ncbi-geneid:11512697	mtm:MYCTH_2138808	hypothetical protein
ncbi-geneid:11512758	mtm:MYCTH_2138853	carbohydrate esterase family 1 protein
ncbi-geneid:11512770	mtm:MYCTH_2138861	hypothetical protein
ncbi-geneid:11512789	mtm:MYCTH_2138875	hypothetical protein
ncbi-geneid:11507357	mtm:MYCTH_2138881	hypothetical protein
ncbi-geneid:11507450	mtm:MYCTH_2138933	hypothetical protein
ncbi-geneid:11507483	mtm:MYCTH_2138951	hypothetical protein
ncbi-geneid:11507505	mtm:MYCTH_2138963	hypothetical protein
ncbi-geneid:11507532	mtm:MYCTH_2138981	hypothetical protein
ncbi-geneid:11507617	mtm:MYCTH_2139043	hypothetical protein
ncbi-geneid:11507653	mtm:MYCTH_2139057	hypothetical protein
ncbi-geneid:11507688	mtm:MYCTH_2139072	hypothetical protein
ncbi-geneid:11507884	mtm:MYCTH_2139199	hypothetical protein
ncbi-geneid:11507926	mtm:MYCTH_2139227	hypothetical protein
ncbi-geneid:11509253	mtm:MYCTH_2139278	hypothetical protein
ncbi-geneid:11509549	mtm:MYCTH_2139328	hypothetical protein
ncbi-geneid:11510065	mtm:MYCTH_2139409	hypothetical protein
ncbi-geneid:11513439	mtm:MYCTH_2139484	hypothetical protein
ncbi-geneid:11513623	mtm:MYCTH_2139555	hypothetical protein
ncbi-geneid:11513750	mtm:MYCTH_2139585	glycoside hydrolase family 47 protein
ncbi-geneid:11514362	mtm:MYCTH_2139749	hypothetical protein
ncbi-geneid:11514396	mtm:MYCTH_2139768	hypothetical protein
ncbi-geneid:11506596	mtm:MYCTH_2139914	hypothetical protein
ncbi-geneid:11506619	mtm:MYCTH_2139925	hypothetical protein
ncbi-geneid:11506893	mtm:MYCTH_2139973	hypothetical protein
ncbi-geneid:11506918	mtm:MYCTH_2139989	hypothetical protein
ncbi-geneid:11511056	mtm:MYCTH_2140156	hypothetical protein
ncbi-geneid:11511274	mtm:MYCTH_2140301	hypothetical protein
ncbi-geneid:11511346	mtm:MYCTH_2140323	hypothetical protein
ncbi-geneid:11511364	mtm:MYCTH_2140326	hypothetical protein
ncbi-geneid:11513563	mtm:MYCTH_2140421	hypothetical protein
ncbi-geneid:11513668	mtm:MYCTH_2140435	hypothetical protein
ncbi-geneid:11513870	mtm:MYCTH_2140504	hypothetical protein
ncbi-geneid:11513997	mtm:MYCTH_2140529	hypothetical protein
ncbi-geneid:11514001	mtm:MYCTH_2140530	hypothetical protein
ncbi-geneid:11514008	mtm:MYCTH_2140533	hypothetical protein
ncbi-geneid:11514181	mtm:MYCTH_2140577	hypothetical protein
ncbi-geneid:11514326	mtm:MYCTH_2140615	hypothetical protein
ncbi-geneid:11506241	mtm:MYCTH_2140707	hypothetical protein
ncbi-geneid:11506799	mtm:MYCTH_2140820	hypothetical protein
ncbi-geneid:11507027	mtm:MYCTH_2140896	hypothetical protein
ncbi-geneid:11507160	mtm:MYCTH_2140924	hypothetical protein
ncbi-geneid:11509337	mtm:MYCTH_2141012	hypothetical protein
ncbi-geneid:11509459	mtm:MYCTH_2141041	hypothetical protein
ncbi-geneid:11509493	mtm:MYCTH_2141069	hypothetical protein
ncbi-geneid:11509511	mtm:MYCTH_2141082	hypothetical protein
ncbi-geneid:11509521	mtm:MYCTH_2141088	hypothetical protein
ncbi-geneid:11513240	mtm:MYCTH_2141262	hypothetical protein
ncbi-geneid:11505868	mtm:MYCTH_2141282	hypothetical protein
ncbi-geneid:11508775	mtm:MYCTH_2141297	hypothetical protein
ncbi-geneid:11513311	mtm:MYCTH_2141429	hypothetical protein
ncbi-geneid:11512947	mtm:MYCTH_2141471	hypothetical protein
ncbi-geneid:11509023	mtm:MYCTH_2141486	hypothetical protein
ncbi-geneid:11511562	mtm:MYCTH_2141489	hypothetical protein
ncbi-geneid:11505980	mtm:MYCTH_2141513	hypothetical protein
ncbi-geneid:11509143	mtm:MYCTH_2141524	hypothetical protein
ncbi-geneid:11513123	mtm:MYCTH_2141608	hypothetical protein
ncbi-geneid:11505466	mtm:MYCTH_2141635	hypothetical protein
ncbi-geneid:11505471	mtm:MYCTH_2141686	hypothetical protein
ncbi-geneid:11505610	mtm:MYCTH_2141696	hypothetical protein
ncbi-geneid:11513333	mtm:MYCTH_2141906	hypothetical protein
ncbi-geneid:11508797	mtm:MYCTH_2141997	hypothetical protein
ncbi-geneid:11505939	mtm:MYCTH_2142074	hypothetical protein
ncbi-geneid:11508482	mtm:MYCTH_2142129	hypothetical protein
ncbi-geneid:11508115	mtm:MYCTH_2142157	hypothetical protein
ncbi-geneid:11508832	mtm:MYCTH_2142160	hypothetical protein
ncbi-geneid:11508039	mtm:MYCTH_2142209	hypothetical protein
ncbi-geneid:11505486	mtm:MYCTH_2142220	hypothetical protein
ncbi-geneid:11508538	mtm:MYCTH_2142250	hypothetical protein
ncbi-geneid:11508275	mtm:MYCTH_2142488	hypothetical protein
ncbi-geneid:11512851	mtm:MYCTH_2142599	hypothetical protein
ncbi-geneid:11505807	mtm:MYCTH_2142698	hypothetical protein
ncbi-geneid:11511855	mtm:MYCTH_2142789	hypothetical protein
ncbi-geneid:11511928	mtm:MYCTH_2142826	hypothetical protein
ncbi-geneid:11511982	mtm:MYCTH_2142854	hypothetical protein
ncbi-geneid:11512005	mtm:MYCTH_2142867	hypothetical protein
ncbi-geneid:11512099	mtm:MYCTH_2142918	hypothetical protein
ncbi-geneid:11510298	mtm:MYCTH_2142956	hypothetical protein
ncbi-geneid:11510329	mtm:MYCTH_2142974	hypothetical protein
ncbi-geneid:11510732	mtm:MYCTH_2143160	hypothetical protein
ncbi-geneid:11510816	mtm:MYCTH_2143210	hypothetical protein
ncbi-geneid:11510856	mtm:MYCTH_2143238	hypothetical protein
ncbi-geneid:11512199	mtm:MYCTH_2143293	hypothetical protein
ncbi-geneid:11512235	mtm:MYCTH_2143314	hypothetical protein
ncbi-geneid:11512423	mtm:MYCTH_2143420	hypothetical protein
ncbi-geneid:11512553	mtm:MYCTH_2143478	hypothetical protein
ncbi-geneid:11507482	mtm:MYCTH_2143673	hypothetical protein
ncbi-geneid:11507523	mtm:MYCTH_2143695	hypothetical protein
ncbi-geneid:11507634	mtm:MYCTH_2143764	hypothetical protein
ncbi-geneid:11509432	mtm:MYCTH_2144007	hypothetical protein
ncbi-geneid:11513593	mtm:MYCTH_2144232	hypothetical protein
ncbi-geneid:11513758	mtm:MYCTH_2144279	hypothetical protein
ncbi-geneid:11513780	mtm:MYCTH_2144292	hypothetical protein
ncbi-geneid:11513784	mtm:MYCTH_2144295	hypothetical protein
ncbi-geneid:11513787	mtm:MYCTH_2144297	hypothetical protein
ncbi-geneid:11514202	mtm:MYCTH_2144392	hypothetical protein
ncbi-geneid:11506457	mtm:MYCTH_2144570	hypothetical protein
ncbi-geneid:11506631	mtm:MYCTH_2144606	hypothetical protein
ncbi-geneid:11511501	mtm:MYCTH_2144658	hypothetical protein
ncbi-geneid:11507213	mtm:MYCTH_2144720	hypothetical protein
ncbi-geneid:11510986	mtm:MYCTH_2144787	hypothetical protein
ncbi-geneid:11510993	mtm:MYCTH_2144795	hypothetical protein
ncbi-geneid:11511001	mtm:MYCTH_2144800	hypothetical protein
ncbi-geneid:11511005	mtm:MYCTH_2144803	hypothetical protein
ncbi-geneid:11511371	mtm:MYCTH_2144983	hypothetical protein
ncbi-geneid:11511398	mtm:MYCTH_2144990	hypothetical protein
ncbi-geneid:11513525	mtm:MYCTH_2145046	hypothetical protein
ncbi-geneid:11513557	mtm:MYCTH_2145069	hypothetical protein
ncbi-geneid:11506355	mtm:MYCTH_2145354	hypothetical protein
ncbi-geneid:11506640	mtm:MYCTH_2145409	hypothetical protein
ncbi-geneid:11506674	mtm:MYCTH_2145425	hypothetical protein
ncbi-geneid:11506688	mtm:MYCTH_2145431	AAA family ATPase-like protein
ncbi-geneid:11506808	mtm:MYCTH_2145454	hypothetical protein
ncbi-geneid:11506850	mtm:MYCTH_2145474	hypothetical protein
ncbi-geneid:11507273	mtm:MYCTH_2145572	hypothetical protein
ncbi-geneid:11507321	mtm:MYCTH_2145592	hypothetical protein
ncbi-geneid:11509658	mtm:MYCTH_2145735	hypothetical protein
ncbi-geneid:11509946	mtm:MYCTH_2145809	hypothetical protein
ncbi-geneid:11506009	mtm:MYCTH_2293935	hypothetical protein
ncbi-geneid:11508241	mtm:MYCTH_2293936	hypothetical protein
ncbi-geneid:11508148	mtm:MYCTH_2293939	hypothetical protein
ncbi-geneid:11508881	mtm:MYCTH_2293942	hypothetical protein
ncbi-geneid:11505784	mtm:MYCTH_2293944	hypothetical protein
ncbi-geneid:11505791	mtm:MYCTH_2293947	hypothetical protein
ncbi-geneid:11505592	mtm:MYCTH_2293949	hypothetical protein
ncbi-geneid:11513405	mtm:MYCTH_2293953	hypothetical protein
ncbi-geneid:11513328	mtm:MYCTH_2293954	hypothetical protein
ncbi-geneid:11505520	mtm:MYCTH_2293957	hypothetical protein
ncbi-geneid:11505781	mtm:MYCTH_2293959	hypothetical protein
ncbi-geneid:11505841	mtm:MYCTH_2293961	hypothetical protein
ncbi-geneid:11505844	mtm:MYCTH_2293962	hypothetical protein
ncbi-geneid:11505679	mtm:MYCTH_2293963	hypothetical protein
ncbi-geneid:11508711	mtm:MYCTH_2293965	hypothetical protein
ncbi-geneid:11505941	mtm:MYCTH_2293966	hypothetical protein
ncbi-geneid:11513225	mtm:MYCTH_2293968	hypothetical protein
ncbi-geneid:11513255	mtm:MYCTH_2293969	hypothetical protein
ncbi-geneid:11512940	mtm:MYCTH_2293970	hypothetical protein
ncbi-geneid:11505544	mtm:MYCTH_2293973	hypothetical protein
ncbi-geneid:11509001	mtm:MYCTH_2293977	hypothetical protein
ncbi-geneid:11512938	mtm:MYCTH_2293982	hypothetical protein
ncbi-geneid:11509170	mtm:MYCTH_2293986	hypothetical protein
ncbi-geneid:11509019	mtm:MYCTH_2293995	hypothetical protein
ncbi-geneid:11508860	mtm:MYCTH_2293998	hypothetical protein
ncbi-geneid:11506018	mtm:MYCTH_2293999	hypothetical protein
ncbi-geneid:11508558	mtm:MYCTH_2294001	hypothetical protein
ncbi-geneid:11508341	mtm:MYCTH_2294003	hypothetical protein
ncbi-geneid:11508118	mtm:MYCTH_2294005	hypothetical protein
ncbi-geneid:11505879	mtm:MYCTH_2294006	glycoside hydrolase family 76 protein
ncbi-geneid:11513129	mtm:MYCTH_2294008	hypothetical protein
ncbi-geneid:11508771	mtm:MYCTH_2294022	hypothetical protein
ncbi-geneid:11508354	mtm:MYCTH_2294026	hypothetical protein
ncbi-geneid:11505822	mtm:MYCTH_2294033	glycosyltransferase family 2 protein
ncbi-geneid:11505890	mtm:MYCTH_2294035	hypothetical protein
ncbi-geneid:11506085	mtm:MYCTH_2294036	hypothetical protein
ncbi-geneid:11508645	mtm:MYCTH_2294037	hypothetical protein
ncbi-geneid:11505532	mtm:MYCTH_2294039	hypothetical protein
ncbi-geneid:11513228	mtm:MYCTH_2294048	hypothetical protein
ncbi-geneid:11509165	mtm:MYCTH_2294051	hypothetical protein
ncbi-geneid:11508805	mtm:MYCTH_2294054	hypothetical protein
ncbi-geneid:11508260	mtm:MYCTH_2294062	hypothetical protein
ncbi-geneid:11513224	mtm:MYCTH_2294065	hypothetical protein
ncbi-geneid:11511599	mtm:MYCTH_2294067	hypothetical protein
ncbi-geneid:11505629	mtm:MYCTH_2294074	glycoside hydrolase family 79 protein
ncbi-geneid:11508880	mtm:MYCTH_2294077	hypothetical protein
ncbi-geneid:11505795	mtm:MYCTH_2294085	hypothetical protein
ncbi-geneid:11508869	mtm:MYCTH_2294086	hypothetical protein
ncbi-geneid:11508205	mtm:MYCTH_2294088	hypothetical protein
ncbi-geneid:11508263	mtm:MYCTH_2294089	hypothetical protein
ncbi-geneid:11508653	mtm:MYCTH_2294092	hypothetical protein
ncbi-geneid:11505959	mtm:MYCTH_2294099	hypothetical protein
ncbi-geneid:11505680	mtm:MYCTH_2294100	hypothetical protein
ncbi-geneid:11508490	mtm:MYCTH_2294101	hypothetical protein
ncbi-geneid:11508129	mtm:MYCTH_2294104	hypothetical protein
ncbi-geneid:11508485	mtm:MYCTH_2294109	hypothetical protein
ncbi-geneid:11508433	mtm:MYCTH_2294110	hypothetical protein
ncbi-geneid:11513101	mtm:MYCTH_2294115	hypothetical protein
ncbi-geneid:11508722	mtm:MYCTH_2294116	hypothetical protein
ncbi-geneid:11509016	mtm:MYCTH_2294124	hypothetical protein
ncbi-geneid:11513043	mtm:MYCTH_2294137	hypothetical protein
ncbi-geneid:11505418	mtm:MYCTH_2294138	hypothetical protein
ncbi-geneid:11505705	mtm:MYCTH_2294143	hypothetical protein
ncbi-geneid:11506068	mtm:MYCTH_2294145	hypothetical protein
ncbi-geneid:11508080	mtm:MYCTH_2294147	hypothetical protein
ncbi-geneid:11508616	mtm:MYCTH_2294148	hypothetical protein
ncbi-geneid:11505775	mtm:MYCTH_2294164	hypothetical protein
ncbi-geneid:11513378	mtm:MYCTH_2294165	hypothetical protein
ncbi-geneid:11508088	mtm:MYCTH_2294168	hypothetical protein
ncbi-geneid:11513307	mtm:MYCTH_2294173	hypothetical protein
ncbi-geneid:11508150	mtm:MYCTH_2294181	hypothetical protein
ncbi-geneid:11508153	mtm:MYCTH_2294188	hypothetical protein
ncbi-geneid:11508046	mtm:MYCTH_2294189	hypothetical protein
ncbi-geneid:11505774	mtm:MYCTH_2294191	hypothetical protein
ncbi-geneid:11508759	mtm:MYCTH_2294192	hypothetical protein
ncbi-geneid:11508761	mtm:MYCTH_2294193	hypothetical protein
ncbi-geneid:11513118	mtm:MYCTH_2294197	hypothetical protein
ncbi-geneid:11508151	mtm:MYCTH_2294200	hypothetical protein
ncbi-geneid:11505465	mtm:MYCTH_2294202	hypothetical protein
ncbi-geneid:11508159	mtm:MYCTH_2294206	hypothetical protein
ncbi-geneid:11508644	mtm:MYCTH_2294210	hypothetical protein
ncbi-geneid:11505814	mtm:MYCTH_2294213	hypothetical protein
ncbi-geneid:11505477	mtm:MYCTH_2294215	hypothetical protein
ncbi-geneid:11508839	mtm:MYCTH_2294216	hypothetical protein
ncbi-geneid:11513039	mtm:MYCTH_2294218	hypothetical protein
ncbi-geneid:11508156	mtm:MYCTH_2294220	hypothetical protein
ncbi-geneid:11505776	mtm:MYCTH_2294223	hypothetical protein
ncbi-geneid:11513309	mtm:MYCTH_2294224	hypothetical protein
ncbi-geneid:11513037	mtm:MYCTH_2294226	hypothetical protein
ncbi-geneid:11513042	mtm:MYCTH_2294230	hypothetical protein
ncbi-geneid:11505642	mtm:MYCTH_2294231	hypothetical protein
ncbi-geneid:11505483	mtm:MYCTH_2294232	hypothetical protein
ncbi-geneid:11513019	mtm:MYCTH_2294233	hypothetical protein
ncbi-geneid:11508044	mtm:MYCTH_2294236	hypothetical protein
ncbi-geneid:11508086	mtm:MYCTH_2294238	hypothetical protein
ncbi-geneid:11508543	mtm:MYCTH_2294240	hypothetical protein
ncbi-geneid:11505395	mtm:MYCTH_2294243	hypothetical protein
ncbi-geneid:11513045	mtm:MYCTH_2294247	hypothetical protein
ncbi-geneid:11506040	mtm:MYCTH_2294249	hypothetical protein
ncbi-geneid:11508084	mtm:MYCTH_2294250	hypothetical protein
ncbi-geneid:11505481	mtm:MYCTH_2294252	hypothetical protein
ncbi-geneid:11508154	mtm:MYCTH_2294253	hypothetical protein
ncbi-geneid:11506069	mtm:MYCTH_2294261	hypothetical protein
ncbi-geneid:11505461	mtm:MYCTH_2294264	hypothetical protein
ncbi-geneid:11505396	mtm:MYCTH_2294267	hypothetical protein
ncbi-geneid:11509173	mtm:MYCTH_2294268	hypothetical protein
ncbi-geneid:11509013	mtm:MYCTH_2294274	hypothetical protein
ncbi-geneid:11508470	mtm:MYCTH_2294281	hypothetical protein
ncbi-geneid:11513029	mtm:MYCTH_2294289	hypothetical protein
ncbi-geneid:11509183	mtm:MYCTH_2294293	hypothetical protein
ncbi-geneid:11505771	mtm:MYCTH_2294298	hypothetical protein
ncbi-geneid:11505735	mtm:MYCTH_2294300	hypothetical protein
ncbi-geneid:11508565	mtm:MYCTH_2294303	hypothetical protein
ncbi-geneid:11508422	mtm:MYCTH_2294307	hypothetical protein
ncbi-geneid:11511640	mtm:MYCTH_2294309	hypothetical protein
ncbi-geneid:11511662	mtm:MYCTH_2294310	hypothetical protein
ncbi-geneid:11508604	mtm:MYCTH_2294314	hypothetical protein
ncbi-geneid:11508789	mtm:MYCTH_2294321	hypothetical protein
ncbi-geneid:11505983	mtm:MYCTH_2294324	hypothetical protein
ncbi-geneid:11513395	mtm:MYCTH_2294326	hypothetical protein
ncbi-geneid:11505730	mtm:MYCTH_2294330	hypothetical protein
ncbi-geneid:11507984	mtm:MYCTH_2294333	hypothetical protein
ncbi-geneid:11509115	mtm:MYCTH_2294336	hypothetical protein
ncbi-geneid:11513070	mtm:MYCTH_2294340	hypothetical protein
ncbi-geneid:11513303	mtm:MYCTH_2294343	hypothetical protein
ncbi-geneid:11508846	mtm:MYCTH_2294344	hypothetical protein
ncbi-geneid:11508685	mtm:MYCTH_2294347	glycoside hydrolase family 47 protein
ncbi-geneid:11506065	mtm:MYCTH_2294348	hypothetical protein
ncbi-geneid:11508969	mtm:MYCTH_2294350	hypothetical protein
ncbi-geneid:11505616	mtm:MYCTH_2294353	hypothetical protein
ncbi-geneid:11505450	mtm:MYCTH_2294358	hypothetical protein
ncbi-geneid:11508763	mtm:MYCTH_2294361	hypothetical protein
ncbi-geneid:11509135	mtm:MYCTH_2294362	hypothetical protein
ncbi-geneid:11509210	mtm:MYCTH_2294366	hypothetical protein
ncbi-geneid:11508738	mtm:MYCTH_2294367	hypothetical protein
ncbi-geneid:11512819	mtm:MYCTH_2294369	hypothetical protein
ncbi-geneid:11513140	mtm:MYCTH_2294372	hypothetical protein
ncbi-geneid:11513171	mtm:MYCTH_2294375	hypothetical protein
ncbi-geneid:11508475	mtm:MYCTH_2294384	hypothetical protein
ncbi-geneid:11505694	mtm:MYCTH_2294385	hypothetical protein
ncbi-geneid:11505605	mtm:MYCTH_2294386	histone acetyltransferase subunit 3-like protein
ncbi-geneid:11508077	mtm:MYCTH_2294390	hypothetical protein
ncbi-geneid:11508638	mtm:MYCTH_2294392	hypothetical protein
ncbi-geneid:11512956	mtm:MYCTH_2294394	hypothetical protein
ncbi-geneid:11507968	mtm:MYCTH_2294398	hypothetical protein
ncbi-geneid:11508479	mtm:MYCTH_2294400	hypothetical protein
ncbi-geneid:11513010	mtm:MYCTH_2294401	hypothetical protein
ncbi-geneid:11508748	mtm:MYCTH_2294405	hypothetical protein
ncbi-geneid:11508045	mtm:MYCTH_2294406	hypothetical protein
ncbi-geneid:11505766	mtm:MYCTH_2294408	hypothetical protein
ncbi-geneid:11508183	mtm:MYCTH_2294412	hypothetical protein
ncbi-geneid:11508766	mtm:MYCTH_2294414	hypothetical protein
ncbi-geneid:11508882	mtm:MYCTH_2294415	hypothetical protein
ncbi-geneid:11508666	mtm:MYCTH_2294417	hypothetical protein
ncbi-geneid:11508225	mtm:MYCTH_2294418	hypothetical protein
ncbi-geneid:11508721	mtm:MYCTH_2294421	hypothetical protein
ncbi-geneid:11508407	mtm:MYCTH_2294422	guanine nucleotide exchange factor synembryn-like protein
ncbi-geneid:11513348	mtm:MYCTH_2294426	hypothetical protein
ncbi-geneid:11513366	mtm:MYCTH_2294427	hypothetical protein
ncbi-geneid:11508697	mtm:MYCTH_2294429	hypothetical protein
ncbi-geneid:11508617	mtm:MYCTH_2294430	hypothetical protein
ncbi-geneid:11512964	mtm:MYCTH_2294433	hypothetical protein
ncbi-geneid:11508269	mtm:MYCTH_2294435	hypothetical protein
ncbi-geneid:11509077	mtm:MYCTH_2294445	hypothetical protein
ncbi-geneid:11506055	mtm:MYCTH_2294446	hypothetical protein
ncbi-geneid:11508848	mtm:MYCTH_2294448	hypothetical protein
ncbi-geneid:11513326	mtm:MYCTH_2294455	hypothetical protein
ncbi-geneid:11507974	mtm:MYCTH_2294459	hypothetical protein
