PMID,Title,Abstract,Keywords,Journal,Country,Year
31636083,Programmed Cell Death in Neurospora crassa Is Controlled by the Allorecognition Determinant rcd-1.,"Nonself recognition following cell fusion between genetically distinct individuals of the same species in filamentous fungi often results in a programmed cell death (PCD) reaction, where the heterokaryotic fusion cell is compartmentalized and rapidly killed. The allorecognition process plays a key role as a defense mechanism that restricts genome exploitation, resource plundering, and the spread of deleterious senescence plasmids and mycoviruses. Although a number of incompatibility systems have been described that function in mature hyphae, less is known about the PCD pathways in asexual spores, which represent the main infectious unit in various human and plant fungal pathogens. Here, we report the identification of regulator of cell death-1 (rcd-1), a novel allorecognition gene, controlling PCD in germinating asexual spores of Neurospora crassa; rcd-1 is one of the most polymorphic genes in the genomes of wild N. crassa isolates. The coexpression of two antagonistic rcd-1-1 and rcd-1-2 alleles was necessary and sufficient to trigger cell death in fused germlings and in hyphae. Based on analysis of wild populations of N. crassa and N. discreta, rcd-1 alleles appeared to be under balancing selection and associated with trans-species polymorphisms. We shed light on genomic rearrangements that could have led to the emergence of the incompatibility system in Neurospora and show that rcd-1 belongs to a much larger gene family in fungi. Overall, our work contributes toward a better understanding of allorecognition and PCD in an underexplored developmental stage of filamentous fungi.","['Neurospora', 'allorecognition', 'cell fusion', 'heterokaryon incompatibility', 'programmed cell death']",Genetics,California 94720,2019 Dec
26951369,Microtubules and associated molecular motors in Neurospora crassa.,"The cytoskeleton provides structure, shape and movement to various cells. Microtubules (MTs) are tubular structures made of alpha and beta-tubulin heterodimers organized in 13 protofilaments, forming a hollow cylinder. A vast group of MT-associated proteins determines the function, behavior and interaction of the MTs with other cellular components. Among these proteins, molecular motors such as the dynein-dynactin complex and kinesin superfamily play roles in MT organization and organelle transport. This article focuses on the MT cytoskeleton and associated molecular motors in the filamentous fungus Neurospora crassa In addition to reviewing current available information for this fungus and contrasting it with knowledge of other fungal species, we present new experimental results that support the role of dynein, dynactin and conventional kinesin in MT organization, dynamics and transport of subcellular structures (nuclei and secretory vesicles). In wild type hyphae of N. crassa, cytoplasmic MTs are arranged longitudinally along hyphae and display a helical curvature. They interlace with one another to form a network throughout the cytoplasm. N. crassa dynein and dynactin mutants have a scant and disorganized MT cytoskeleton, an erratic and reduced Spitzenkorper (Spk) and distorted hyphal morphology. In contrast, hyphae of mutants with defective conventional kinesin exhibit only minor disruptions in MT and Spk organization. Although nuclear positioning is affected in all mutants, the MT-associated motor proteins are not major contributors to nuclear movement during hyphal growth. Cytoplasmic bulk flow is the vehicle for nuclear displacement in growing hyphal regions of N. crassa Motors are involved in nuclei saltatory movements in both retrograde or anterograde direction. In the dynein and kinesin mutants, micro and macrovesicles can reach the Spk, although growth is slightly impaired and the Spk displays an erratic path. Hyphal growth requires MTs, and their associated motors are required for their organization and dynamics and Spk integrity.","['Neurospora crassa', 'dynactin', 'dynein', 'kinesin', 'microtubules']",Mycologia,Ensenada B.C. 22860 Mexico rmourino@cicese.mx,2016 May-Jun
24847001,"Neurospora crassa 1,3-alpha-glucan synthase, AGS-1, is required for cell wall biosynthesis during macroconidia development.","The Neurospora crassa genome encodes two 1,3-alpha-glucan synthases. One of these 1,3-alpha-glucan synthase genes, ags-1, was shown to be required for the synthesis of 1,3-alpha-glucan in the aerial hyphae and macroconidia cell walls. 1,3-alpha-Glucan was found in the conidia cell wall, but was absent from the vegetative hyphae cell wall. Deletion of ags-1 affected conidial development. Deltaags-1 produced only 5 % as many conidia as the WT and most of the conidia produced by Deltaags-1 were not viable. The ags-1 upstream regulatory elements were shown to direct cell-type-specific expression of red fluorescent protein in conidia and aerial hyphae. A haemagglutinin-tagged AGS-1 was found to be expressed in aerial hyphae and conidia. The research showed that 1,3-alpha-glucan is an aerial hyphae and conidia cell wall component, and is required for normal conidial differentiation.",?,"Microbiology (Reading, England)",USA,2014 Aug
34612669,Courtship Ritual of Male and Female Nuclei during Fertilization in Neurospora crassa.,"Sexual reproduction is a key process influencing the evolution and adaptation of animals, plants, and many eukaryotic microorganisms, such as fungi. However, the sequential cell biology of fertilization and the associated nuclear dynamics after plasmogamy are poorly understood in filamentous fungi. Using histone-fluorescent parental isolates, we tracked male and female nuclei during fertilization in the model ascomycete Neurospora crassa using live-cell imaging. This study unravels the behavior of trichogyne resident female nuclei and the extraordinary manner in which male nuclei migrate up the trichogyne to the protoperithecium. Our observations raise new fundamental questions about the modus operandi of nucleus movements during sexual reproduction, male and female nuclear identity, guidance of nuclei within the trichogyne and, unexpectedly, the avoidance of ""polyspermy"" in fungi. The spatiotemporal dynamics of male nuclei within the trichogyne following plasmogamy are also described, where the speed and the deformation of male nuclei are of the most dramatic observed to date in a living organism. IMPORTANCE Using live-cell fluorescence imaging, for the first time we have observed live male and female nuclei during sexual reproduction in the model fungus Neurospora crassa. This study reveals the specific behavior of resident female nuclei within the trichogyne (the female organ) after fertilization and the extraordinary manner in which male nuclei migrate across the trichogyne toward their final destination, the protoperithecium, where karyogamy takes place. Importantly, the speed and deformation of male nuclei were found to be among the most dramatic ever observed in a living organism. Furthermore, we observed that entry of male nuclei into protoperithecia may block the entry of other male nuclei, suggesting that a process analogous to polyspermy avoidance could exist in fungi. Our live-cell imaging approach opens new opportunities for novel research on cell-signaling during sexual reproduction in fungi and, on a broader scale, nuclear dynamics in eukaryotes.","['Neurospora crassa', 'fertilization', 'filamentous fungi', 'fungi', 'live-cell imaging', 'mating', 'nucleus', 'sexual reproduction', 'trichogyne']",Microbiology spectrum,France,2021 Oct 31
26762173,O-Glycan analysis of cellobiohydrolase I from Neurospora crassa.,"We describe here the composition of the O-linked glycans on the Neurospora crassa cellobiohydrolase I (CBHI), which accounts for approximately 40% of the protein secreted by cells growing in the presence of cellulose. CBHI is O-glycosylated with six types of linear, and three types of branched, O-glycans containing approximately equal amounts of mannose and galactose. In addition to the classic fungal O-glycans with reducing end mannoses, we also identified reducing end galactoses which suggest the existence of a protein-O-galactosyltransferase in N. crassa Because of the excellent genetic resources available for N. crassa, the knowledge of the CBHI O-glycans may enable the future evaluation of the role of O-glycosylation on cellulase function and the development of directed O-glycan/cellulase engineering.","['Neurospora crassa', 'cellobiohydrolase', 'filamentous fungi', 'lignocellulosic biofuel', 'protein O-glycosylation']",Glycobiology,USA,2016 Jun
29600559,Altering Neurospora crassa MOB2A exposes its functions in development and affects its interaction with the NDR kinase COT1.,"The Neurospora crassa Mps One Binder (MOB) proteins MOB2A and MOB2B physically interact with the Nuclear Dbf2 Related (NDR) kinase COT1 and have been shown to have overlapping functions in various aspects of asexual development. Here, we identified two N. crassa MOB2A residues, Tyr117 and Tyr119, which are potentially phosphorylated. Using phosphomimetic mob-2a mutants we have been able to establish that apart from their previously described roles, MOB2A/B are involved in additional developmental processes. Enhanced conidial germination, accompanied by conidial agglutination, in the phosphomimetic mutants indicated that MOB2A is a negative regulator of germination. Thick-section imaging of perithecia revealed slow maturation and a lack of asci alignment in the mutant strains demonstrating a role for MOB2A in sexual development. We demonstrate that even though MOB2A and MOB2B have some overlapping functions, MOB2B cannot compensate for the roles MOB2A has in conidiation and germination. Altering Tyr residues 117 and 119 impaired the physical interactions between MOB2A and COT1, most likely contributing to some of the observed effects. As cot-1 and the phosphomimetic mutants share an extragenic suppressor (gul-1), we concluded that at least some of the effects imposed by altering Tyr117 and Tyr119 are mediated by the NDR kinase.",?,Molecular microbiology,Israel,2018 Jun
30816014,Heterologous expression of Neurospora crassa cbh1 gene in Pichia pastoris resulted in production of a neutral cellobiohydrolase I.,"The high production cost of cellulase is one of the limitations that hinder the commercialization of lignocellulose-based biorefineries. As one of the important cellulases, Neurospora crassa cellulase is not so intensively investigated as T. reesei cellulase. In this study, the cbh1gene (NCU07340) cloned from N. crassa was expressed in Pichia pastoris under the control of alcohol oxidase 1 (AOX1) promotor. Six transformants with the highest resistance to G418 were selected by two rounds of transformant screening, among which the most robust producer of the recombinant cellobiohydrolase I (CBHI) has an Avicelase activity of 0.22 U/mL. After fermentation optimization, it was improved to 0.30 U/mL. Interestingly, the optimal temperature and pH of the recombinant CBHI were 60 degrees C and 7.2, respectively, and it was quite stable within the wide ranges of temperature and pH. This work is a good example for the future improvement and optimization of N. crassa cellulase.","['Neurospora crassa', 'Pichia pastoris', 'cellobiohydrolase I', 'cellulase', 'glycosylation']",Biotechnology progress,China,2019 May
25550299,Neurospora crassa ASM-1 complements the conidiation defect in a stuA mutant of Aspergillus nidulans.,"Aspergillus nidulans StuA and Neurospora crassa ASM-1 are orthologous APSES (ASM-1, PHD1, SOK2, Efg1, StuA) transcription factors conserved across a diverse group of fungi. StuA and ASM-1 have roles in asexual (conidiation) and sexual (ascospore formation) development in both organisms. To address the hypothesis that the last common ancestor of these diverse fungi regulated conidiation with similar genes, asm-1 was introduced into the stuA1 mutant of A. nidulans. Expression of asm-1 complemented defective conidiophore morphology and restored conidia production to wild type levels in stuA1. Expression of asm-1 in the stuA1 strain did not rescue the defect in sexual development. When the conidiation regulator AbaA was tagged at its C-terminus with GFP in A. nidulans, it localized to nuclei in phialides. When expressed in the stuA1 mutant, AbaA::GFP localized to nuclei in conidiophores but no longer was confined to phialides, suggesting that expression of AbaA in specific cell types of the conidiophore was conditioned by StuA. Our data suggest that the function in conidiation of StuA and ASM-1 is conserved and support the view that, despite the great morphological and ontogenic diversity of their condiphores, the last common ancestor of A. nidulans and N. crassa produced an ortholog of StuA that was involved in conidiophore development.","['APSES transcription factor', 'conidiation', 'evolution of development (evo-devo)']",Mycologia,Texas 77843,2015 Mar-Apr
35293585,Characterizing the gene-environment interaction underlying natural morphological variation in Neurospora crassa conidiophores using high-throughput phenomics and transcriptomics.,"Neurospora crassa propagates through dissemination of conidia, which develop through specialized structures called conidiophores. Recent work has identified striking variation in conidiophore morphology, using a wild population collection from Louisiana, United States of America to classify 3 distinct phenotypes: Wild-Type, Wrap, and Bulky. Little is known about the impact of these phenotypes on sporulation or germination later in the N. crassa life cycle, or about the genetic variation that underlies them. In this study, we show that conidiophore morphology likely affects colonization capacity of wild N. crassa isolates through both sporulation distance and germination on different carbon sources. We generated and crossed homokaryotic strains belonging to each phenotypic group to more robustly fit a model for and estimate heritability of the complex trait, conidiophore architecture. Our fitted model suggests at least 3 genes and 2 epistatic interactions contribute to conidiophore phenotype, which has an estimated heritability of 0.47. To uncover genes contributing to these phenotypes, we performed RNA-sequencing on mycelia and conidiophores of strains representing each of the 3 phenotypes. Our results show that the Bulky strain had a distinct transcriptional profile from that of Wild-Type and Wrap, exhibiting differential expression patterns in clock-controlled genes (ccgs), the conidiation-specific gene con-6, and genes implicated in metabolism and communication. Combined, these results present novel ecological impacts of and differential gene expression underlying natural conidiophore morphological variation, a complex trait that has not yet been thoroughly explored.","['Neurospora crassa', 'conidiophore', 'convolutional neural network', 'germination', 'morphology', 'natural variation', 'phenomics', 'sporulation', 'transcriptomics', 'vegetative development']","G3 (Bethesda, Md.)",USA,2022 Apr 4
31465847,Role and dynamics of an agmatinase-like protein (AGM-1) in Neurospora crassa.,"Agmatinase is known as a metalloenzyme which hydrolyzes agmatine to produce urea and putrescine, being crucial in the alternative pathway to produce polyamines. In this study, an agmatinase-like protein (AGM-1) (NCU 01348) in the filamentous fungus Neurospora crassa is reported. Purified AGM-1 from N. crassa displays enzymatic activity hydrolyzing agmatine; therefore, it can be considered as an agmatinase-like protein. However, its role in the alternative pathway to produce polyamines apparently is not its main function since only a slight reduction of polyamines concentration was detected in the Deltaagm-1 het strain. Moreover, the null mutant Deltaagm-1 (homokaryon strain) was unable to grow and the deficiency of agm-1 in the heterokaryon strain provoked a decrease in elongation rate, conidia and biomass production, despite of having de constitutive pathway via the ornithine decarboxylase (ODC). Additionally, mature hyphae of the Deltaagm-1 het strain presented unusual apical branching and a disorganized Spitzenkorper (Spk). Trying to reveal the role of AGM-1in N. crassa, the protein was tagged with GFP and interestingly the dynamics and intracellular localization of AGM-1 closely resembles the F-actin population. This finding was further examined in order to elucidate if AGM-1is in a close association with F-actin. Since polyamines, among them agmatine, have been reported to act as stabilizers of actin filaments, we evaluated in vitro G-actin polymerization in the presence of agmatine and the effect of purified AGM-1 from N. crassa on these polymerized actin filaments. It was found that polymerization of actin filaments increases in the presence of agmatine and the addition of purified AGM-1 from N. crassa depolymerizes these actin filaments. Also, it was determined that an intact substrate binding site of the enzyme is necessary for the localization pattern of the native AGM-1. These results suggest that in N. crassa AGM-1 has a close association with the F-actin population via its substrate agmatine, playing an essential role during cell development.","['Actin', 'Agmatinase', 'Agmatine', 'Cell development', 'N. crassa', 'Polyamines']",Fungal genetics and biology : FG & B,Mexico,2019 Nov
35000560,"Production, purification and characterization of a novel antithrombotic and anticoagulant serine protease from food grade microorganism Neurospora crassa.","A novel thrombolytic enzyme was produced by food grade microorganism Neurospora crassa using agro-industrial by-products as substrates. Process parameters were optimized using Plackett-Berman and Box-Benhken design. Under the optimized fermentation conditions, high fibrinolytic activity of 403.59 U/mL was obtained. It was purified with a specific activity of 3572.4 U/mg by ammonium sulfate precipitation and SP Sepharose chromatography. The molecular weight of the enzyme was approximately 32 kDa. It exhibited maximum activity at 40  degrees C and pH 7.4. Its activity was enhanced by Cu(2+), Na(+), Zn(2+), and completely inhibited by phenylmethanesulfonyl fluoride, soybean trypsin inhibitor, aprotinin, which indicates it could be a serine protease. The enzyme could degrade fibrin clot directly without the need of plasminogen activator, and effectively cleaved Aalpha, Bbeta, gamma chains of fibrinogen. It could inhibit the formation of blood clots in vitro and acts as an anticoagulant. Compared to heparin the purified enzyme showed extended anticoagulant activity. Blood clots were dissolved effectively and dissolution rate was increased with time. Based on these results, this novel enzyme has the potential to be developed as a thrombolytic agent.","['Cardiovascular diseases', 'Neurospora crassa', 'fermentation', 'fibrinolytic enzyme', 'purification', 'thrombolytic agent']",Preparative biochemistry & biotechnology,China,2022
35761233,Light regulates the degradation of the regulatory protein VE-1 in the fungus Neurospora crassa.,"BACKGROUND: Fungi use light as an environmental signal to regulate developmental transitions that are key aspects of their biological cycles and that are also relevant for their dispersal and infectivity as plant or animal pathogens. In addition, light regulates the accumulation of photoprotective pigments, like carotenoids, and other secondary metabolites. Most fungal light responses occur after changes in gene transcription and we describe here a novel effect of light in the regulation of degradation of VE-1, a key component of the velvet complex, in the model fungus Neurospora crassa. The velvet complex is a fungal-specific protein complex that coordinates fungal development, secondary metabolism, and light regulation by interacting with other regulators and photoreceptors and modifying gene expression. RESULTS: We have characterized the role of VE-1 during conidiation in N. crassa. In vegetative mycelia, VE-1 is localized in the cytoplasm and nuclei and is required for light-dependent transcription but does not interact with the photoreceptor and transcription factor WC-1. VE-1 is more stable in light than in darkness during asexual development (conidiation). We have shown that this light effect requires the blue-light photoreceptor WC-1. We have characterized the role of the proteasome, the COP9 signalosome (CSN), and the adaptor component of cullin-RING ubiquitin ligases, FWD-1, in the degradation of VE-1. CONCLUSIONS: We propose that this new effect of light allows the fungal cell to adapt quickly to changes in light exposure by promoting the accumulation of VE-1 for the regulation of genes that participate in the biosynthesis of photoprotective pigments.","['COP9 signalosome', 'Light regulation', 'Protein degradation', 'Velvet complex']",BMC biology,Spain,2022 Jun 27
35913159,Transcriptional Regulation by the Velvet Protein VE-1 during Asexual Development in the Fungus Neurospora crassa.,"Asexual reproduction in fungi facilitates the dispersal and colonization of new substrates and, in pathogenic fungi, allows infection of plants and animals. The velvet complex is a fungus-specific protein complex that participates in the regulation of gene expression in response to environmental signals like light, as well as developmental processes, pathogenesis, and secondary metabolism. The velvet complex in the fungus Neurospora crassa is composed of three proteins, VE-1, VE-2, and LAE-1. Mutations in ve-1 or ve-2, but not in lae-1, led to shorter heights of aerial tissue, a mixture of aerial hyphae and developing macroconidia, and increased microconidiation when they were combined with mutations in the transcription factor gene fl. VE-2 and LAE-1 were detected during vegetative growth and conidiation, unlike VE-1, which was mostly observed in samples obtained from submerged vegetative hyphae. We propose that VE-1 is the limiting component of the velvet complex during conidiation and has a major role in the transcriptional regulation of conidiation. Characterization of the role of VE-1 during mycelial growth and asexual development (conidiation) by transcriptome sequencing (RNA-seq) experiments allowed the identification of a set of genes regulated by VE-1 that participate in the regulation of conidiation, most notably the transcription factor genes vib-1 and fl. We propose that VE-1 and VE-2 regulate the development of aerial tissue and the balance between macro- and microconidiation in coordination with FL and VIB-1. IMPORTANCE Most fungi disperse in nature and infect new hosts by producing vegetative spores or conidia during asexual development. This is a process that is regulated by environmental signals like light and the availability of nutrients. A protein complex, the velvet complex, participates in the integration of environmental signals to regulate conidiation. We have found that a key component of this complex in the fungus Neurospora crassa, VE-1, has a major role in the regulation of transcription during conidiation. VE-1 regulates a large number of genes, including the genes for the transcription factors FL and VIB-1. Our results will help to understand how environmental signals are integrated in the fungal cell to regulate development.","['RNA-seq', 'conidiation', 'light', 'transcriptional regulation', 'velvet complex']",mBio,Spain,2022 Aug 30
37093794,The structure of prevacuolar compartments in Neurospora crassa as observed with super-resolution microscopy.,"The hyphal tips of Neurospora crassa have prevacuolar compartments (PVCs) of unusual size and shape. They appear to function as late endosomes/multivesicular bodies. PVCs are highly variable in size (1-3 microns) and exhibit rapid changes in structure. When visualized with tagged integral membrane proteins of the vacuole the PVCs appear as ring or horseshoe-shaped structures. Some soluble molecules that fill the lumen of mature spherical vacuoles do not appear in the lumen of the PVC but are seen in the ring or horseshoe-shaped structures. By using super-resolution microscopy I have achieved a better understanding of the structure of the PVCs. The PVC appears to form a pouch with an open end. The walls of the pouch are composed of small vesicles or tubules, approximately 250 nm in diameter. The shape of the PVC can change in a few seconds, caused by the apparent movement of the vesicles/tubules. In approximately 85% of the PVCs dynein and dynactin were observed as poorly defined lumps inside the pouch-shaped PVCs. Within the PVCs they were not attached to microtubules nor did they appear to be in direct contact with the vesicles and tubules that formed the PVCs. In the future, the structure and relatively large size of the Neurospora PVC may allow us to visualize protein-sorting events that occur in the formation of vacuoles.",?,PloS one,United States of America,2023
27172195,Histone H1 Limits DNA Methylation in Neurospora crassa.,"Histone H1 variants, known as linker histones, are essential chromatin components in higher eukaryotes, yet compared to the core histones relatively little is known about their in vivo functions. The filamentous fungus Neurospora crassa encodes a single H1 protein that is not essential for viability. To investigate the role of N. crassa H1, we constructed a functional FLAG-tagged H1 fusion protein and performed genomic and molecular analyses. Cell fractionation experiments showed that H1-3XFLAG is a chromatin binding protein. Chromatin-immunoprecipitation combined with sequencing (ChIP-seq) revealed that H1-3XFLAG is globally enriched throughout the genome with a subtle preference for promoters of expressed genes. In mammals, the stoichiometry of H1 impacts nucleosome repeat length. To determine if H1 impacts nucleosome occupancy or nucleosome positioning in N. crassa, we performed micrococcal nuclease digestion in the wild-type and the [Formula: see text]hH1 strain followed by sequencing (MNase-seq). Deletion of hH1 did not significantly impact nucleosome positioning or nucleosome occupancy. Analysis of DNA methylation by whole-genome bisulfite sequencing (MethylC-seq) revealed a modest but global increase in DNA methylation in the [Formula: see text]hH1 mutant. Together, these data suggest that H1 acts as a nonspecific chromatin binding protein that can limit accessibility of the DNA methylation machinery in N. crassa.","['DNA methylation', 'chromatin', 'histone H1', 'nucleosome positioning']","G3 (Bethesda, Md.)",Georgia 30602,2016 Jul 7
25740135,Via media.,?,?,Journal of biosciences,Hyderabad 500 001,2015 Mar
23687116,"Neurospora crassa NKIN2, a kinesin-3 motor, transports early endosomes and is required for polarized growth.","Biological motors are molecular nanomachines, which convert chemical energy into mechanical forces. The combination of mechanoenzymes with structural components, such as the cytoskeleton, enables eukaryotic cells to overcome entropy, generate molecular gradients, and establish polarity. Hyphae of filamentous fungi are among the most polarized cells, and polarity defects are most obvious. Here, we studied the role of the kinesin-3 motor, NKIN2, in Neurospora crassa. We found that NKIN2 localizes as fast-moving spots in the cytoplasm of mature hyphae. To test whether the spots represented early endosomes, the Rab5 GTPase YPT52 was used as an endosomal marker. NKIN2 colocalized with YPT52. Deletion of nkin2 caused strongly reduced endosomal movement. Combined, these results confirm the involvement of NKIN2 in early endosome transport. Introduction of a rigor mutation into NKIN2 labeled with green fluorescent protein (GFP) resulted in decoration of microtubules. Interestingly, NKIN2(rigor) was associated with a subpopulation of microtubules, as had been shown earlier for the Aspergillus nidulans orthologue UncA. Other kinesins did not show this specificity.",?,Eukaryotic cell,Germany,2013 Jul
34385329,Recombination-independent recognition of DNA homology for meiotic silencing in Neurospora crassa.,"The pairing of homologous chromosomes represents a critical step of meiosis in nearly all sexually reproducing species. In many organisms, pairing involves chromosomes that remain apparently intact. The mechanistic nature of homology recognition at the basis of such pairing is unknown. Using ""meiotic silencing by unpaired DNA"" (MSUD) as a model process, we demonstrate the existence of a cardinally different approach to DNA homology recognition in meiosis. The main advantage of MSUD over other experimental systems lies in its ability to identify any relatively short DNA fragment lacking a homologous allelic partner. Here, we show that MSUD does not rely on the canonical mechanism of meiotic recombination, yet it is promoted by REC8, a conserved component of the meiotic cohesion complex. We also show that certain patterns of interspersed homology are recognized as pairable during MSUD. Such patterns need to be colinear and must contain short tracts of sequence identity spaced apart at 21 or 22 base pairs. By using these periodicity values as a guiding parameter in all-atom molecular modeling, we discover that homologous DNA molecules can pair by forming quadruplex-based contacts with an interval of 2.5 helical turns. This process requires right-handed plectonemic coiling and additional conformational changes in the intervening double-helical segments. Our results 1) reconcile genetic and biophysical evidence for the existence of direct homologous double-stranded DNA (dsDNA)-dsDNA pairing, 2) identify a role for this process in initiating RNA interference, and 3) suggest that chromosomes can be cross-matched by a precise mechanism that operates on intact dsDNA molecules.","['DNA', 'MSUD', 'Neurospora', 'homology recognition', 'meiosis']",Proceedings of the National Academy of Sciences of the United States of America,IL 61761,2021 Aug 17
25361899,A novel cryptochrome-dependent oscillator in Neurospora crassa.,"Several lines of evidence suggest that the circadian clock is constructed of multiple molecular feedback oscillators that function to generate robust rhythms in organisms. However, while core oscillator mechanisms driving specific behaviors are well described in several model systems, the nature of other potential circadian oscillators is not understood. Using genetic approaches in the fungus Neurospora crassa, we uncovered an oscillator mechanism that drives rhythmic spore development in the absence of the well-characterized FRQ/WCC oscillator (FWO) and in constant light, conditions under which the FWO is not functional. While this novel oscillator does not require the FWO for activity, it does require the blue-light photoreceptor CRYPTOCHROME (CRY); thus, we call it the CRY-dependent oscillator (CDO). The CDO was uncovered in a strain carrying a mutation in cog-1 (cry-dependent oscillator gate-1), has a period of  approximately 1 day in constant light, and is temperature-compensated. In addition, cog-1 cells lacking the circadian blue-light photoreceptor WC-1 respond to blue light, suggesting that alternate light inputs function in cog-1 mutant cells. We show that the blue-light photoreceptors VIVID and CRY compensate for each other and for WC-1 in CRY-dependent oscillator light responses, but that WC-1 is necessary for circadian light entrainment.","['FRQ-WCC oscillator', 'FRQ-less oscillator', 'circadian clock', 'cryptochrome', 'oscillator']",Genetics,Texas 77843,2015 Jan
24371176,"Neurospora crassa ncs-1, mid-1 and nca-2 double-mutant phenotypes suggest diverse interaction among three Ca(2+)-regulating gene products.",?,?,Journal of genetics,India. ranjantamuli@iitg.ernet.in,2013 Dec
25302868,"Mechanism of the Neurospora circadian clock, a FREQUENCY-centric view.","Circadian clocks are self-sustaining timekeepers found in almost all organisms on earth. The filamentous fungus Neurospora crassa is a preeminent model for eukaryotic circadian clocks. Investigations of the Neurospora circadian clock system have led to elucidation of circadian clock regulatory mechanisms that are common to all eukaryotes. In this work, we will focus on the Neurospora circadian oscillator mechanism with an emphasis on the regulation of the core clock component FREQUENCY.",?,Biochemistry,United States,2015 Jan 20
29050553,Natural Variation of the Circadian Clock in Neurospora.,"Most living organisms on earth experience daily and expected changes from the rotation of the earth. For an organism, the ability to predict and prepare for incoming stresses or resources is a very important skill for survival. This cellular process of measuring daily time of the day is collectively called the circadian clock. Because of its fundamental role in survival in nature, there is a great interest in studying the natural variation of the circadian clock. However, characterizing the genetic and molecular mechanisms underlying natural variation of circadian clocks remains a challenging task. In this chapter, we will summarize the progress in studying natural variation of the circadian clock in the successful eukaryotic model Neurospora, which led to discovering many design principles of the molecular mechanisms of the eukaryotic circadian clock. Despite the success of the system in revealing the molecular mechanisms of the circadian clock, Neurospora has not been utilized to extensively study natural variation. We will review the challenges that hindered the natural variation studies in Neurospora, and how they were overcome. We will also review the advantages of Neurospora for natural variation studies. Since Neurospora is the model fungal species for circadian study, it represents over 5 million species of fungi on earth. These fungi play important roles in ecosystems on earth, and as such Neurospora could serve as an important model for understanding the ecological role of natural variation in fungal circadian clocks.","['Adaptation', 'Circadian clocks', 'Ecotypes', 'Natural variation', 'Neurospora']",Advances in genetics,United States,2017
30654952,Characterization of the Neurospora crassa DHN melanin biosynthetic pathway in developing ascospores and peridium cells.,"Neurospora crassa contains all four enzymes for the synthesis of DHN (dihydroxynaphthalene), the substrate for melanin formation. We show that the DHN melanin pathway functions during N. crassa female development to generate melanized peridium and ascospore cell walls. N. crassa contains one polyketide synthase (PER-1), two polyketide hydrolases (PKH-1 and PKH-2), two THN (tetrahydroxynaphthalene) reductases (PKR-1 and PKR-2), and one scytalone dehydratase (SCY-1). We show that the PER-1, PKH-1, PKR-1 and SCY-1 are required for ascospoer melanization. We also identified the laccase that functions in the conversion of DHN into melanin via a free radical oxidative polymerization reaction, and have named the gene lacm-1 (laccase for melanin formation-1). In maturing perithecia, we show that LACM-1 is localized to the peridium cell wall space while the DHN pathway enzymes are localized to intracellular vesicles. We present a model for melanin formation in which melanin is formed within the cell wall space and the cell wall structure is similar to ""reinforced concrete"" with the cell wall glucan, chitin, and glycoproteins encased within the melanin polymer. This arrangement provides for a very strong and resilient cell wall and protects the glucan/chitin/glycoprotein matrix from digestion from enzymes and damage from free radicals.","['Ascomycete', 'Cell wall', 'Fungal melanin', 'Melanin']",Fungal biology,USA,2019 Jan
28429154,Developing elite Neurospora crassa strains for cellulosic ethanol production using fungal breeding.,"The demand for renewable and sustainable energy has generated considerable interest in the conversion of cellulosic biomass into liquid fuels such as ethanol using a filamentous fungus. While attempts have been made to study cellulose metabolism through the use of knock-out mutants, there have been no systematic effort to characterize natural variation for cellulose metabolism in ecotypes adapted to different habitats. Here, we characterized natural variation in saccharification of cellulose and fermentation in 73 ecotypes and 89 laboratory strains of the model fungus Neurospora crassa. We observed significant variation in both traits among natural and laboratory generated populations, with some elite strains performing better than the reference strain. In the F1 population N345, 15% of the population outperformed both parents with the top performing strain having 10% improvement in ethanol production. These results suggest that natural alleles can be exploited through fungal breeding for developing elite industrial strains for bioethanol production.","['Cellulase', 'Cellulosic ethanol', 'Fungal breeding', 'Natural variation', 'Strain improvement']",Journal of industrial microbiology & biotechnology,USA,2017 Aug
32357961,A Light-Inducible Strain for Genome-Wide Histone Turnover Profiling in Neurospora crassa.,"In chromatin, nucleosomes are composed of  approximately 146 bp of DNA wrapped around a histone octamer, and are highly dynamic structures subject to remodeling and exchange. Histone turnover has previously been implicated in various processes including the regulation of chromatin accessibility, segregation of chromatin domains, and dilution of histone marks. Histones in different chromatin environments may turnover at different rates, possibly with functional consequences. Neurospora crassa sports a chromatin environment that is more similar to that of higher eukaryotes than yeasts, which have been utilized in the past to explore histone exchange. We constructed a simple light-inducible system to profile histone exchange in N. crassa on a 3xFLAG-tagged histone H3 under the control of the rapidly inducible vvd promoter. After induction with blue light, incorporation of tagged H3 into chromatin occurred within 20 min. Previous studies of histone turnover involved considerably longer incubation periods and relied on a potentially disruptive change of medium for induction. We used this reporter to explore replication-independent histone turnover at genes and examine changes in histone turnover at heterochromatin domains in different heterochromatin mutant strains. In euchromatin, H3-3xFLAG patterns were almost indistinguishable from that observed in wild-type in all mutant backgrounds tested, suggesting that loss of heterochromatin machinery has little effect on histone turnover in euchromatin. However, turnover at heterochromatin domains increased with loss of trimethylation of lysine 9 of histone H3 or HP1, but did not depend on DNA methylation. Our reporter strain provides a simple yet powerful tool to assess histone exchange across multiple chromatin contexts.","['Neurospora crassa heterochromatin', 'chromatin profiling', 'histone exchange', 'light induction']",Genetics,Oregon 97403,2020 Jul
