GeneID,Gene_symbol
Mycth_2096434,GUA1
Mycth_2096529,RRP3
Mycth_2096678,
Mycth_2096690,
Mycth_2096708,
Mycth_2097168,ALD5
Mycth_2097277,
Mycth_2097429,NFU1
Mycth_2097501,ACS2
Mycth_2097570,HSP60
Mycth_2097686,RAV1
Mycth_2097778,
Mycth_2097810,YPD1
Mycth_2105956,
Mycth_2106095,
Mycth_2106114,
Mycth_2106248,MNN9
Mycth_2106260,MDL1
Mycth_2106347,YMR221C
Mycth_2106437,ADE2
Mycth_2106471,
Mycth_2106506,
Mycth_2106567,
Mycth_2106573,
Mycth_2106582,
Mycth_2106616,
Mycth_2106642,
Mycth_2106715,
Mycth_2106723,
Mycth_2106732,
Mycth_2106779,
Mycth_2106818,
Mycth_2106821,TFB3
Mycth_2106971,REX2
Mycth_2107070,
Mycth_2107078,
Mycth_2107102,RPS15
Mycth_2107104,YNL134C
Mycth_2107129,
Mycth_2107169,
Mycth_2107175,
Mycth_2107194,
Mycth_2107239,
Mycth_2107271,
Mycth_2107294,
Mycth_2107298,
Mycth_2107377,
Mycth_2107379,
Mycth_2107416,
Mycth_2107516,
Mycth_2107611,
Mycth_2107631,
Mycth_2107654,
Mycth_2107761,
Mycth_2107812,MPE1
Mycth_2107828,
Mycth_2107928,
Mycth_2107938,PEX7
Mycth_2107968,
Mycth_2107979,
Mycth_2108128,
Mycth_2108150,
Mycth_2108166,
Mycth_2108176,
Mycth_2108207,
Mycth_2108297,
Mycth_2108373,
Mycth_2108406,
Mycth_2108417,
Mycth_2108494,
Mycth_2108524,
Mycth_2108584,
Mycth_2108644,
Mycth_2108695,
Mycth_2108717,
Mycth_2108831,
Mycth_2108940,
Mycth_2109000,
Mycth_2109027,HOL1
Mycth_2109081,
Mycth_2109123,
Mycth_2109142,
Mycth_2109153,ELM1
Mycth_2109166,
Mycth_2109169,
Mycth_2109170,
Mycth_2109230,
Mycth_2109239,
Mycth_2109422,
Mycth_2109468,
Mycth_2109594,
Mycth_2109614,
Mycth_2109689,
Mycth_2109705,
Mycth_2109793,SNF8
Mycth_2109943,
Mycth_2109950,
Mycth_2109970,PRO3
Mycth_2110132,
Mycth_2110233,
Mycth_2110320,
Mycth_2110369,
Mycth_2110542,
Mycth_2110543,
Mycth_2110559,
Mycth_2110569,
Mycth_2110630,
Mycth_2110635,
Mycth_2110651,YNL134C
Mycth_2110653,
Mycth_2110669,
Mycth_2110682,
Mycth_2110715,
Mycth_2110729,
Mycth_2110731,
Mycth_2110752,OPT2
Mycth_2110837,CMD1
Mycth_2110839,
Mycth_2110896,
Mycth_2110911,
Mycth_2110936,
Mycth_2110987,
Mycth_2111026,
Mycth_2111053,
Mycth_2111103,
Mycth_2111125,
Mycth_2111167,UBC8
Mycth_2111197,
Mycth_2111202,
Mycth_2111272,CCP1
Mycth_2111282,GIT1
Mycth_2111310,
Mycth_2111332,
Mycth_2111340,
Mycth_2111341,
Mycth_2111394,
Mycth_2111445,
Mycth_2111512,
Mycth_2111519,PZF1
Mycth_2111528,GUF1
Mycth_2111533,
Mycth_2111553,
Mycth_2111556,
Mycth_2111617,
Mycth_2111641,
Mycth_2111646,
Mycth_2111679,
Mycth_2111801,
Mycth_2111803,
Mycth_2111820,
Mycth_2111826,
Mycth_2111918,
Mycth_2112012,
Mycth_2112063,
Mycth_2112071,
Mycth_2112081,
Mycth_2112126,
Mycth_2112160,YDR506C
Mycth_2112164,
Mycth_2112181,URA7
Mycth_2112226,
Mycth_2112358,
Mycth_2112409,
Mycth_2112425,
Mycth_2112431,
Mycth_2112434,YOR246C
Mycth_2112463,
Mycth_2112475,
Mycth_2112484,
Mycth_2112496,
Mycth_2112504,
Mycth_2112541,
Mycth_2112630,
Mycth_2112674,
Mycth_2112679,
Mycth_2112701,
Mycth_2112712,XBP1
Mycth_2112717,
Mycth_2112769,
Mycth_2112775,
Mycth_2112795,
Mycth_2112801,CAT2
Mycth_2112885,
Mycth_2112920,
Mycth_2112936,
Mycth_2112941,
Mycth_2112958,
Mycth_2112984,
Mycth_2112989,
Mycth_2112991,BCS1
Mycth_2113028,
Mycth_2113078,
Mycth_2113081,
Mycth_2113082,KIN1
Mycth_2113155,
Mycth_2113181,SNQ2
Mycth_2113191,
Mycth_2113210,
Mycth_2113259,
Mycth_2113329,
Mycth_2113341,
Mycth_2113353,
Mycth_2113362,
Mycth_2113368,
Mycth_2113390,
Mycth_2113417,
Mycth_2113426,
Mycth_2113446,PET8
Mycth_2113448,
Mycth_2113540,YPR089W
Mycth_2113541,DAL2
Mycth_2113569,
Mycth_2113722,
Mycth_2113755,
Mycth_2113862,
Mycth_2113877,
Mycth_2113928,
Mycth_2113962,
Mycth_2113974,
Mycth_2113977,
Mycth_2113983,
Mycth_2113991,
Mycth_2114022,
Mycth_2114023,
Mycth_2114025,
Mycth_2114100,YMR226C
Mycth_2114188,
Mycth_2114377,
Mycth_2114395,BMH1
Mycth_2114422,YJR085C
Mycth_2114467,
Mycth_2114542,
Mycth_2114599,
Mycth_2114610,
Mycth_2114617,
Mycth_2114650,MSH4
Mycth_2114682,
Mycth_2114693,PAM17
Mycth_2114710,FMP32
Mycth_2114843,BRR2
Mycth_2114926,MST1
Mycth_2114944,
Mycth_2115071,
Mycth_2115074,LSM6
Mycth_2115094,
Mycth_2115123,YER163C
Mycth_2115286,
Mycth_2115324,
Mycth_2115336,QDR1
Mycth_2115339,NAM7
Mycth_2115340,SPT8
Mycth_2115401,YMR310C
Mycth_2115405,YBR287W
Mycth_2115420,
Mycth_2115472,
Mycth_2115531,RRP40
Mycth_2115670,HER2
Mycth_2115734,
Mycth_2115740,ROX1
Mycth_2115815,
Mycth_2115818,
Mycth_2115844,
Mycth_2115868,POP5
Mycth_2115983,ZRC1
Mycth_2116000,
Mycth_2116084,
Mycth_2116126,
Mycth_2116212,
Mycth_2116256,IZH2
Mycth_2116312,RHO2
Mycth_2116318,AZR1
Mycth_2116377,
Mycth_2116379,
Mycth_2116402,HFM1
Mycth_2116408,
Mycth_2116433,
Mycth_2116436,
Mycth_2116457,
Mycth_2116458,MPH3
Mycth_2116523,
Mycth_2116566,
Mycth_2116588,
Mycth_2116644,
Mycth_2116681,PXL1
Mycth_2116689,TFB5
Mycth_2116710,
Mycth_2116734,ECM22
Mycth_2116851,
Mycth_2116909,
Mycth_2116929,GEP4
Mycth_2116960,
Mycth_2116990,
Mycth_2117048,DUR3
Mycth_2117072,RIB2
Mycth_2117078,
Mycth_2117187,VBA2
Mycth_2117190,GTR1
Mycth_2117192,OXA1
Mycth_2117239,CDC5
Mycth_2117287,
Mycth_2117465,GRX5
Mycth_2117572,
Mycth_2117668,
Mycth_2117720,GIN4
Mycth_2117721,SPT3
Mycth_2117728,DCG1
Mycth_2117751,
Mycth_2117759,DIT2
Mycth_2117807,
Mycth_2117839,DOM34
Mycth_2117854,RAD16
Mycth_2117863,
Mycth_2117900,CCS1
Mycth_2117942,
Mycth_2117988,ESP1
Mycth_2118002,VBA5
Mycth_2118030,
Mycth_2118116,YKU80
Mycth_2118124,DCW1
Mycth_2118236,TPO1
Mycth_2118258,
Mycth_2118259,
Mycth_2118264,
Mycth_2118274,
Mycth_2118284,
Mycth_2118373,
Mycth_2118447,
Mycth_2118512,GLE2
Mycth_2118584,
Mycth_2118610,DRS1
Mycth_2118654,TPO3
Mycth_2118655,ERG11
Mycth_2118656,
Mycth_2118664,TPO2
Mycth_2118668,
Mycth_2118714,
Mycth_2118744,PEP4
Mycth_2118751,ARI1
Mycth_2118764,
Mycth_2118765,
Mycth_2118778,
Mycth_2118780,
Mycth_2118798,UPC2
Mycth_2118800,
Mycth_2118844,THI73
Mycth_2118845,
Mycth_2118950,
Mycth_2119011,YIL108W
Mycth_2119021,
Mycth_2119125,
Mycth_2119140,TID3
Mycth_2119212,
Mycth_2119272,
Mycth_2119294,DNA2
Mycth_2119394,
Mycth_2119403,BPL1
Mycth_2119434,
Mycth_2119441,
Mycth_2119446,
Mycth_2119478,
Mycth_2119528,
Mycth_2119589,
Mycth_2119593,
Mycth_2119594,IST2
Mycth_2119667,
Mycth_2119688,
Mycth_2119714,SMX2
Mycth_2119719,
Mycth_2119721,
Mycth_2119730,
Mycth_2119779,BIO2
Mycth_2119794,
Mycth_2119798,HAL5
Mycth_2119814,
Mycth_2119829,
Mycth_2119852,
Mycth_2119855,
Mycth_2119902,
Mycth_2119925,
Mycth_2119965,
Mycth_2120042,GRC3
Mycth_2120116,
Mycth_2120123,
Mycth_2120158,
Mycth_2120170,YPL150W
Mycth_2120237,
Mycth_2120346,
Mycth_2120425,
Mycth_2120439,
Mycth_2120441,
Mycth_2120482,
Mycth_2120489,
Mycth_2120491,VBA5
Mycth_2120498,
Mycth_2120499,
Mycth_2120504,ERG5
Mycth_2120525,
Mycth_2120747,
Mycth_2120748,
Mycth_2120753,ERG5
Mycth_2120773,
Mycth_2120781,
Mycth_2120853,ERG28
Mycth_2120854,GAL7
Mycth_2120908,
Mycth_2120909,
Mycth_2120910,
Mycth_2120970,
Mycth_2120988,ERG11
Mycth_2121009,
Mycth_2121074,
Mycth_2121095,GUK1
Mycth_2121130,PEP4
Mycth_2121166,
Mycth_2121175,
Mycth_2121249,MRPS28
Mycth_2121306,
Mycth_2121324,AIM9
Mycth_2121336,
Mycth_2121350,
Mycth_2121442,
Mycth_2121454,BCK1
Mycth_2121463,
Mycth_2121561,UFD1
Mycth_2121672,
Mycth_2121685,ECM9
Mycth_2121696,
Mycth_2121737,
Mycth_2121768,
Mycth_2121801,
Mycth_2121898,
Mycth_2121938,
Mycth_2121946,
Mycth_2121955,TIM10
Mycth_2122013,
Mycth_2122038,
Mycth_2122065,
Mycth_2122073,RPL20B
Mycth_2122076,
Mycth_2122102,
Mycth_2122104,
Mycth_2122106,
Mycth_2122159,TRR1
Mycth_2122175,
Mycth_2122196,
Mycth_2122199,
Mycth_2122204,
Mycth_2122256,EMP24
Mycth_2122366,
Mycth_2122496,GPI19
Mycth_2122524,
Mycth_2122535,
Mycth_2122542,
Mycth_2122561,
Mycth_2122575,
Mycth_2122605,BAT1
Mycth_2122609,
Mycth_2122612,
Mycth_2122615,
Mycth_2122625,
Mycth_2122631,
Mycth_2122637,
Mycth_2122648,
Mycth_2122680,
Mycth_2122687,
Mycth_2122693,
Mycth_2122709,
Mycth_2122713,
Mycth_2122766,ATG26
Mycth_2122809,
Mycth_2122835,
Mycth_2122870,
Mycth_2122970,
Mycth_2123045,
Mycth_2123079,MET14
Mycth_2123119,
Mycth_2123181,
Mycth_2123212,
Mycth_2123216,
Mycth_2123217,
Mycth_2123230,RPB7
Mycth_2123265,
Mycth_2123273,
Mycth_2123297,
Mycth_2123303,
Mycth_2123311,
Mycth_2123347,
Mycth_2123382,
Mycth_2123392,
Mycth_2123395,
Mycth_2123398,
Mycth_2123414,
Mycth_2123451,
Mycth_2123458,
Mycth_2123495,
Mycth_2123512,YLR456W
Mycth_2123530,
Mycth_2123570,
Mycth_2123653,
Mycth_2123684,BPH1
Mycth_2123711,
Mycth_2123876,FLC2
Mycth_2123911,
Mycth_2123928,
Mycth_2123955,
Mycth_2123970,
Mycth_2124049,TVP15
Mycth_2124085,
Mycth_2124094,
Mycth_2124155,
Mycth_2124177,RFA2
Mycth_2124179,
Mycth_2124216,
Mycth_2124220,
Mycth_2124224,
Mycth_2124283,
Mycth_2124399,BGL2
Mycth_2124418,
Mycth_2124443,
Mycth_2124479,
Mycth_2124482,
Mycth_2124493,
Mycth_2124505,
Mycth_2124533,
Mycth_2124537,
Mycth_2124607,
Mycth_2124653,
Mycth_2124673,
Mycth_2124691,
Mycth_2124694,
Mycth_2124700,
Mycth_2124711,
Mycth_2124737,
Mycth_2124742,
Mycth_2124743,
Mycth_2124750,
Mycth_2124828,YNL024C
Mycth_2124857,
Mycth_2124880,
Mycth_2124896,
Mycth_2124903,
Mycth_2124936,
Mycth_2124937,
Mycth_2124971,
Mycth_2124981,
Mycth_2124996,GSH1
Mycth_2125016,
Mycth_2125036,
Mycth_2125110,
Mycth_2125134,
Mycth_2125144,
Mycth_2125169,
Mycth_2125192,
Mycth_2125197,
Mycth_2125234,
Mycth_2125251,
Mycth_2125279,
Mycth_2125321,
Mycth_2125404,PMP3
Mycth_2125469,
Mycth_2125509,
Mycth_2125560,PSD2
Mycth_2125565,
Mycth_2125573,
Mycth_2125577,
Mycth_2125585,
Mycth_2125592,
Mycth_2125728,
Mycth_2125822,
Mycth_2125843,
Mycth_2125853,IRC20
Mycth_2125854,IRC20
Mycth_2125911,FMO1
Mycth_2125938,
Mycth_2125944,
Mycth_2125965,
Mycth_2125988,
Mycth_2126094,
Mycth_2126111,BTS1
Mycth_2126152,DUG1
Mycth_2126239,
Mycth_2126246,
Mycth_2126285,
Mycth_2126287,
Mycth_2126295,DLD1
Mycth_2126322,
Mycth_2126499,
Mycth_2126511,
Mycth_2126533,
Mycth_2126562,MNP1
Mycth_2126564,YTA7
Mycth_2126592,
Mycth_2126595,
Mycth_2126672,
Mycth_2126704,
Mycth_2126733,
Mycth_2126754,PRP18
Mycth_2126809,
Mycth_2126860,
Mycth_2126876,
Mycth_2126894,
Mycth_2126919,
Mycth_2126943,
Mycth_2126948,
Mycth_2126987,
Mycth_2126992,
Mycth_2127031,
Mycth_2127034,ESBP6
Mycth_2127135,YLR065C
Mycth_2127139,MRPL31
Mycth_2127147,
Mycth_2127191,
Mycth_2127197,
Mycth_2127263,
Mycth_2127280,
Mycth_2127287,
Mycth_2127338,
Mycth_2127358,
Mycth_2127362,
Mycth_2127404,
Mycth_2127410,SPS19
Mycth_2127454,
Mycth_2127456,GAL2
Mycth_2127482,ARC18
Mycth_2127519,SNF3
Mycth_2127524,
Mycth_2127554,
Mycth_2127585,
Mycth_2127657,
Mycth_2127665,
Mycth_2127673,
Mycth_2127683,
Mycth_2127689,
Mycth_2127750,
Mycth_2127753,
Mycth_2127797,
Mycth_2127818,
Mycth_2127855,MXR2
Mycth_2127928,
Mycth_2127963,ICP55
Mycth_2127975,
Mycth_2128009,
Mycth_2128027,
Mycth_2128242,
Mycth_2128270,
Mycth_2128358,
Mycth_2128361,
Mycth_2128368,
Mycth_2128378,
Mycth_2128383,
Mycth_2128390,
Mycth_2128401,YPR098C
Mycth_2128417,
Mycth_2128477,
Mycth_2128478,
Mycth_2128489,
Mycth_2128494,
Mycth_2128527,
Mycth_2128529,
Mycth_2128538,
Mycth_2128552,
Mycth_2128565,
Mycth_2128593,
Mycth_2128594,
Mycth_2128605,
Mycth_2128625,
Mycth_2128634,
Mycth_2128639,
Mycth_2128640,
Mycth_2128653,
Mycth_2128656,
Mycth_2128658,
Mycth_2128682,
Mycth_2128713,
Mycth_2128726,
Mycth_2128762,
Mycth_2128775,
Mycth_2128790,
Mycth_2128843,
Mycth_2128856,
Mycth_2128866,
Mycth_2128874,
Mycth_2128884,
Mycth_2128965,DIC1
Mycth_2128968,TNA1
Mycth_2128969,
Mycth_2128976,
Mycth_2129017,
Mycth_2129052,
Mycth_2129148,
Mycth_2129150,
Mycth_2129154,
Mycth_2129155,
Mycth_2129170,
Mycth_2129201,
Mycth_2129202,
Mycth_2129215,VBA2
Mycth_2129342,
Mycth_2129362,DIT2
Mycth_2129368,
Mycth_2129372,ROX1
Mycth_2129393,
Mycth_2129400,
Mycth_2129404,
Mycth_2129407,
Mycth_2129411,
Mycth_2129417,
Mycth_2129459,
Mycth_2129465,
Mycth_2129497,
Mycth_2129511,
Mycth_2129515,
Mycth_2129532,
Mycth_2129548,MAL11
Mycth_2129554,
Mycth_2129566,
Mycth_2129567,
Mycth_2129615,
Mycth_2129660,
Mycth_2129702,
Mycth_2129707,
Mycth_2129714,
Mycth_2129720,
Mycth_2129775,
Mycth_2129781,
Mycth_2129788,
Mycth_2129802,
Mycth_2129842,
Mycth_2129843,
Mycth_2129884,
Mycth_2129891,
Mycth_2129970,
Mycth_2129999,
Mycth_2130022,
Mycth_2130079,
Mycth_2130105,
Mycth_2130123,
Mycth_2130127,
Mycth_2130131,
Mycth_2130132,
Mycth_2130133,YIL151C
Mycth_2130134,ATM1
Mycth_2130137,
Mycth_2130140,
Mycth_2130157,
Mycth_2130158,
Mycth_2130162,
Mycth_2130164,
Mycth_2130172,
Mycth_2130178,
Mycth_2130243,
Mycth_2130249,
Mycth_2130287,
Mycth_2130288,
Mycth_2130296,YIL082W-A
Mycth_2130327,
Mycth_2130345,
Mycth_2130352,
Mycth_2130377,
Mycth_2130409,
Mycth_2130416,
Mycth_2130467,
Mycth_2130496,
Mycth_2130506,
Mycth_2130517,
Mycth_2130550,
Mycth_2130591,
Mycth_2130620,
Mycth_2130669,
Mycth_2130688,
Mycth_2130701,
Mycth_2130717,
Mycth_2130730,
Mycth_2130777,
Mycth_2130787,COA1
Mycth_2130796,
Mycth_2130809,
Mycth_2130846,
Mycth_2130877,
Mycth_2130919,
Mycth_2130929,
Mycth_2130973,
Mycth_2130987,
Mycth_2131034,YFL034W
Mycth_2131097,
Mycth_2131203,
Mycth_2131210,
Mycth_2131220,
Mycth_2131229,
Mycth_2131244,
Mycth_2131264,
Mycth_2131293,
Mycth_2131308,
Mycth_2131320,
Mycth_2131445,BCS1
Mycth_2131574,
Mycth_2131761,VBA3
Mycth_2131791,
Mycth_2131805,
Mycth_2132093,
Mycth_2132220,
Mycth_2132225,
Mycth_2132318,YIF1
Mycth_2132417,TUP1
Mycth_2132441,MCM1
Mycth_2132459,DBP1
Mycth_2132486,TYW3
Mycth_2132560,SUA7
Mycth_2132573,
Mycth_2132657,IDH2
Mycth_2132689,YNR029C
Mycth_2132763,NOG1
Mycth_2132770,
Mycth_2132825,
Mycth_2132970,
Mycth_2133010,STE7
Mycth_2133056,ILV5
Mycth_2133058,SRY1
Mycth_2133103,
Mycth_2133149,YLR063W
Mycth_2133332,NRP1
Mycth_2133403,
Mycth_2133483,HSC82
Mycth_2133532,
Mycth_2133586,WRS1
Mycth_2133773,
Mycth_2133830,
Mycth_2133968,PRE6
Mycth_2133976,
Mycth_2134022,STE3
Mycth_2134135,
Mycth_2134157,MSE1
Mycth_2134282,
Mycth_2134354,YIL166C
Mycth_2134407,
Mycth_2134429,CDS1
Mycth_2134461,YSC84
Mycth_2134470,CWH43
Mycth_2134674,
Mycth_2134725,
Mycth_2134741,
Mycth_2134806,XPT1
Mycth_2134854,MSN2
Mycth_2134860,RTF1
Mycth_2134935,
Mycth_2135030,
Mycth_2135036,
Mycth_2135067,MRP4
Mycth_2135152,RRP14
Mycth_2135162,
Mycth_2135222,SYS1
Mycth_2135245,
Mycth_2135256,MRI1
Mycth_2135257,
Mycth_2135313,MRS3
Mycth_2135338,BUD20
Mycth_2135345,
Mycth_2135399,MCH5
Mycth_2135445,
Mycth_2135496,
Mycth_2135569,
Mycth_2135602,
Mycth_2135627,
Mycth_2135707,
Mycth_2135745,
Mycth_2135772,PRY2
Mycth_2135780,
Mycth_2135800,
Mycth_2135843,YDL086W
Mycth_2135849,
Mycth_2136046,
Mycth_2136117,PPM2
Mycth_2136202,
Mycth_2136257,
Mycth_2136301,DUN1
Mycth_2136371,FAP1
Mycth_2136549,
Mycth_2136659,PUP1
Mycth_2136712,RCK2
Mycth_2136757,
Mycth_2136821,MTM1
Mycth_2136823,
Mycth_2136876,
Mycth_2136940,MCR1
Mycth_2136960,
Mycth_2137000,CYB2
Mycth_2137079,ATP10
Mycth_2137175,LSM2
Mycth_2137239,
Mycth_2137349,CTI6
Mycth_2137429,
Mycth_2137468,ISN1
Mycth_2137771,PNO1
Mycth_2137812,POP4
Mycth_2137832,
Mycth_2137894,
Mycth_2138041,BCY1
Mycth_2138347,
Mycth_2138386,
Mycth_2138495,
Mycth_2138498,AIM17
Mycth_2138515,SEC59
Mycth_2138690,
Mycth_2138765,
Mycth_2138805,
Mycth_2138808,TSC11
Mycth_2138853,YJL068C
Mycth_2138861,SIZ1
Mycth_2138875,
Mycth_2138881,XYL2
Mycth_2138933,RPO26
Mycth_2138951,
Mycth_2138963,HUT1
Mycth_2138981,PLC1
Mycth_2139043,
Mycth_2139057,YLR290C
Mycth_2139072,
Mycth_2139199,
Mycth_2139227,BET5
Mycth_2139278,PKH1
Mycth_2139328,
Mycth_2139409,
Mycth_2139484,MON2
Mycth_2139555,
Mycth_2139585,MNS1
Mycth_2139749,
Mycth_2139768,
Mycth_2139914,BCY1
Mycth_2139925,
Mycth_2139973,DIT2
Mycth_2139989,POL2
Mycth_2140156,
Mycth_2140301,
Mycth_2140323,
Mycth_2140326,
Mycth_2140421,YSC84
Mycth_2140435,HXK2
Mycth_2140504,
Mycth_2140529,YOR292C
Mycth_2140530,SYM1
Mycth_2140533,
Mycth_2140577,CAK1
Mycth_2140615,
Mycth_2140707,
Mycth_2140820,ALD5
Mycth_2140896,YPT31
Mycth_2140924,HSH49
Mycth_2141012,YDL124W
Mycth_2141041,
Mycth_2141069,
Mycth_2141082,FAA2
Mycth_2141088,YDR109C
Mycth_2141262,DLD1
Mycth_2141282,
Mycth_2141297,OSH7
Mycth_2141429,ADE17
Mycth_2141471,
Mycth_2141486,GSP2
Mycth_2141489,RRN3
Mycth_2141513,
Mycth_2141524,AGE1
Mycth_2141608,PRM10
Mycth_2141635,UBX5
Mycth_2141686,STR2
Mycth_2141696,
Mycth_2141906,DPP1
Mycth_2141997,
Mycth_2142074,ECM2
Mycth_2142129,SRB4
Mycth_2142157,
Mycth_2142160,
Mycth_2142209,UBC13
Mycth_2142220,MIC17
Mycth_2142250,
Mycth_2142488,PFY1
Mycth_2142599,
Mycth_2142698,
Mycth_2142789,
Mycth_2142826,IMP3
Mycth_2142854,PGC1
Mycth_2142867,IRR1
Mycth_2142918,PFA3
Mycth_2142956,PGA2
Mycth_2142974,
Mycth_2143160,
Mycth_2143210,
Mycth_2143238,CYC2
Mycth_2143293,RAI1
Mycth_2143314,
Mycth_2143420,YGL039W
Mycth_2143478,
Mycth_2143673,
Mycth_2143695,UTR4
Mycth_2143764,
Mycth_2144007,AIM2
Mycth_2144232,
Mycth_2144279,SKM1
Mycth_2144292,
Mycth_2144295,
Mycth_2144297,HMS1
Mycth_2144392,
Mycth_2144570,
Mycth_2144606,CDC24
Mycth_2144658,
Mycth_2144720,
Mycth_2144787,
Mycth_2144795,
Mycth_2144800,RPN3
Mycth_2144803,
Mycth_2144983,
Mycth_2144990,ENA2
Mycth_2145046,URK1
Mycth_2145069,RAS1
Mycth_2145354,
Mycth_2145409,QCR2
Mycth_2145425,SCS7
Mycth_2145431,RVB1
Mycth_2145454,
Mycth_2145474,TSC13
Mycth_2145572,
Mycth_2145592,RPS8B
Mycth_2145735,
Mycth_2145809,
Mycth_2293935,
Mycth_2293936,
Mycth_2293939,
Mycth_2293942,
Mycth_2293944,REX3
Mycth_2293947,IRC24
Mycth_2293949,YPT32
Mycth_2293953,SOR1
Mycth_2293954,MET7
Mycth_2293957,FCJ1
Mycth_2293959,VPS21
Mycth_2293961,SAC1
Mycth_2293962,
Mycth_2293963,
Mycth_2293965,KIP1
Mycth_2293966,
Mycth_2293968,
Mycth_2293969,NOP7
Mycth_2293970,GAB1
Mycth_2293973,
Mycth_2293977,
Mycth_2293982,ISM1
Mycth_2293986,
Mycth_2293995,YGR266W
Mycth_2293998,KEX2
Mycth_2293999,SNX4
Mycth_2294001,YLH47
Mycth_2294003,ADK2
Mycth_2294005,
Mycth_2294006,
Mycth_2294008,NSR1
Mycth_2294022,
Mycth_2294026,
Mycth_2294033,
Mycth_2294035,
Mycth_2294036,
Mycth_2294037,GWT1
Mycth_2294039,KIN4
Mycth_2294048,RMD5
Mycth_2294051,STB2
Mycth_2294054,KRS1
Mycth_2294062,
Mycth_2294065,SLN1
Mycth_2294067,
Mycth_2294074,
Mycth_2294077,UGA2
Mycth_2294085,
Mycth_2294086,
Mycth_2294088,
Mycth_2294089,RAD17
Mycth_2294092,
Mycth_2294099,GLY1
Mycth_2294100,
Mycth_2294101,
Mycth_2294104,SWP1
Mycth_2294109,"DUR1,2"
Mycth_2294110,CPT1
Mycth_2294115,
Mycth_2294116,YFR018C
Mycth_2294124,
Mycth_2294137,RRD2
Mycth_2294138,RRP46
Mycth_2294143,UTR1
Mycth_2294145,YOX1
Mycth_2294147,
Mycth_2294148,TCB3
Mycth_2294152,
Mycth_2294164,
Mycth_2294165,
Mycth_2294168,
Mycth_2294173,
Mycth_2294181,
Mycth_2294188,
Mycth_2294189,ISC1
Mycth_2294191,SWD3
Mycth_2294192,
Mycth_2294193,CDC14
Mycth_2294197,SUL1
Mycth_2294200,BUB2
Mycth_2294202,IZH3
Mycth_2294206,
Mycth_2294210,FPR4
Mycth_2294213,UBR1
Mycth_2294215,QCR9
Mycth_2294216,YGR054W
Mycth_2294218,MRPS18
Mycth_2294220,TIM44
Mycth_2294223,ATM1
Mycth_2294224,
Mycth_2294226,YNL320W
Mycth_2294230,
Mycth_2294231,PEX10
Mycth_2294232,SYG1
Mycth_2294233,
Mycth_2294236,PCD1
Mycth_2294238,CTR2
Mycth_2294240,BNA1
Mycth_2294243,FMP41
Mycth_2294247,
Mycth_2294249,
Mycth_2294250,
Mycth_2294252,MCD1
Mycth_2294253,PMR1
Mycth_2294261,
Mycth_2294264,
Mycth_2294267,CYR1
Mycth_2294268,PXA1
Mycth_2294274,PSR1
Mycth_2294281,YOS1
Mycth_2294289,YNL320W
Mycth_2294293,YJR084W
Mycth_2294298,
Mycth_2294300,
Mycth_2294303,
Mycth_2294307,
Mycth_2294309,FOX2
Mycth_2294310,PAC2
Mycth_2294314,
Mycth_2294321,TUB1
Mycth_2294324,NOP12
Mycth_2294326,DEP1
Mycth_2294330,
Mycth_2294333,PTA1
Mycth_2294336,
Mycth_2294340,PHO84
Mycth_2294343,KAP120
Mycth_2294344,
Mycth_2294347,MNL1
Mycth_2294348,
Mycth_2294350,
Mycth_2294353,LEU3
Mycth_2294358,SPS19
Mycth_2294361,YHB1
Mycth_2294362,
Mycth_2294366,
Mycth_2294367,VPS53
Mycth_2294369,NPR2
Mycth_2294372,MSY1
Mycth_2294375,YLR164W
Mycth_2294384,
Mycth_2294385,
Mycth_2294386,NGG1
Mycth_2294390,YFL034W
Mycth_2294392,NOC2
Mycth_2294394,VPS28
Mycth_2294398,MDM12
Mycth_2294400,
Mycth_2294401,RMD8
Mycth_2294405,
Mycth_2294406,
Mycth_2294408,
Mycth_2294412,
Mycth_2294414,MED8
Mycth_2294415,
Mycth_2294417,
Mycth_2294418,
Mycth_2294421,
Mycth_2294422,
Mycth_2294426,
Mycth_2294427,YMR099C
Mycth_2294429,
Mycth_2294430,
Mycth_2294433,CCC2
Mycth_2294435,
Mycth_2294445,CHK1
Mycth_2294446,
Mycth_2294448,YBT1
Mycth_2294455,AMD2
Mycth_2294459,
Mycth_2294471,
Mycth_2294472,
Mycth_2294476,
Mycth_2294478,MYO5
Mycth_2294482,
Mycth_2294483,PFA4
Mycth_2294485,
Mycth_2294490,DSK2
Mycth_2294493,SYM1
Mycth_2294496,QRI1
Mycth_2294498,
Mycth_2294499,
Mycth_2294503,CFT1
Mycth_2294504,YHR097C
Mycth_2294518,
Mycth_2294520,SWD1
Mycth_2294522,THG1
Mycth_2294523,
Mycth_2294525,RPO21
Mycth_2294540,PCS60
Mycth_2294541,YAL044W-A
Mycth_2294543,FAB1
Mycth_2294547,CLB3
Mycth_2294549,
Mycth_2294550,
Mycth_2294554,PNG1
Mycth_2294555,UTP4
Mycth_2294558,NPT1
Mycth_2294559,
Mycth_2294574,YET3
Mycth_2294582,
Mycth_2294585,
Mycth_2294587,NAN1
Mycth_2294589,RPB10
Mycth_2294596,
Mycth_2294601,YBR271W
Mycth_2294607,
Mycth_2294614,MRD1
Mycth_2294618,
Mycth_2294621,CPR1
Mycth_2294623,DUS3
