Geneid,Chr,Start,End,Strand,Length
MYCTH_2297284,chromosome: 1,6099142,6100713,-,1572
MYCTH_99838,chromosome: 1,6101340,6103106,+,1767
MYCTH_2297287,chromosome: 1,6103290,6106567,-,3278
MYCTH_2297289,chromosome: 1,6108140,6110530,-,2391
MYCTH_2297291,chromosome: 1,6111287,6112282,-,996
MYCTH_2297292,chromosome: 1,6112312,6113240,-,929
MYCTH_2297294,chromosome: 1,6115717,6116151,+,435
MYCTH_2050031,chromosome: 1,6117420,6118344,+,925
MYCTH_2297296,chromosome: 1,6118308,6119836,-,1529
MYCTH_2297299,chromosome: 1,6119925,6120911,+,987
MYCTH_64095,chromosome: 1,6120964,6124009,-,3046
MYCTH_44230,chromosome: 1,6127519,6128728,+,1210
MYCTH_t11,chromosome: 1,6129708,6129798,+,91
MYCTH_t12,chromosome: 1,6130083,6130170,+,88
MYCTH_41142,chromosome: 1,6130591,6131815,-,1225
MYCTH_2297305,chromosome: 1,6133823,6136624,+,2802
MYCTH_2297307,chromosome: 1,6136851,6138090,+,1240
MYCTH_2297308,chromosome: 1,6139512,6140438,-,927
MYCTH_106388,chromosome: 1,6141256,6143120,+,1865
MYCTH_2123495,chromosome: 1,6143968,6145939,+,1972
MYCTH_2297312,chromosome: 1,6146921,6149957,-,3037
MYCTH_2313872,chromosome: 1,6150853,6151925,+,1073
MYCTH_99853,chromosome: 1,6153719,6155978,+,2260
MYCTH_2297319,chromosome: 1,6156301,6158755,-,2455
MYCTH_2297322,chromosome: 1,6159869,6161617,-,1749
MYCTH_2297323,chromosome: 1,6162062,6163851,-,1790
MYCTH_2297324,chromosome: 1,6164017,6165767,+,1751
MYCTH_2137239,chromosome: 1,6172587,6175121,+,2535
MYCTH_2297331,chromosome: 1,6177021,6178616,-,1596
MYCTH_2297332,chromosome: 1,6179889,6182660,-,2772
MYCTH_2089248,chromosome: 1,6182840,6183811,-,972
MYCTH_2115401,chromosome: 1,6184191,6185387,+,1197
MYCTH_2297337,chromosome: 1,6188633,6190039,-,1407
MYCTH_2297338,chromosome: 1,6190802,6193333,-,2532
MYCTH_2123512,chromosome: 1,6193983,6194942,+,960
MYCTH_2115405,chromosome: 1,6195735,6197670,-,1936
MYCTH_2297347,chromosome: 1,6200665,6203158,+,2494
MYCTH_2297348,chromosome: 1,6203835,6205473,-,1639
MYCTH_t13,chromosome: 1,6206597,6206670,+,74
MYCTH_2054613,chromosome: 1,6208669,6209878,+,1210
MYCTH_2297356,chromosome: 1,6210074,6212260,-,2187
MYCTH_2297358,chromosome: 1,6212410,6213047,+,638
MYCTH_2297359,chromosome: 1,6213202,6214079,-,878
MYCTH_2297360,chromosome: 1,6214717,6215853,+,1137
MYCTH_2089267,chromosome: 1,6216968,6220015,-,3048
MYCTH_2297364,chromosome: 1,6225318,6227297,+,1980
MYCTH_2297367,chromosome: 1,6227741,6229540,-,1800
MYCTH_2297369,chromosome: 1,6230366,6232208,+,1843
MYCTH_2297371,chromosome: 1,6232208,6233430,-,1223
MYCTH_t36,chromosome: 1,6234500,6234573,-,74
MYCTH_92028,chromosome: 1,6234955,6242258,-,7304
MYCTH_2297374,chromosome: 1,6242745,6247022,+,4278
MYCTH_2297376,chromosome: 1,6247574,6249596,-,2023
MYCTH_2123530,chromosome: 1,6282505,6283413,+,909
MYCTH_2115420,chromosome: 1,6302399,6302867,-,469
MYCTH_2297381,chromosome: 1,6303273,6305070,-,1798
MYCTH_2297386,chromosome: 1,6305545,6306381,+,837
MYCTH_2297389,chromosome: 1,6307387,6311551,+,4165
MYCTH_2297393,chromosome: 1,6318705,6321690,+,2986
MYCTH_2297398,chromosome: 1,6327412,6330013,+,2602
MYCTH_2297401,chromosome: 1,6330766,6335817,-,5052
MYCTH_2297404,chromosome: 1,6335833,6336169,-,337
MYCTH_2297405,chromosome: 1,6339374,6339765,+,392
MYCTH_2297409,chromosome: 1,6343636,6344647,+,1012
MYCTH_2297411,chromosome: 1,6347204,6349110,+,1907
MYCTH_2297413,chromosome: 1,6349885,6352420,+,2536
MYCTH_2297415,chromosome: 1,6352422,6353751,-,1330
MYCTH_2297416,chromosome: 1,6354695,6356656,+,1962
MYCTH_2089286,chromosome: 1,6356744,6358273,-,1530
MYCTH_2297420,chromosome: 1,6359868,6360911,-,1044
MYCTH_2297423,chromosome: 1,6362701,6364499,-,1799
MYCTH_2297426,chromosome: 1,6364948,6366727,+,1780
MYCTH_2297430,chromosome: 1,6367483,6370977,-,3495
MYCTH_64173,chromosome: 1,6371840,6373639,-,1800
MYCTH_2297436,chromosome: 1,6374330,6375969,+,1640
MYCTH_2297437,chromosome: 1,6375998,6376709,-,712
MYCTH_2049706,chromosome: 1,6378138,6379774,+,1637
MYCTH_2297440,chromosome: 1,6380083,6382217,-,2135
MYCTH_2297441,chromosome: 1,6382852,6384191,+,1340
MYCTH_2297442,chromosome: 1,6385400,6387319,-,1920
MYCTH_2297444,chromosome: 1,6388914,6392491,+,3578
MYCTH_2297445,chromosome: 1,6393837,6396825,+,2989
MYCTH_2297450,chromosome: 1,6402247,6404355,+,2109
MYCTH_87116,chromosome: 1,6405326,6405997,-,672
MYCTH_2055988,chromosome: 1,6406116,6406286,+,171
MYCTH_2297454,chromosome: 1,6406590,6408337,-,1748
MYCTH_2297460,chromosome: 1,6409294,6410687,+,1394
MYCTH_2297462,chromosome: 1,6411827,6414766,+,2940
MYCTH_t35,chromosome: 1,6415150,6415223,-,74
MYCTH_2297465,chromosome: 1,6415319,6419114,-,3796
MYCTH_2297467,chromosome: 1,6419723,6421854,-,2132
MYCTH_2107377,chromosome: 1,6423020,6424869,-,1850
MYCTH_2297469,chromosome: 1,6425994,6427126,-,1133
MYCTH_2107379,chromosome: 1,6427247,6429413,-,2167
MYCTH_2123570,chromosome: 1,6430350,6431702,+,1353
MYCTH_2297473,chromosome: 1,6432099,6434303,-,2205
MYCTH_2297476,chromosome: 1,6434702,6436534,+,1833
MYCTH_2297477,chromosome: 1,6436535,6438077,-,1543
MYCTH_2313891,chromosome: 1,6438753,6439923,-,1171
MYCTH_2297479,chromosome: 1,6440168,6441355,+,1188
MYCTH_2297482,chromosome: 1,6441915,6447158,-,5244
MYCTH_2297483,chromosome: 1,6449672,6454474,+,4803
MYCTH_2297485,chromosome: 1,6455423,6456363,-,941
MYCTH_2132318,chromosome: 1,6456679,6458268,-,1590
MYCTH_2297489,chromosome: 1,6458497,6461115,+,2619
MYCTH_92074,chromosome: 1,6461244,6468998,+,7755
MYCTH_2297494,chromosome: 1,6469736,6471643,+,1908
MYCTH_2076744,chromosome: 1,6473941,6476605,+,2665
MYCTH_2142129,chromosome: 1,6476677,6479117,-,2441
MYCTH_2297503,chromosome: 1,6479920,6483017,+,3098
MYCTH_2297507,chromosome: 1,6485124,6487309,+,2186
MYCTH_2297512,chromosome: 1,6487886,6492368,-,4483
MYCTH_2297515,chromosome: 1,6493020,6495728,-,2709
MYCTH_2297516,chromosome: 1,6495973,6497984,-,2012
MYCTH_2297518,chromosome: 1,6498556,6499947,+,1392
MYCTH_2313899,chromosome: 1,6499901,6501012,+,1112
MYCTH_2297526,chromosome: 1,6501365,6502461,+,1097
MYCTH_2313902,chromosome: 1,6505031,6506583,+,1553
MYCTH_2313903,chromosome: 1,6508870,6510371,+,1502
MYCTH_2297532,chromosome: 1,6512562,6515426,-,2865
MYCTH_2115472,chromosome: 1,6515599,6516164,-,566
MYCTH_2076770,chromosome: 1,6516975,6518187,+,1213
MYCTH_92091,chromosome: 1,6518918,6524113,+,5196
MYCTH_2297538,chromosome: 1,6524833,6527658,-,2826
MYCTH_2297541,chromosome: 1,6530243,6531167,+,925
MYCTH_110717,chromosome: 1,6531337,6532528,+,1192
MYCTH_2297544,chromosome: 1,6532489,6534114,-,1626
MYCTH_2297548,chromosome: 1,6534621,6535788,+,1168
MYCTH_2297550,chromosome: 1,6536110,6537094,-,985
MYCTH_2297552,chromosome: 1,6537616,6538479,+,864
MYCTH_106442,chromosome: 1,6539219,6541518,+,2300
MYCTH_2297559,chromosome: 1,6541986,6543979,+,1994
MYCTH_2037236,chromosome: 1,6544738,6545503,-,766
MYCTH_2297565,chromosome: 1,6546242,6546783,+,542
MYCTH_2107416,chromosome: 1,6547556,6547906,+,351
MYCTH_2297568,chromosome: 1,6547981,6549988,+,2008
MYCTH_2297570,chromosome: 1,6550301,6552037,+,1737
MYCTH_2297571,chromosome: 1,6553425,6555450,+,2026
MYCTH_2031554,chromosome: 1,6555817,6558134,-,2318
MYCTH_2297573,chromosome: 1,6559911,6562069,+,2159
MYCTH_2297574,chromosome: 1,6562071,6564019,-,1949
MYCTH_2297575,chromosome: 1,6564809,6567685,+,2877
MYCTH_2297579,chromosome: 1,6578541,6579873,+,1333
MYCTH_43545,chromosome: 1,6585447,6585605,+,159
MYCTH_64299,chromosome: 1,6587827,6589714,-,1888
MYCTH_2297587,chromosome: 1,6591717,6593502,+,1786
MYCTH_2297588,chromosome: 1,6593504,6595571,-,2068
MYCTH_2297590,chromosome: 1,6595680,6597092,+,1413
MYCTH_2297591,chromosome: 1,6597445,6600636,+,3192
MYCTH_2297594,chromosome: 1,6601748,6605106,+,3359
MYCTH_2297595,chromosome: 1,6606136,6608244,-,2109
MYCTH_2297596,chromosome: 1,6608246,6608817,-,572
MYCTH_2142157,chromosome: 1,6613671,6617412,+,3742
MYCTH_2297601,chromosome: 1,6618396,6620325,+,1930
MYCTH_2052439,chromosome: 1,6624075,6624344,+,270
MYCTH_64320,chromosome: 1,6668760,6669475,+,716
MYCTH_2055571,chromosome: 1,6677733,6678567,-,835
MYCTH_t14,chromosome: 1,6685098,6685188,+,91
MYCTH_2297629,chromosome: 1,6688385,6691263,+,2879
MYCTH_2142160,chromosome: 1,6691964,6693165,-,1202
MYCTH_2297636,chromosome: 1,6694483,6697080,+,2598
MYCTH_2297637,chromosome: 1,6698098,6700224,-,2127
MYCTH_2297639,chromosome: 1,6703601,6707985,+,4385
MYCTH_99971,chromosome: 1,6709133,6709831,+,699
MYCTH_77895,chromosome: 1,6709975,6710984,-,1010
MYCTH_2297644,chromosome: 1,6711701,6714892,-,3192
MYCTH_2297650,chromosome: 1,6715702,6718039,-,2338
MYCTH_2313931,chromosome: 1,6719596,6721764,+,2169
MYCTH_2297656,chromosome: 1,6722465,6725987,-,3523
MYCTH_2297659,chromosome: 1,6728666,6730589,+,1924
MYCTH_2297668,chromosome: 1,6731412,6732325,+,914
MYCTH_2297673,chromosome: 1,6734820,6737700,+,2881
MYCTH_106463,chromosome: 1,6747068,6753596,+,6529
MYCTH_2123653,chromosome: 1,6754213,6754564,-,352
MYCTH_2297683,chromosome: 1,6756085,6758089,-,2005
MYCTH_2297685,chromosome: 1,6760987,6762427,-,1441
MYCTH_2297686,chromosome: 1,6766065,6768033,+,1969
MYCTH_2313945,chromosome: 1,6769922,6770694,+,773
MYCTH_2297694,chromosome: 1,6770882,6771841,-,960
MYCTH_2297696,chromosome: 1,6773682,6779227,+,5546
MYCTH_44863,chromosome: 1,6781290,6783489,+,2200
MYCTH_2297705,chromosome: 1,6783915,6787855,-,3941
MYCTH_2297709,chromosome: 1,6790009,6791510,+,1502
MYCTH_2297711,chromosome: 1,6792465,6795256,-,2792
MYCTH_2297718,chromosome: 1,6796643,6798309,-,1667
MYCTH_2297723,chromosome: 1,6802938,6805741,+,2804
MYCTH_2297728,chromosome: 1,6806444,6808306,+,1863
MYCTH_41366,chromosome: 1,6808421,6809956,-,1536
MYCTH_2297730,chromosome: 1,6812218,6814957,+,2740
MYCTH_2115531,chromosome: 1,6815497,6816392,-,896
MYCTH_64380,chromosome: 1,6817031,6819129,+,2099
MYCTH_2297737,chromosome: 1,6819451,6821769,-,2319
MYCTH_2297740,chromosome: 1,6822150,6825393,+,3244
MYCTH_2297743,chromosome: 1,6827191,6829942,+,2752
MYCTH_2313954,chromosome: 1,6830976,6832371,-,1396
MYCTH_2297751,chromosome: 1,6833480,6837848,-,4369
MYCTH_2297754,chromosome: 1,6839171,6840359,+,1189
MYCTH_2297760,chromosome: 1,6840811,6842232,-,1422
MYCTH_2297761,chromosome: 1,6843918,6846473,+,2556
MYCTH_2297763,chromosome: 1,6846475,6847586,-,1112
MYCTH_2297764,chromosome: 1,6847660,6848870,+,1211
MYCTH_2297768,chromosome: 1,6850472,6852648,-,2177
MYCTH_2313956,chromosome: 1,6852751,6853794,+,1044
MYCTH_2123684,chromosome: 1,6853973,6862203,-,8231
MYCTH_2297779,chromosome: 1,6864550,6866454,+,1905
MYCTH_2297781,chromosome: 1,6867061,6870210,+,3150
MYCTH_2297782,chromosome: 1,6870898,6873288,-,2391
MYCTH_2297783,chromosome: 1,6874720,6878710,+,3991
MYCTH_2297787,chromosome: 1,6879421,6881476,+,2056
MYCTH_100011,chromosome: 1,6881744,6884436,-,2693
MYCTH_2297791,chromosome: 1,6888333,6890609,+,2277
MYCTH_77970,chromosome: 1,6890977,6893040,-,2064
MYCTH_2297794,chromosome: 1,6893779,6895298,-,1520
MYCTH_92165,chromosome: 1,6895905,6897213,+,1309
MYCTH_2297796,chromosome: 1,6897402,6900169,+,2768
MYCTH_2297802,chromosome: 1,6905283,6908519,+,3237
MYCTH_2313963,chromosome: 1,6909462,6910634,-,1173
MYCTH_2313964,chromosome: 1,6914626,6917047,+,2422
MYCTH_2297808,chromosome: 1,6921724,6924437,-,2714
MYCTH_2297809,chromosome: 1,6925538,6926673,-,1136
MYCTH_2297811,chromosome: 1,6927612,6929914,+,2303
MYCTH_t15,chromosome: 1,6930022,6930092,+,71
MYCTH_2297813,chromosome: 1,6930527,6936251,-,5725
MYCTH_2297816,chromosome: 1,6937517,6938930,+,1414
MYCTH_2297818,chromosome: 1,6939947,6943326,+,3380
MYCTH_2297820,chromosome: 1,6943882,6945755,+,1874
MYCTH_2297823,chromosome: 1,6945757,6947850,-,2094
MYCTH_2297826,chromosome: 1,6947872,6948926,-,1055
MYCTH_2297828,chromosome: 1,6949344,6952071,+,2728
MYCTH_2123711,chromosome: 1,6952655,6953327,-,673
MYCTH_2297831,chromosome: 1,6954141,6955921,+,1781
MYCTH_2137349,chromosome: 1,6955833,6958420,-,2588
MYCTH_2297835,chromosome: 1,6960935,6962795,+,1861
MYCTH_2076935,chromosome: 1,6964453,6970293,+,5841
MYCTH_2297839,chromosome: 1,6970587,6972885,-,2299
MYCTH_2297841,chromosome: 1,6989636,6990480,-,845
MYCTH_2089545,chromosome: 1,7163341,7165365,-,2025
MYCTH_2297847,chromosome: 1,7166188,7168407,-,2220
MYCTH_2297849,chromosome: 1,7168599,7170166,+,1568
MYCTH_2313974,chromosome: 1,7174048,7174977,+,930
MYCTH_2297853,chromosome: 1,7175488,7176811,+,1324
MYCTH_2297855,chromosome: 1,7176811,7182121,-,5311
MYCTH_2142209,chromosome: 1,7182525,7183640,+,1116
MYCTH_105318,chromosome: 1,7184058,7186320,+,2263
MYCTH_39983,chromosome: 1,7187890,7189236,+,1347
MYCTH_40109,chromosome: 1,7189617,7192488,-,2872
MYCTH_2050514,chromosome: 1,7193428,7194589,+,1162
MYCTH_2107516,chromosome: 1,7195130,7198817,+,3688
MYCTH_2085772,chromosome: 1,7199280,7200861,-,1582
MYCTH_2297869,chromosome: 1,7201151,7203352,+,2202
MYCTH_2297870,chromosome: 1,7203354,7204696,-,1343
MYCTH_2297871,chromosome: 1,7204987,7206264,+,1278
MYCTH_39013,chromosome: 1,7206511,7206988,-,478
MYCTH_2297873,chromosome: 1,7208790,7210967,-,2178
MYCTH_2132417,chromosome: 1,7211628,7216517,+,4890
MYCTH_2313981,chromosome: 1,7216518,7217211,+,694
MYCTH_2297882,chromosome: 1,7217701,7219437,-,1737
MYCTH_2297883,chromosome: 1,7219573,7220782,+,1210
MYCTH_98253,chromosome: 1,7220923,7221549,-,627
MYCTH_2297886,chromosome: 1,7221883,7224023,-,2141
MYCTH_2297887,chromosome: 1,7224104,7224783,+,680
MYCTH_2142220,chromosome: 1,7225514,7226229,+,716
MYCTH_2297891,chromosome: 1,7226262,7228508,-,2247
MYCTH_2297894,chromosome: 1,7228652,7229943,+,1292
MYCTH_2297896,chromosome: 1,7229957,7231952,-,1996
MYCTH_2073197,chromosome: 1,7233794,7236569,+,2776
MYCTH_2297904,chromosome: 1,7238102,7239860,-,1759
MYCTH_98264,chromosome: 1,7241085,7243716,-,2632
MYCTH_2313989,chromosome: 1,7248174,7250154,-,1981
MYCTH_2297920,chromosome: 1,7252087,7253323,-,1237
MYCTH_2297925,chromosome: 1,7254130,7255645,+,1516
MYCTH_2297927,chromosome: 1,7259437,7261977,-,2541
MYCTH_2297930,chromosome: 1,7264504,7268241,-,3738
MYCTH_2297932,chromosome: 1,7271695,7272465,-,771
MYCTH_2313991,chromosome: 1,7272543,7273584,-,1042
MYCTH_2297938,chromosome: 1,7273995,7276218,+,2224
MYCTH_2297939,chromosome: 1,7278265,7281438,-,3174
MYCTH_2297943,chromosome: 1,7283164,7285940,-,2777
MYCTH_2297948,chromosome: 1,7289587,7290918,-,1332
MYCTH_2297950,chromosome: 1,7291415,7293578,-,2164
MYCTH_113450,chromosome: 1,7294030,7297960,-,3931
MYCTH_2297953,chromosome: 1,7310039,7311212,+,1174
MYCTH_2297954,chromosome: 1,7311880,7313163,+,1284
MYCTH_2297957,chromosome: 1,7315018,7321646,+,6629
MYCTH_90344,chromosome: 1,7330006,7331443,+,1438
MYCTH_2297964,chromosome: 1,7335400,7336235,+,836
MYCTH_2132441,chromosome: 1,7338828,7340928,-,2101
MYCTH_2297971,chromosome: 1,7344698,7346007,+,1310
MYCTH_2297975,chromosome: 1,7346008,7348060,-,2053
MYCTH_2297977,chromosome: 1,7349250,7350121,+,872
MYCTH_2297981,chromosome: 1,7350123,7352758,-,2636
MYCTH_2297984,chromosome: 1,7355029,7360013,+,4985
MYCTH_2297985,chromosome: 1,7360913,7363224,+,2312
MYCTH_113457,chromosome: 1,7363444,7367739,-,4296
MYCTH_86350,chromosome: 1,7373842,7374619,+,778
MYCTH_90354,chromosome: 1,7374789,7375878,-,1090
MYCTH_74927,chromosome: 1,7378010,7380152,-,2143
MYCTH_2314005,chromosome: 1,7380768,7382232,+,1465
MYCTH_2035984,chromosome: 1,7383008,7384390,+,1383
MYCTH_40668,chromosome: 1,7415677,7418567,+,2891
MYCTH_2298010,chromosome: 1,7419280,7419832,-,553
MYCTH_2298011,chromosome: 1,7419834,7422485,-,2652
MYCTH_86355,chromosome: 1,7423424,7425062,-,1639
MYCTH_2298018,chromosome: 1,7425224,7427789,+,2566
MYCTH_2073265,chromosome: 1,7433578,7437097,+,3520
MYCTH_2298027,chromosome: 1,7439395,7441947,-,2553
MYCTH_2298028,chromosome: 1,7442021,7443667,+,1647
MYCTH_2314011,chromosome: 1,7443628,7444574,-,947
MYCTH_2298031,chromosome: 1,7445203,7446650,+,1448
MYCTH_98303,chromosome: 1,7446798,7449691,-,2894
MYCTH_2298035,chromosome: 1,7451615,7452471,-,857
MYCTH_2298036,chromosome: 1,7452897,7454391,+,1495
MYCTH_2132459,chromosome: 1,7455801,7457979,+,2179
MYCTH_2298040,chromosome: 1,7458016,7460332,-,2317
MYCTH_2142250,chromosome: 1,7460855,7462365,+,1511
MYCTH_2298042,chromosome: 1,7463111,7465294,+,2184
MYCTH_2298045,chromosome: 1,7465325,7466997,-,1673
MYCTH_2085895,chromosome: 1,7467240,7468945,+,1706
MYCTH_2298049,chromosome: 1,7469560,7470434,-,875
MYCTH_74969,chromosome: 1,7470782,7472029,+,1248
MYCTH_2298055,chromosome: 1,7472160,7474756,-,2597
MYCTH_2298057,chromosome: 1,7475398,7476030,-,633
MYCTH_74974,chromosome: 1,7476285,7479469,+,3185
MYCTH_98316,chromosome: 1,7479666,7479991,-,326
MYCTH_39317,chromosome: 1,7481099,7484742,-,3644
MYCTH_98318,chromosome: 1,7486477,7490408,+,3932
MYCTH_2298064,chromosome: 1,7491155,7493651,+,2497
MYCTH_2298071,chromosome: 1,7494452,7497034,+,2583
MYCTH_2115670,chromosome: 1,7497903,7500573,+,2671
MYCTH_2298080,chromosome: 1,7502216,7509051,-,6836
MYCTH_2298082,chromosome: 1,7509538,7511786,-,2249
MYCTH_2048131,chromosome: 1,7514192,7516102,+,1911
MYCTH_2298084,chromosome: 1,7516952,7518500,-,1549
MYCTH_2298086,chromosome: 1,7519281,7521602,+,2322
MYCTH_40928,chromosome: 1,7522524,7524385,-,1862
MYCTH_2298090,chromosome: 1,7524876,7526698,+,1823
MYCTH_12171,chromosome: 1,7527201,7528547,-,1347
MYCTH_2298093,chromosome: 1,7529008,7530242,-,1235
MYCTH_2298096,chromosome: 1,7530446,7532211,+,1766
MYCTH_98330,chromosome: 1,7532299,7534329,-,2031
MYCTH_2298100,chromosome: 1,7536059,7539473,-,3415
MYCTH_2298102,chromosome: 1,7541074,7542810,-,1737
MYCTH_2298104,chromosome: 1,7542812,7544472,+,1661
MYCTH_2314025,chromosome: 1,7545031,7546674,+,1644
MYCTH_2298111,chromosome: 1,7546790,7547877,-,1088
MYCTH_2298114,chromosome: 1,7548764,7551136,+,2373
MYCTH_2298116,chromosome: 1,7551682,7554599,-,2918
MYCTH_2314027,chromosome: 1,7555136,7556411,-,1276
MYCTH_2137429,chromosome: 1,7556830,7559995,-,3166
MYCTH_2107611,chromosome: 1,7560805,7561438,-,634
MYCTH_2298121,chromosome: 1,7562078,7565278,-,3201
MYCTH_109978,chromosome: 1,7566552,7569428,-,2877
MYCTH_2314032,chromosome: 1,7570732,7573785,-,3054
MYCTH_2298129,chromosome: 1,7576013,7576994,+,982
MYCTH_2132486,chromosome: 1,7577068,7578248,-,1181
MYCTH_2298133,chromosome: 1,7579795,7581612,-,1818
MYCTH_2298134,chromosome: 1,7582847,7584777,+,1931
MYCTH_2298136,chromosome: 1,7587183,7589550,+,2368
MYCTH_2298141,chromosome: 1,7589854,7592871,-,3018
MYCTH_2298143,chromosome: 1,7593031,7594534,+,1504
MYCTH_2054541,chromosome: 1,7594700,7595061,-,362
MYCTH_2298145,chromosome: 1,7595573,7597425,+,1853
MYCTH_2298148,chromosome: 1,7598266,7600342,-,2077
MYCTH_2298150,chromosome: 1,7602719,7604212,-,1494
MYCTH_2298152,chromosome: 1,7604320,7605496,-,1177
MYCTH_2053528,chromosome: 1,7605884,7606090,-,207
MYCTH_2298153,chromosome: 1,7608158,7609961,+,1804
MYCTH_2051156,chromosome: 1,7611305,7612903,-,1599
MYCTH_2298160,chromosome: 1,7615798,7617554,+,1757
MYCTH_2298163,chromosome: 1,7618438,7620134,-,1697
MYCTH_2298167,chromosome: 1,7620815,7624168,-,3354
MYCTH_2298170,chromosome: 1,7624236,7627492,-,3257
MYCTH_2085975,chromosome: 1,7628129,7630544,+,2416
MYCTH_2298183,chromosome: 1,7630664,7632842,+,2179
MYCTH_2107631,chromosome: 1,7635010,7636351,-,1342
MYCTH_2298190,chromosome: 1,7637853,7640484,+,2632
MYCTH_2298194,chromosome: 1,7641594,7644686,+,3093
MYCTH_2123876,chromosome: 1,7646437,7649478,+,3042
MYCTH_2298196,chromosome: 1,7650592,7651766,+,1175
MYCTH_2298198,chromosome: 1,7651767,7653520,-,1754
MYCTH_2298199,chromosome: 1,7653959,7655400,+,1442
MYCTH_2050741,chromosome: 1,7655639,7656983,-,1345
MYCTH_2298203,chromosome: 1,7657322,7658761,+,1440
MYCTH_2298205,chromosome: 1,7659276,7662182,-,2907
MYCTH_98369,chromosome: 1,7663378,7665934,-,2557
MYCTH_2298215,chromosome: 1,7668772,7670165,+,1394
MYCTH_2298216,chromosome: 1,7670538,7672025,-,1488
MYCTH_2298217,chromosome: 1,7672703,7676336,+,3634
MYCTH_75070,chromosome: 1,7676720,7677879,+,1160
MYCTH_2298219,chromosome: 1,7678308,7679583,-,1276
MYCTH_61192,chromosome: 1,7681032,7684024,+,2993
MYCTH_2115734,chromosome: 1,7684685,7685770,+,1086
MYCTH_105405,chromosome: 1,7685728,7687015,-,1288
MYCTH_2298226,chromosome: 1,7687262,7691147,-,3886
MYCTH_2298228,chromosome: 1,7691968,7695211,+,3244
MYCTH_2054145,chromosome: 1,7695643,7698132,+,2490
MYCTH_2298230,chromosome: 1,7698340,7699587,-,1248
MYCTH_2298234,chromosome: 1,7699767,7702650,+,2884
MYCTH_2115740,chromosome: 1,7703805,7704638,-,834
MYCTH_2107654,chromosome: 1,7705124,7706481,+,1358
MYCTH_2298236,chromosome: 1,7707055,7707977,+,923
MYCTH_2298240,chromosome: 1,7709772,7713802,-,4031
MYCTH_2298243,chromosome: 1,7714187,7715588,+,1402
MYCTH_2298245,chromosome: 1,7715589,7716942,-,1354
MYCTH_2298246,chromosome: 1,7717066,7724090,-,7025
MYCTH_2298247,chromosome: 1,7724991,7731011,-,6021
MYCTH_2298248,chromosome: 1,7731012,7732691,+,1680
MYCTH_2298252,chromosome: 1,7732692,7733818,-,1127
MYCTH_75107,chromosome: 1,7733951,7735090,+,1140
MYCTH_2298256,chromosome: 1,7735475,7738924,+,3450
MYCTH_2298257,chromosome: 1,7740617,7741490,+,874
MYCTH_2137468,chromosome: 1,7742232,7743857,+,1626
MYCTH_2123911,chromosome: 1,7744661,7748080,-,3420
MYCTH_2298262,chromosome: 1,7756733,7759398,+,2666
MYCTH_2298263,chromosome: 1,7763553,7767758,-,4206
MYCTH_2298271,chromosome: 1,7771870,7773720,-,1851
MYCTH_2298274,chromosome: 1,7775704,7777672,-,1969
MYCTH_2298276,chromosome: 1,7778627,7780549,-,1923
MYCTH_2298281,chromosome: 1,7787409,7790550,-,3142
MYCTH_2050348,chromosome: 1,7794268,7795056,+,789
MYCTH_2298287,chromosome: 1,7796461,7799390,-,2930
MYCTH_2298288,chromosome: 1,7799870,7802058,+,2189
MYCTH_2298290,chromosome: 1,7802659,7804670,+,2012
MYCTH_89935,chromosome: 1,7811211,7813472,+,2262
MYCTH_2298303,chromosome: 1,7843371,7844674,+,1304
MYCTH_97932,chromosome: 1,7845973,7847516,+,1544
MYCTH_39658,chromosome: 1,7848091,7849110,-,1020
MYCTH_2123928,chromosome: 1,7850165,7850999,-,835
MYCTH_2298307,chromosome: 1,7854677,7856222,+,1546
MYCTH_2298309,chromosome: 1,7856684,7859338,-,2655
MYCTH_2298317,chromosome: 1,7859593,7862428,-,2836
MYCTH_2314075,chromosome: 1,7862663,7864389,-,1727
MYCTH_2298329,chromosome: 1,7867708,7868876,+,1169
MYCTH_2298331,chromosome: 1,7869788,7871471,+,1684
MYCTH_2314077,chromosome: 1,7872048,7872819,-,772
MYCTH_2298333,chromosome: 1,7875577,7876796,-,1220
MYCTH_89922,chromosome: 1,7877612,7878272,-,661
MYCTH_60267,chromosome: 1,7880344,7881430,+,1087
MYCTH_2298337,chromosome: 1,7904684,7908077,+,3394
MYCTH_2298341,chromosome: 1,7908288,7910750,-,2463
MYCTH_2298342,chromosome: 1,7911775,7913491,+,1717
MYCTH_2298343,chromosome: 1,7913605,7915447,+,1843
MYCTH_2298347,chromosome: 1,7915449,7917080,+,1632
MYCTH_2298349,chromosome: 1,7917080,7918677,-,1598
MYCTH_2073485,chromosome: 1,7932898,7935194,-,2297
MYCTH_2298352,chromosome: 1,7935594,7937476,+,1883
MYCTH_2298354,chromosome: 1,7937478,7938413,-,936
MYCTH_2298355,chromosome: 1,7938728,7939745,-,1018
MYCTH_2298356,chromosome: 1,7939924,7941237,+,1314
MYCTH_60238,chromosome: 1,7940904,7941856,-,953
MYCTH_2298360,chromosome: 1,7943094,7945205,+,2112
MYCTH_2298363,chromosome: 1,7945206,7948518,-,3313
MYCTH_2298367,chromosome: 1,7951095,7953446,+,2352
MYCTH_2298369,chromosome: 1,7953447,7954731,-,1285
MYCTH_38558,chromosome: 1,7956351,7958140,+,1790
