Gene	Symbol	Cazy	PFAM	Description	NCBI Gene ID	Protein_id	KEGG	Knum	Uniport ID	EC_number	FungiDB	JGI	Chr	Start	End	Strand	Length	GO ID	ONTOLOGY	Type	Pathway Name	Pathway ID
MYCTH_2107979			G-patch	glycine rich nucleic binding domain	11508229.0	XP_003660578	MYCTH_2107979		G2Q4D8		MYCTH_2107979	2107979	NC_016472.1	9035197.0	9035970.0	+	774.0	GO:0003676	nucleic acid binding	MF		
MYCTH_2108128					11508025.0	XP_003660740	MYCTH_2108128		G2Q5Q9		MYCTH_2108128	2108128	NC_016472.1	9541877.0	9543522.0	+	1646.0					
MYCTH_2108150					11513054.0	XP_003660764	MYCTH_2108150		G2Q640		MYCTH_2108150	2108150	NC_016472.1	9623100.0	9624313.0	-	1214.0					
MYCTH_2108166					11508732.0	XP_003660783	MYCTH_2108166		G2Q659		MYCTH_2108166	2108166	NC_016472.1	9690611.0	9692665.0	+	2055.0					
MYCTH_2108176			Fungal_trans,Zn_clus	Transcription factor	11508033.0	XP_003660796	MYCTH_2108176		G2Q672		MYCTH_2108176	2108176	NC_016472.1	9793994.0	9795849.0	+	1856.0					
MYCTH_2108207					11508040.0	XP_003660832	MYCTH_2108207		G2Q6L4		MYCTH_2108207	2108207	NC_016472.1	10003401.0	10003942.0	-	542.0					
MYCTH_2108297					11506060.0	XP_003660931	MYCTH_2108297		G2PZK0		MYCTH_2108297	2108297	NC_016472.1	10569478.0	10570052.0	-	575.0					
MYCTH_2108373					11511732.0	XP_003661025	MYCTH_2108373		G2Q9X9		MYCTH_2108373	2108373	NC_016473.1	29461.0	30135.0	+	675.0					
MYCTH_2108406		AA3_2: Auxiliary Activities (AAs) 	p450	Belongs to the cytochrome P450 family	11511724.0	XP_003661062	MYCTH_2108406		G2QA69		MYCTH_2108406	2108406	NC_016473.1	134534.0	135853.0	+	1320.0	GO:0016705,GO:0005506,GO:0020037,GO:0055114,GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0004497,GO:0005506,GO:0020037,GO:0055114	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,monooxygenase activity,iron ion binding,heme binding,oxidation-reduction process	MF,MF,MF,BP,MF,MF,MF,BP,MF,MF,MF,MF,BP		
MYCTH_2108417					11511753.0	XP_003661074	MYCTH_2108417		G2QA81		MYCTH_2108417	2108417	NC_016473.1	160212.0	160993.0	-	782.0					
MYCTH_2108494					11511839.0	XP_003661160	MYCTH_2108494		G2QAS3		MYCTH_2108494	2108494	NC_016473.1	653519.0	654057.0	+	539.0					
MYCTH_2108524				C-x8-c-x5-c-x3-h type zinc finger protein	11511871.0	XP_003661192	MYCTH_2108524		G2QB09		MYCTH_2108524	2108524	NC_016473.1	784022.0	787052.0	+	3031.0	GO:0046872	metal ion binding	MF		
MYCTH_2108584					11511948.0	XP_003661269	MYCTH_2108584		G2Q7B3		MYCTH_2108584	2108584	NC_016473.1	1131803.0	1132839.0	+	1037.0					
MYCTH_2108644					11512015.0	XP_003661336	MYCTH_2108644		G2Q7N3		MYCTH_2108644	2108644	NC_016473.1	1357238.0	1358471.0	+	1234.0					
MYCTH_2108695					11512071.0	XP_003661392	MYCTH_2108695		G2Q7Z0		MYCTH_2108695	2108695	NC_016473.1	1526965.0	1528476.0	+	1512.0					
MYCTH_2108717					11512096.0	XP_003661417	MYCTH_2108717		G2Q869		MYCTH_2108717	2108717	NC_016473.1	1613751.0	1615503.0	-	1753.0					
MYCTH_2108831					11510356.0	XP_003661551	MYCTH_2108831		G2Q8W1		MYCTH_2108831	2108831	NC_016473.1	2085050.0	2085881.0	+	832.0					
MYCTH_2108940					11510478.0	XP_003661673	MYCTH_2108940		G2Q9G9		MYCTH_2108940	2108940	NC_016473.1	2589770.0	2590393.0	+	624.0					
MYCTH_2109000			p450	Belongs to the cytochrome P450 family	11510543.0	XP_003661738	MYCTH_2109000		G2Q9N4		MYCTH_2109000	2109000	NC_016473.1	2785174.0	2786825.0	-	1652.0	GO:0016705,GO:0005506,GO:0020037,GO:0055114,GO:0016705,GO:0020037,GO:0005506,GO:0055114	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process	MF,MF,MF,BP,MF,MF,MF,BP		
MYCTH_2109027	HOL1		MFS_1	Major Facilitator Superfamily	11510574.0	XP_003661769	MYCTH_2109027		G2Q9R5		MYCTH_2109027	2109027	NC_016473.1	2966969.0	2969530.0	-	2562.0	GO:0022857,GO:0055085,GO:0022857	transmembrane transporter activity,transmembrane transport,transmembrane transporter activity	MF,BP,MF		
MYCTH_2109081			adh_short	Enoyl-(Acyl carrier protein) reductase	11510635.0	XP_003661830	MYCTH_2109081		G2Q9Y1		MYCTH_2109081	2109081	NC_016473.1	3279562.0	3280389.0	+	828.0					
MYCTH_2109123				coagulation factor 5 8 type domain-containing protein	11510682.0	XP_003661877	MYCTH_2109123	K22315	G2QA28	3.1.3.37	MYCTH_2109123	2109123	NC_016473.1	3499087.0	3500229.0	+	1143.0					
MYCTH_2109142		GH35: Glycoside Hydrolases (GHs) 	BetaGal_dom2,BetaGal_dom3,BetaGal_dom4_5,Glyco_hydro_35	Glycosyl hydrolases family 35(lacB)	11510701.0	XP_003661896	MYCTH_2109142	K01190	G2QAA1	3.2.1.23	MYCTH_2109142	2109142	NC_016473.1	3545073.0	3546470.0	-	1398.0	GO:0004553,GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process	MF,BP		
MYCTH_2109153	ELM1	CBM13: Carbohydrate-Binding Modules (CBMs) 	Pkinase	Phosphotransferase enzyme family	11512522.0	XP_003661906	MYCTH_2109153		G2QAB1		MYCTH_2109153	2109153	NC_016473.1	3573274.0	3574122.0	-	849.0	GO:0006468,GO:0005524,GO:0004672	protein phosphorylation,ATP binding,protein kinase activity	BP,MF,MF		
MYCTH_2109166					11510725.0	XP_003661920	MYCTH_2109166		G2QAC5		MYCTH_2109166	2109166	NC_016473.1	3640140.0	3641234.0	+	1095.0					
MYCTH_2109169					11510728.0	XP_003661923	MYCTH_2109169		G2QAC8		MYCTH_2109169	2109169	NC_016473.1	3650353.0	3651461.0	+	1109.0					
MYCTH_2109170					11510729.0	XP_003661924	MYCTH_2109170		G2QAC9		MYCTH_2109170	2109170	NC_016473.1	3652714.0	3653214.0	+	501.0					
MYCTH_2109230					11510796.0	XP_003661991	MYCTH_2109230		G2QAV4		MYCTH_2109230	2109230	NC_016473.1	3866700.0	3868358.0	-	1659.0					
MYCTH_2109239					11510805.0	XP_003662000	MYCTH_2109239		G2QAW3		MYCTH_2109239	2109239	NC_016473.1	3912875.0	3913583.0	+	709.0					
MYCTH_2109422			HET	Heterokaryon incompatibility protein (HET)	11512251.0	XP_003662198	MYCTH_2109422		G2Q7U4		MYCTH_2109422	2109422	NC_016473.1	4638740.0	4639759.0	+	1020.0					
MYCTH_2109468					11512301.0	XP_003662248	MYCTH_2109468		G2Q846		MYCTH_2109468	2109468	NC_016473.1	4816178.0	4818236.0	+	2059.0					
MYCTH_2109594					11512443.0	XP_003662390	MYCTH_2109594		G2Q901		MYCTH_2109594	2109594	NC_016473.1	5233596.0	5234510.0	-	915.0					
MYCTH_2109614					11512466.0	XP_003662413	MYCTH_2109614		G2Q924		MYCTH_2109614	2109614	NC_016473.1	5323604.0	5325642.0	+	2039.0					
MYCTH_2109689					11509849.0	XP_003662498	MYCTH_2109689	K01673	G2QC26	4.2.1.1	MYCTH_2109689	2109689	NC_016474.1	317318.0	318172.0	-	855.0					
MYCTH_2109705					11512592.0	XP_003662516	MYCTH_2109705		G2QC96		MYCTH_2109705	2109705	NC_016474.1	386958.0	388102.0	-	1145.0					
MYCTH_2109793	SNF8		EAP30	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs(dot2)	11512691.0	XP_003662615	MYCTH_2109793	K12188	G2QCP7		MYCTH_2109793	2109793	NC_016474.1	799612.0	800553.0	-	942.0	GO:0000814,GO:0071985	ESCRT II complex,multivesicular body sorting pathway	CC,BP	Endocytosis	mtm04144
MYCTH_2109943					11507401.0	XP_003662775	MYCTH_2109943		G2QDL8		MYCTH_2109943	2109943	NC_016474.1	1345906.0	1346983.0	+	1078.0					
MYCTH_2109950					11507409.0	XP_003662783	MYCTH_2109950		G2QDS9		MYCTH_2109950	2109950	NC_016474.1	1368659.0	1369903.0	-	1245.0	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	BP		
MYCTH_2109970	PRO3		F420_oxidored,P5CR_dimer	Belongs to the pyrroline-5-carboxylate reductase family(PRO3)	11507428.0	XP_003662802	MYCTH_2109970	K00286	G2QDU8	1.5.1.2	MYCTH_2109970	2109970	NC_016474.1	1431574.0	1432646.0	-	1073.0	GO:0006561,GO:0004735,GO:0055114,GO:0055114	proline biosynthetic process,pyrroline-5-carboxylate reductase activity,oxidation-reduction process,oxidation-reduction process	BP,MF,BP,BP	Arginine and proline metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	mtm00330,mtm01100,mtm01110,mtm01230
MYCTH_2110132					11507608.0	XP_003662982	MYCTH_2110132		G2QEF4		MYCTH_2110132	2110132	NC_016474.1	2043298.0	2044479.0	+	1182.0					
MYCTH_2110233					11507727.0	XP_003663101	MYCTH_2110233		G2QBB3		MYCTH_2110233	2110233	NC_016474.1	2555963.0	2557736.0	+	1774.0					
MYCTH_2110320					11507827.0	XP_003663201	MYCTH_2110320		G2QBL3		MYCTH_2110320	2110320	NC_016474.1	3088113.0	3089646.0	-	1534.0					
MYCTH_2110369					11507878.0	XP_003663252	MYCTH_2110369		G2QBR4		MYCTH_2110369	2110369	NC_016474.1	3280589.0	3281482.0	+	894.0					
MYCTH_2110542			UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N	UDP binding domain	11509392.0	XP_003663436	MYCTH_2110542	K00012	G2QCR9	1.1.1.22	MYCTH_2110542	2110542	NC_016474.1	4126947.0	4127898.0	-	952.0	GO:0051287,GO:0016616,GO:0055114,GO:0055114,GO:0055114,GO:0016616,GO:0051287,GO:0003979	NAD binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,oxidation-reduction process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,NAD binding,UDP-glucose 6-dehydrogenase activity	MF,MF,BP,BP,BP,MF,MF,MF	Pentose and glucuronate interconversions,Ascorbate and aldarate metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of cofactors	mtm00040,mtm00053,mtm00520,mtm01100,mtm01240
MYCTH_2110543		GT2: GlycosylTransferases (GTs) 	Glyco_hydro_12,Glycos_transf_2	Belongs to the glycosyl hydrolase 12 (cellulase H) family	11509393.0	XP_003663437	MYCTH_2110543		G2QCS0		MYCTH_2110543	2110543	NC_016474.1	4128260.0	4128778.0	+	519.0					
MYCTH_2110559					11509413.0	XP_003663457	MYCTH_2110559		G2QCU1		MYCTH_2110559	2110559	NC_016474.1	4187982.0	4190212.0	-	2231.0					
MYCTH_2110569					11509429.0	XP_003663473	MYCTH_2110569		G2QD10		MYCTH_2110569	2110569	NC_016474.1	4289942.0	4290830.0	-	889.0					
MYCTH_2110630					11509571.0	XP_003663537	MYCTH_2110630		G2QDC7		MYCTH_2110630	2110630	NC_016474.1	4568669.0	4569818.0	+	1150.0					
MYCTH_2110635					11509576.0	XP_003663542	MYCTH_2110635		G2QDD2		MYCTH_2110635	2110635	NC_016474.1	4587701.0	4589017.0	+	1317.0					
MYCTH_2110651	YNL134C		ADH_N,ADH_zinc_N	Zinc-binding dehydrogenase family	11509597.0	XP_003663563	MYCTH_2110651		G2QDF3		MYCTH_2110651	2110651	NC_016474.1	4646086.0	4647249.0	-	1164.0	GO:0016491	oxidoreductase activity	MF		
MYCTH_2110653			BBE,FAD_binding_4	Belongs to the oxygen-dependent FAD-linked oxidoreductase family	11509599.0	XP_003663565	MYCTH_2110653		G2QDF5		MYCTH_2110653	2110653	NC_016474.1	4652205.0	4654357.0	+	2153.0	GO:0071949,GO:0050660,GO:0016491,GO:0055114,GO:0050660	FAD binding,flavin adenine dinucleotide binding,oxidoreductase activity,oxidation-reduction process,flavin adenine dinucleotide binding	MF,MF,MF,BP,MF		
MYCTH_2110669			Zn_clus	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	11509701.0	XP_003663589	MYCTH_2110669		G2QDN3		MYCTH_2110669	2110669	NC_016474.1	4864231.0	4864782.0	-	552.0	GO:0042025,GO:0006355,GO:0000981,GO:0008270	host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding	CC,BP,MF,MF		
MYCTH_2110682			Lactamase_B	Metallo-beta-lactamase superfamily	11509714.0	XP_003663602	MYCTH_2110682	K15318	G2QDP6		MYCTH_2110682	2110682	NC_016474.1	4904846.0	4905963.0	+	1118.0					
MYCTH_2110715			DUF4360	Domain of unknown function (DUF4360)	11509749.0	XP_003663637	MYCTH_2110715		G2QDY3		MYCTH_2110715	2110715	NC_016474.1	5006972.0	5007785.0	-	814.0					
MYCTH_2110729		AA3_2: Auxiliary Activities (AAs) 	GMC_oxred_C,GMC_oxred_N	GMC oxidoreductase	11509844.0	XP_003663654	MYCTH_2110729	K00108	G2QE00	1.1.99.1	MYCTH_2110729	2110729	NC_016474.1	5050412.0	5051583.0	-	1172.0	GO:0016614,GO:0055114,GO:0050660,GO:0055114,GO:0050660,GO:0016614,GO:0055114	oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,flavin adenine dinucleotide binding,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process	MF,BP,MF,BP,MF,MF,BP	Glycine, serine and threonine metabolism,Metabolic pathways	mtm00260,mtm01100
MYCTH_2110731			FAD_binding_3	FAD binding domain	11509846.0	XP_003663656	MYCTH_2110731		G2QE02		MYCTH_2110731	2110731	NC_016474.1	5054602.0	5055895.0	+	1294.0	GO:0071949	FAD binding	MF		
MYCTH_2110752	OPT2		OPT	oligopeptide transporter(OPT6)	11509877.0	XP_003663681	MYCTH_2110752		G2QFR8		MYCTH_2110752	2110752	NC_016475.1	126844.0	127549.0	+	706.0	GO:0055085	transmembrane transport	BP		
MYCTH_2110837	CMD1	GT1: GlycosylTransferases (GTs) 	EF-hand_1,EF-hand_5	EF-hand domain	11510137.0	XP_003663787	MYCTH_2110837	K02183	G2QGC8		MYCTH_2110837	2110837	NC_016475.1	629424.0	630543.0	-	1120.0	GO:0005509,GO:0019722,GO:0005509	calcium ion binding,calcium-mediated signaling,calcium ion binding	MF,BP,MF	Phosphatidylinositol signaling system	mtm04070
MYCTH_2110839					11510140.0	XP_003663790	MYCTH_2110839		G2QGD1		MYCTH_2110839	2110839	NC_016475.1	636380.0	637483.0	+	1104.0					
MYCTH_2110896			COesterase	Carboxylesterase family	11510204.0	XP_003663854	MYCTH_2110896		G2QGP7		MYCTH_2110896	2110896	NC_016475.1	941348.0	942421.0	-	1074.0					
MYCTH_2110911			Helo_like_N,NACHT	ankyrin repeat protein	11510220.0	XP_003663870	MYCTH_2110911		G2QGR3		MYCTH_2110911	2110911	NC_016475.1	1041856.0	1045112.0	-	3257.0					
MYCTH_2110936			GATase	GMP synthase	11510247.0	XP_003663897	MYCTH_2110936		G2QGZ2		MYCTH_2110936	2110936	NC_016475.1	1201500.0	1202162.0	+	663.0					
MYCTH_2110987		CE5: Carbohydrate Esterases (CEs) 	Cutinase	Catalyzes the hydrolysis of cutin, a polyester that forms the structure of plant cuticle	11513431.0	XP_003663956	MYCTH_2110987	K08095	G2QH51	3.1.1.74	MYCTH_2110987	2110987	NC_016475.1	1456104.0	1456950.0	-	847.0	GO:0016787,GO:0050525,GO:0005576	hydrolase activity,cutinase activity,extracellular region	MF,MF,CC		
MYCTH_2111026					11513477.0	XP_003664002	MYCTH_2111026		G2QH97		MYCTH_2111026	2111026	NC_016475.1	1730209.0	1731258.0	-	1050.0					
MYCTH_2111053			Dynamin_N	Dynamin family	11513582.0	XP_003664029	MYCTH_2111053		G2QHC4		MYCTH_2111053	2111053	NC_016475.1	1819326.0	1820066.0	+	741.0					
MYCTH_2111103					11513637.0	XP_003664084	MYCTH_2111103		G2QHH9		MYCTH_2111103	2111103	NC_016475.1	2006985.0	2008089.0	+	1105.0					
MYCTH_2111125					11513740.0	XP_003664109	MYCTH_2111125		G2QHK4		MYCTH_2111125	2111125	NC_016475.1	2067717.0	2070245.0	-	2529.0					
MYCTH_2111167	UBC8	PL1_1: Polysaccharide Lyases (PLs) 	UQ_con	Belongs to the ubiquitin-conjugating enzyme family(ubc8)	11513790.0	XP_003664159	MYCTH_2111167	K10576	G2QHQ4	2.3.2.23	MYCTH_2111167	2111167	NC_016475.1	2249103.0	2250270.0	+	1168.0				Ubiquitin mediated proteolysis	mtm04120
MYCTH_2111197					11513900.0	XP_003664191	MYCTH_2111197		G2QHT6		MYCTH_2111197	2111197	NC_016475.1	2369210.0	2370481.0	+	1272.0					
MYCTH_2111202				Terpene synthase family, metal binding domain	11513906.0	XP_003664197	MYCTH_2111202		G2QES3		MYCTH_2111202	2111202	NC_016475.1	2391970.0	2393408.0	-	1439.0					
MYCTH_2111272	CCP1	AA2: Auxiliary Activities (AAs) 	peroxidase	Peroxidase	11514061.0	XP_003664274	MYCTH_2111272	K20205	G2QF00	1.11.1.13	MYCTH_2111272	2111272	NC_016475.1	2662397.0	2663581.0	+	1185.0	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0055114	peroxidase activity,response to oxidative stress,heme binding,oxidation-reduction process,peroxidase activity,oxidation-reduction process	MF,BP,MF,BP,MF,BP		
MYCTH_2111282	GIT1		Sugar_tr	Sugar (and other) transporter(GIT2)	11514071.0	XP_003664284	MYCTH_2111282		G2QF10		MYCTH_2111282	2111282	NC_016475.1	2685920.0	2687871.0	+	1952.0	GO:0055085,GO:0022857,GO:0016021,GO:0022857	transmembrane transport,transmembrane transporter activity,integral component of membrane,transmembrane transporter activity	BP,MF,CC,MF		
MYCTH_2111310			DNA_pol_B,DNA_pol_B_exo1,DUF1744	DUF1744(POL2)	11514103.0	XP_003664316	MYCTH_2111310	K02324	G2QF42	2.7.7.7	MYCTH_2111310	2111310	NC_016475.1	2852900.0	2854039.0	-	1140.0	GO:0006260,GO:0003887,GO:0005634,GO:0008270	DNA replication,DNA-directed DNA polymerase activity,nucleus,zinc ion binding	BP,MF,CC,MF		
MYCTH_2111332					11514211.0	XP_003664346	MYCTH_2111332		G2QF72		MYCTH_2111332	2111332	NC_016475.1	2989228.0	2989848.0	+	621.0					
MYCTH_2111340					11514218.0	XP_003664353	MYCTH_2111340		G2QF79		MYCTH_2111340	2111340	NC_016475.1	3015820.0	3016992.0	-	1173.0					
MYCTH_2111341					11514219.0	XP_003664354	MYCTH_2111341		G2QF80		MYCTH_2111341	2111341	NC_016475.1	3017655.0	3018592.0	-	938.0					
MYCTH_2111394					11514352.0	XP_003664409	MYCTH_2111394		G2QFD5		MYCTH_2111394	2111394	NC_016475.1	3223079.0	3223405.0	-	327.0					
MYCTH_2111445					11514412.0	XP_003664469	MYCTH_2111445		G2QFK7		MYCTH_2111445	2111445	NC_016475.1	3557442.0	3559222.0	-	1781.0					
MYCTH_2111512					11506411.0	XP_003664544	MYCTH_2111512		G2QFY6		MYCTH_2111512	2111512	NC_016475.1	3815484.0	3816381.0	-	898.0					
MYCTH_2111519	PZF1				11514575.0	XP_003664554	MYCTH_2111519		G2QFZ6		MYCTH_2111519	2111519	NC_016475.1	3898092.0	3899128.0	+	1037.0					
MYCTH_2111528	GUF1		EFG_C,GTP_EFTU,GTP_EFTU_D2,LepA_C	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner(GUF1)	11514585.0	XP_003664564	MYCTH_2111528	K21594	G2QG06		MYCTH_2111528	2111528	NC_016475.1	3928342.0	3930713.0	+	2372.0	GO:0005525,GO:0005525,GO:0003924	GTP binding,GTP binding,GTPase activity	MF,MF,MF		
MYCTH_2111533			Peroxidase_2	Peroxidase, family 2	11506096.0	XP_003664568	MYCTH_2111533		G2QG10		MYCTH_2111533	2111533	NC_016475.1	3943728.0	3944235.0	+	508.0	GO:0004601	peroxidase activity	MF		
MYCTH_2111553			DUF1996	Podospora anserina S mat genomic DNA chromosome	11506122.0	XP_003664594	MYCTH_2111553		G2QG89		MYCTH_2111553	2111553	NC_016475.1	4041880.0	4042563.0	+	684.0					
MYCTH_2111556			MFS_1,UNC-93	Ion channel regulatory protein UNC-93	11506125.0	XP_003664597	MYCTH_2111556		G2QG92		MYCTH_2111556	2111556	NC_016475.1	4048167.0	4050136.0	-	1970.0	GO:0055085,GO:0022857	transmembrane transport,transmembrane transporter activity	BP,MF		
MYCTH_2111617					11506274.0	XP_003664668	MYCTH_2111617		G2QGL3		MYCTH_2111617	2111617	NC_016475.1	4386548.0	4387462.0	-	915.0					
MYCTH_2111641					11506308.0	XP_003664702	MYCTH_2111641		G2QGV0		MYCTH_2111641	2111641	NC_016475.1	4610997.0	4611535.0	+	539.0					
MYCTH_2111646			Kdo,Pkinase	Encoded by	11506313.0	XP_003664707	MYCTH_2111646		G2QGV5		MYCTH_2111646	2111646	NC_016475.1	4662103.0	4662608.0	+	506.0					
MYCTH_2111679					11506569.0	XP_003664746	MYCTH_2111679		G2QIG9		MYCTH_2111679	2111679	NC_016476.1	47891.0	48453.0	-	563.0					
MYCTH_2111801					11506760.0	XP_003664888	MYCTH_2111801		G2QJ68		MYCTH_2111801	2111801	NC_016476.1	875771.0	876482.0	+	712.0					
MYCTH_2111803			p450	cytochrome P450	11506762.0	XP_003664890	MYCTH_2111803		G2QJ70		MYCTH_2111803	2111803	NC_016476.1	880208.0	882745.0	+	2538.0	GO:0016705,GO:0020037,GO:0005506,GO:0055114	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process	MF,MF,MF,BP		
MYCTH_2111820			DUF2945	Protein of unknown function (DUF2945)	11506782.0	XP_003664910	MYCTH_2111820		G2QJA8		MYCTH_2111820	2111820	NC_016476.1	1022103.0	1022488.0	-	386.0					
MYCTH_2111826					11506788.0	XP_003664916	MYCTH_2111826		G2QJB4		MYCTH_2111826	2111826	NC_016476.1	1036774.0	1037552.0	-	779.0					
MYCTH_2111918					11507050.0	XP_003665022	MYCTH_2111918		G2QJM0		MYCTH_2111918	2111918	NC_016476.1	1480421.0	1481153.0	+	733.0					
MYCTH_2112012					11507233.0	XP_003665127	MYCTH_2112012		G2QJX6		MYCTH_2112012	2112012	NC_016476.1	2118068.0	2118919.0	-	852.0					
MYCTH_2112063					11510940.0	XP_003665180	MYCTH_2112063		G2QK29		MYCTH_2112063	2112063	NC_016476.1	2358734.0	2359905.0	-	1172.0					
MYCTH_2112071			Vps51	Vps51/Vps67	11510947.0	XP_003665187	MYCTH_2112071	K20296	G2QK36		MYCTH_2112071	2112071	NC_016476.1	2385270.0	2386370.0	-	1101.0					
MYCTH_2112081					11510959.0	XP_003665199	MYCTH_2112081		G2QK48		MYCTH_2112081	2112081	NC_016476.1	2419016.0	2419841.0	-	826.0					
MYCTH_2112126					11511004.0	XP_003665244	MYCTH_2112126		G2QK93		MYCTH_2112126	2112126	NC_016476.1	2559444.0	2560179.0	+	736.0					
MYCTH_2112160	YDR506C	AA1: Auxiliary Activities (AAs) 	Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3	Belongs to the multicopper oxidase family	11511040.0	XP_003665280	MYCTH_2112160		G2QKC9		MYCTH_2112160	2112160	NC_016476.1	2666901.0	2667775.0	-	875.0	GO:0016491,GO:0005507,GO:0055114,GO:0005507,GO:0055114	oxidoreductase activity,copper ion binding,oxidation-reduction process,copper ion binding,oxidation-reduction process	MF,MF,BP,MF,BP		
MYCTH_2112164					11511045.0	XP_003665285	MYCTH_2112164		G2QKD4		MYCTH_2112164	2112164	NC_016476.1	2677238.0	2678371.0	-	1134.0					
MYCTH_2112181	URA7		CTP_synth_N,GATase	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen(URA7)	11511067.0	XP_003665307	MYCTH_2112181	K01937	G2QKF6	6.3.4.2	MYCTH_2112181	2112181	NC_016476.1	2752170.0	2756560.0	-	4391.0	GO:0006241,GO:0003883,GO:0003883,GO:0006221	CTP biosynthetic process,CTP synthase activity,CTP synthase activity,pyrimidine nucleotide biosynthetic process	BP,MF,MF,BP	Pyrimidine metabolism,Metabolic pathways,Biosynthesis of cofactors	mtm00240,mtm01100,mtm01240
MYCTH_2112226			Acetyltransf_8	Siderophore biosynthesis protein domain	11511124.0	XP_003665364	MYCTH_2112226	K22151	G2QKL3		MYCTH_2112226	2112226	NC_016476.1	3032453.0	3033927.0	-	1475.0					
MYCTH_2112358					11511268.0	XP_003665508	MYCTH_2112358	K05747	G2QI74		MYCTH_2112358	2112358	NC_016476.1	3523951.0	3526354.0	+	2404.0					
MYCTH_2112409				binding of sperm to zona pellucida	11511326.0	XP_003665566	MYCTH_2112409		G2QIE7		MYCTH_2112409	2112409	NC_016476.1	3802052.0	3803998.0	-	1947.0					
MYCTH_2112425		AA3_2: Auxiliary Activities (AAs) 	GMC_oxred_C,GMC_oxred_N	flavin adenine dinucleotide binding	11511343.0	XP_003665583	MYCTH_2112425	K00108	G2QIG4	1.1.99.1	MYCTH_2112425	2112425	NC_016476.1	3871536.0	3872443.0	-	908.0	GO:0050660,GO:0055114	flavin adenine dinucleotide binding,oxidation-reduction process	MF,BP		
MYCTH_2112431			DUF3328	Domain of unknown function (DUF3328)	11511349.0	XP_003665589	MYCTH_2112431		G2QIM2		MYCTH_2112431	2112431	NC_016476.1	3909040.0	3909734.0	-	695.0	GO:0043386	mycotoxin biosynthetic process	BP		
MYCTH_2112434	YOR246C		adh_short	short chain dehydrogenase	11511353.0	XP_003665593	MYCTH_2112434	K11153	G2QIM6	1.1.1.300	MYCTH_2112434	2112434	NC_016476.1	3919544.0	3920663.0	+	1120.0					
MYCTH_2112463					11511387.0	XP_003665627	MYCTH_2112463		G2QIR0		MYCTH_2112463	2112463	NC_016476.1	4030400.0	4032154.0	-	1755.0	GO:0005515	protein binding	MF		
MYCTH_2112475			Peptidase_A4	Peptidase A4 family	11511401.0	XP_003665641	MYCTH_2112475		G2QIX7		MYCTH_2112475	2112475	NC_016476.1	4125395.0	4126564.0	+	1170.0	GO:0004190,GO:0006508	aspartic-type endopeptidase activity,proteolysis	MF,BP		
MYCTH_2112484					11511411.0	XP_003665651	MYCTH_2112484		G2QIY7		MYCTH_2112484	2112484	NC_016476.1	4152758.0	4154808.0	-	2051.0					
