id,GO,ONTOLOGY,GO_type
XP_003658864.1,"GO:0009055,GO:0051536,GO:0016491,GO:0055114,GO:0006099,GO:0051536,GO:0009055,GO:0051537,GO:0051536","electron transfer activity,iron-sulfur cluster binding,oxidoreductase activity,oxidation-reduction process,tricarboxylic acid cycle,iron-sulfur cluster binding,electron transfer activity,2 iron, 2 sulfur cluster binding,iron-sulfur cluster binding","MF,MF,MF,BP,BP,MF,MF,MF,MF"
XP_003658866.1,GO:0005515,protein binding,MF
XP_003658867.1,GO:0005515,protein binding,MF
XP_003658868.1,"GO:0016747,GO:0003824","transferase activity, transferring acyl groups other than amino-acyl groups,catalytic activity","MF,MF"
XP_003658869.1,"GO:0005525,GO:0003924,GO:0005525","GTP binding,GTPase activity,GTP binding","MF,MF,MF"
XP_003658870.1,GO:0106035,protein maturation by [4Fe-4S] cluster transfer,BP
XP_003658871.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270,GO:0006351,GO:0005634,GO:0003677,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","CC,BP,MF,MF,BP,CC,MF,MF"
XP_003658873.1,"GO:0006355,GO:0003714","regulation of transcription, DNA-templated,transcription corepressor activity","BP,MF"
XP_003658874.1,"GO:0055085,GO:0016020,GO:0022857,GO:0022857,GO:0055085,GO:0022857,GO:0016021,GO:0055085,GO:0016021,GO:0022857","transmembrane transport,membrane,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane,transmembrane transport,integral component of membrane,transmembrane transporter activity","BP,CC,MF,MF,BP,MF,CC,BP,CC,MF"
XP_003658875.1,"GO:0004553,GO:0005975,GO:0003824,GO:0005975,GO:0030246","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,catalytic activity,carbohydrate metabolic process,carbohydrate binding","MF,BP,MF,BP,MF"
XP_003658879.1,"GO:0046983,GO:0003677,GO:0045944,GO:0000977","protein dimerization activity,DNA binding,positive regulation of transcription by RNA polymerase II,RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF,MF,BP,MF"
XP_003658884.1,GO:0005515,protein binding,MF
XP_003658888.1,"GO:0006508,GO:0004222,GO:0003824,GO:0046872","proteolysis,metalloendopeptidase activity,catalytic activity,metal ion binding","BP,MF,MF,MF"
XP_003658890.1,GO:0003824,catalytic activity,MF
XP_003658893.1,"GO:0005525,GO:0005730","GTP binding,nucleolus","MF,CC"
XP_003658895.1,"GO:0005524,GO:0016887,GO:0016020","ATP binding,ATPase activity,membrane","MF,MF,CC"
XP_003658896.1,"GO:0003824,GO:0009058,GO:0030170,GO:0003824,GO:0009058,GO:0030170","catalytic activity,biosynthetic process,pyridoxal phosphate binding,catalytic activity,biosynthetic process,pyridoxal phosphate binding","MF,BP,MF,MF,BP,MF"
XP_003658897.1,"GO:0004190,GO:0004190,GO:0006508","aspartic-type endopeptidase activity,aspartic-type endopeptidase activity,proteolysis","MF,MF,BP"
XP_003658898.1,"GO:0005525,GO:0005525,GO:0003924,GO:0006414,GO:0003746,GO:0005525","GTP binding,GTP binding,GTPase activity,translational elongation,translation elongation factor activity,GTP binding","MF,MF,MF,BP,MF,MF"
XP_003658899.1,"GO:0016616,GO:0055114,GO:0000287,GO:0016616,GO:0055114,GO:0051287","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,magnesium ion binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,NAD binding","MF,BP,MF,MF,BP,MF"
XP_003658900.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003658905.1,GO:0005515,protein binding,MF
XP_003658906.1,"GO:0009116,GO:0003824","nucleoside metabolic process,catalytic activity","BP,MF"
XP_003658907.1,"GO:0016491,GO:0010181,GO:0003955,GO:0010181","oxidoreductase activity,FMN binding,NAD(P)H dehydrogenase (quinone) activity,FMN binding","MF,MF,MF,MF"
XP_003658908.1,"GO:0055085,GO:0022857,GO:0022857","transmembrane transport,transmembrane transporter activity,transmembrane transporter activity","BP,MF,MF"
XP_003658912.1,"GO:0055085,GO:0022857,GO:0022857","transmembrane transport,transmembrane transporter activity,transmembrane transporter activity","BP,MF,MF"
XP_003658913.1,"GO:0006351,GO:0005634,GO:0003677,GO:0008270","transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","BP,CC,MF,MF"
XP_003658915.1,"GO:0004553,GO:0016985,GO:0006080,GO:0030246","hydrolase activity, hydrolyzing O-glycosyl compounds,mannan endo-1,4-beta-mannosidase activity,substituted mannan metabolic process,carbohydrate binding","MF,MF,BP,MF"
XP_003658918.1,"GO:0006412,GO:0005840,GO:0003735,GO:0006412","translation,ribosome,structural constituent of ribosome,translation","BP,CC,MF,BP"
XP_003658922.1,"GO:0016491,GO:0016491,GO:0055114","oxidoreductase activity,oxidoreductase activity,oxidation-reduction process","MF,MF,BP"
XP_003658923.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_003658924.1,GO:0003676,nucleic acid binding,MF
XP_003658927.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003658928.1,"GO:0015936,GO:0055114,GO:0004420,GO:0015936,GO:0055114,GO:0016616,GO:0055114,GO:0004420,GO:0008299,GO:0005515,GO:0004420,GO:0004420","coenzyme A metabolic process,oxidation-reduction process,hydroxymethylglutaryl-CoA reductase (NADPH) activity,coenzyme A metabolic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,hydroxymethylglutaryl-CoA reductase (NADPH) activity,isoprenoid biosynthetic process,protein binding,hydroxymethylglutaryl-CoA reductase (NADPH) activity,hydroxymethylglutaryl-CoA reductase (NADPH) activity","BP,BP,MF,BP,BP,MF,BP,MF,BP,MF,MF,MF"
XP_003658929.1,GO:0003824,catalytic activity,MF
XP_003658930.1,"GO:0055085,GO:0016020,GO:0022857","transmembrane transport,membrane,transmembrane transporter activity","BP,CC,MF"
XP_003658931.1,"GO:0045735,GO:0033609","nutrient reservoir activity,oxalate metabolic process","MF,BP"
XP_003658933.1,"GO:0006383,GO:0005666","transcription by RNA polymerase III,RNA polymerase III complex","BP,CC"
XP_003658934.1,"GO:0003755,GO:0000413,GO:0003755,GO:0003755,GO:0006457","peptidyl-prolyl cis-trans isomerase activity,protein peptidyl-prolyl isomerization,peptidyl-prolyl cis-trans isomerase activity,peptidyl-prolyl cis-trans isomerase activity,protein folding","MF,BP,MF,MF,BP"
XP_003658937.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003658939.1,GO:0008080,N-acetyltransferase activity,MF
XP_003658941.1,GO:0005515,protein binding,MF
XP_003658942.1,GO:0005515,protein binding,MF
XP_003658943.1,GO:0005886,plasma membrane,CC
XP_003658944.1,"GO:0004043,GO:0009085,GO:0031177,GO:0003824","L-aminoadipate-semialdehyde dehydrogenase activity,lysine biosynthetic process,phosphopantetheine binding,catalytic activity","MF,BP,MF,MF"
XP_003658945.1,"GO:0008236,GO:0006508","serine-type peptidase activity,proteolysis","MF,BP"
XP_003658949.1,"GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672","protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity","BP,MF,BP,MF,MF"
XP_003658951.1,"GO:0016705,GO:0031418,GO:0005506,GO:0055114,GO:0016491,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,L-ascorbic acid binding,iron ion binding,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process","MF,MF,MF,BP,MF,BP"
XP_003658952.1,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",MF
XP_003658954.1,"GO:0016831,GO:0016787","carboxy-lyase activity,hydrolase activity","MF,MF"
XP_003658955.1,"GO:0016705,GO:0005506,GO:0020037,GO:0055114,GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,oxidation-reduction process","MF,MF,MF,BP,MF,MF,MF,BP,MF,BP"
XP_003658956.1,"GO:0016491,GO:0055114,GO:0016620,GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003658958.1,"GO:0055085,GO:0016020","transmembrane transport,membrane","BP,CC"
XP_003658959.1,"GO:0003824,GO:0005975,GO:0016616,GO:0055114,GO:0005737,GO:0055114,GO:0004459,GO:0016616,GO:0055114,GO:0016491,GO:0055114,GO:0019752,GO:0055114,GO:0016616,GO:0055114,GO:0004459","catalytic activity,carbohydrate metabolic process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,cytoplasm,oxidation-reduction process,L-lactate dehydrogenase activity,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,carboxylic acid metabolic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,L-lactate dehydrogenase activity","MF,BP,MF,BP,CC,BP,MF,MF,BP,MF,BP,BP,BP,MF,BP,MF"
XP_003658961.1,"GO:0004190,GO:0006508","aspartic-type endopeptidase activity,proteolysis","MF,BP"
XP_003658963.1,"GO:0004407,GO:0016575","histone deacetylase activity,histone deacetylation","MF,BP"
XP_003658964.1,"GO:0070122,GO:0008237,GO:0005515,GO:0008237,GO:0061578","isopeptidase activity,metallopeptidase activity,protein binding,metallopeptidase activity,Lys63-specific deubiquitinase activity","MF,MF,MF,MF,MF"
XP_003658968.1,GO:0045454,cell redox homeostasis,BP
XP_003658970.1,"GO:0005576,GO:0019863","extracellular region,IgE binding","CC,MF"
XP_003658972.1,"GO:0006629,GO:0008081","lipid metabolic process,phosphoric diester hydrolase activity","BP,MF"
XP_003658974.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003658975.1,"GO:0055085,GO:0016020,GO:0022857,GO:0022857,GO:0055085,GO:0016021,GO:0022857,GO:0055085,GO:0022857,GO:0016021","transmembrane transport,membrane,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane","BP,CC,MF,MF,BP,CC,MF,BP,MF,CC"
XP_003658976.1,"GO:0004553,GO:0005975,GO:0009341,GO:0005975,GO:0004565,GO:0016798,GO:0030246,GO:0003824,GO:0005975,GO:0030246","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,beta-galactosidase complex,carbohydrate metabolic process,beta-galactosidase activity,hydrolase activity, acting on glycosyl bonds,carbohydrate binding,catalytic activity,carbohydrate metabolic process,carbohydrate binding","MF,BP,CC,BP,MF,MF,MF,MF,BP,MF"
XP_003658977.1,"GO:0055085,GO:0016020,GO:0022857,GO:0022857,GO:0055085,GO:0022857,GO:0016021","transmembrane transport,membrane,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane","BP,CC,MF,MF,BP,MF,CC"
XP_003658978.1,GO:0005515,protein binding,MF
XP_003658980.1,"GO:0005992,GO:0003824","trehalose biosynthetic process,catalytic activity","BP,MF"
XP_003658981.1,"GO:0004084,GO:0009081,GO:0003824","branched-chain-amino-acid transaminase activity,branched-chain amino acid metabolic process,catalytic activity","MF,BP,MF"
XP_003658982.1,"GO:0030983,GO:0006298,GO:0005524,GO:0006298,GO:0030983,GO:0005524","mismatched DNA binding,mismatch repair,ATP binding,mismatch repair,mismatched DNA binding,ATP binding","MF,BP,MF,BP,MF,MF"
XP_003658983.1,GO:0016020,membrane,CC
XP_003658984.1,"GO:0005525,GO:0003924,GO:0005525","GTP binding,GTPase activity,GTP binding","MF,MF,MF"
XP_003658986.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003658988.1,"GO:0016020,GO:0016491,GO:0009055","membrane,oxidoreductase activity,electron transfer activity","CC,MF,MF"
XP_003658989.1,"GO:0008137,GO:0042773,GO:0055114","NADH dehydrogenase (ubiquinone) activity,ATP synthesis coupled electron transport,oxidation-reduction process","MF,BP,BP"
XP_003658990.1,"GO:0008137,GO:0055114","NADH dehydrogenase (ubiquinone) activity,oxidation-reduction process","MF,BP"
XP_003658994.1,"GO:0050660,GO:0050661,GO:0004499,GO:0055114","flavin adenine dinucleotide binding,NADP binding,N,N-dimethylaniline monooxygenase activity,oxidation-reduction process","MF,MF,MF,BP"
XP_003658995.1,"GO:0004930,GO:0007186,GO:0016021,GO:0007166,GO:0004888,GO:0016021","G protein-coupled receptor activity,G protein-coupled receptor signaling pathway,integral component of membrane,cell surface receptor signaling pathway,transmembrane signaling receptor activity,integral component of membrane","MF,BP,CC,BP,MF,CC"
XP_003658998.1,"GO:0097020,GO:0016021,GO:0006888","COPII adaptor activity,integral component of membrane,endoplasmic reticulum to Golgi vesicle-mediated transport","MF,CC,BP"
XP_003658999.1,"GO:0016435,GO:0070476,GO:0008168","rRNA (guanine) methyltransferase activity,rRNA (guanine-N7)-methylation,methyltransferase activity","MF,BP,MF"
XP_003659000.1,"GO:0016616,GO:0055114,GO:0000287,GO:0016616,GO:0055114,GO:0051287,GO:0004449,GO:0055114,GO:0006099","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,magnesium ion binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,NAD binding,isocitrate dehydrogenase (NAD+) activity,oxidation-reduction process,tricarboxylic acid cycle","MF,BP,MF,MF,BP,MF,MF,BP,BP"
XP_003659003.1,"GO:0006468,GO:0005524,GO:0004672,GO:0005524","protein phosphorylation,ATP binding,protein kinase activity,ATP binding","BP,MF,MF,MF"
XP_003659004.1,GO:0005515,protein binding,MF
XP_003659005.1,"GO:0060090,GO:0043248","molecular adaptor activity,proteasome assembly","MF,BP"
XP_003659006.1,"GO:0060090,GO:0043248","molecular adaptor activity,proteasome assembly","MF,BP"
XP_003659007.1,GO:0003676,nucleic acid binding,MF
XP_003659011.1,"GO:0055085,GO:0016021,GO:0006865,GO:0055085,GO:0016020,GO:0022857","transmembrane transport,integral component of membrane,amino acid transport,transmembrane transport,membrane,transmembrane transporter activity","BP,CC,BP,BP,CC,MF"
XP_003659014.1,"GO:0004553,GO:0005975,GO:0005576,GO:0005975,GO:0030248,GO:0005975,GO:0005576,GO:0030248","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,extracellular region,carbohydrate metabolic process,cellulose binding,carbohydrate metabolic process,extracellular region,cellulose binding","MF,BP,CC,BP,MF,BP,CC,MF"
XP_003659023.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003659027.1,GO:0046983,protein dimerization activity,MF
XP_003659033.1,"GO:0003676,GO:0004523,GO:0003676","nucleic acid binding,RNA-DNA hybrid ribonuclease activity,nucleic acid binding","MF,MF,MF"
XP_003659036.1,"GO:0050660,GO:0055114,GO:0050660,GO:0016614,GO:0055114","flavin adenine dinucleotide binding,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003659037.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003659040.1,"GO:0003824,GO:0005978,GO:0004134,GO:0004135,GO:0004134,GO:0004135,GO:0005980","catalytic activity,glycogen biosynthetic process,4-alpha-glucanotransferase activity,amylo-alpha-1,6-glucosidase activity,4-alpha-glucanotransferase activity,amylo-alpha-1,6-glucosidase activity,glycogen catabolic process","MF,BP,MF,MF,MF,MF,BP"
XP_003659041.1,"GO:0046168,GO:0055114,GO:0016616,GO:0051287,GO:0055114,GO:0009331,GO:0006072,GO:0004367,GO:0055114,GO:0005975,GO:0004367,GO:0055114,GO:0016491,GO:0055114","glycerol-3-phosphate catabolic process,oxidation-reduction process,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,NAD binding,oxidation-reduction process,glycerol-3-phosphate dehydrogenase complex,glycerol-3-phosphate metabolic process,glycerol-3-phosphate dehydrogenase [NAD+] activity,oxidation-reduction process,carbohydrate metabolic process,glycerol-3-phosphate dehydrogenase [NAD+] activity,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process","BP,BP,MF,MF,BP,CC,BP,MF,BP,BP,MF,BP,MF,BP"
XP_003659043.1,"GO:0008234,GO:0006508","cysteine-type peptidase activity,proteolysis","MF,BP"
XP_003659044.1,"GO:0005730,GO:0000462,GO:0030686,GO:0030688","nucleolus,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),90S preribosome,preribosome, small subunit precursor","CC,BP,CC,CC"
XP_003659045.1,"GO:0008641,GO:0005829,GO:0004792,GO:0002143","ubiquitin-like modifier activating enzyme activity,cytosol,thiosulfate sulfurtransferase activity,tRNA wobble position uridine thiolation","MF,CC,MF,BP"
XP_003659046.1,GO:0001405,"PAM complex, Tim23 associated import motor",CC
XP_003659050.1,"GO:0019773,GO:0006511,GO:0005839,GO:0051603,GO:0005839","proteasome core complex, alpha-subunit complex,ubiquitin-dependent protein catabolic process,proteasome core complex,proteolysis involved in cellular protein catabolic process,proteasome core complex","CC,BP,CC,BP,CC"
XP_003659051.1,"GO:0005730,GO:0006355,GO:0008134,GO:0003677","nucleolus,regulation of transcription, DNA-templated,transcription factor binding,DNA binding","CC,BP,MF,MF"
XP_003659053.1,"GO:0004725,GO:0006470,GO:1902751","protein tyrosine phosphatase activity,protein dephosphorylation,positive regulation of cell cycle G2/M phase transition","MF,BP,BP"
XP_003659055.1,"GO:0006351,GO:0003677,GO:0003899","transcription, DNA-templated,DNA binding,DNA-directed 5'-3' RNA polymerase activity","BP,MF,MF"
XP_003659057.1,GO:0008270,zinc ion binding,MF
XP_003659058.1,"GO:0006511,GO:0031625,GO:0006511,GO:0031461,GO:0031625","ubiquitin-dependent protein catabolic process,ubiquitin protein ligase binding,ubiquitin-dependent protein catabolic process,cullin-RING ubiquitin ligase complex,ubiquitin protein ligase binding","BP,MF,BP,CC,MF"
XP_003659062.1,"GO:0008168,GO:0008168,GO:0003723,GO:0006364,GO:0008757,GO:0003723","methyltransferase activity,methyltransferase activity,RNA binding,rRNA processing,S-adenosylmethionine-dependent methyltransferase activity,RNA binding","MF,MF,MF,BP,MF,MF"
XP_003659063.1,"GO:0006886,GO:0016192,GO:0016192,GO:0030130,GO:0030132,GO:0005198,GO:0006886,GO:0005515,GO:0032051,GO:0071439,GO:0016192","intracellular protein transport,vesicle-mediated transport,vesicle-mediated transport,clathrin coat of trans-Golgi network vesicle,clathrin coat of coated pit,structural molecule activity,intracellular protein transport,protein binding,clathrin light chain binding,clathrin complex,vesicle-mediated transport","BP,BP,BP,CC,CC,MF,BP,MF,MF,CC,BP"
XP_003659068.1,"GO:0005524,GO:0015986,GO:0045261,GO:0046933,GO:1902600,GO:0046034,GO:0015986,GO:0032559","ATP binding,ATP synthesis coupled proton transport,proton-transporting ATP synthase complex, catalytic core F(1),proton-transporting ATP synthase activity, rotational mechanism,proton transmembrane transport,ATP metabolic process,ATP synthesis coupled proton transport,adenyl ribonucleotide binding","MF,BP,CC,MF,BP,BP,BP,MF"
XP_003659069.1,GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity,MF
XP_003659072.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003659074.1,"GO:0005743,GO:0006850","mitochondrial inner membrane,mitochondrial pyruvate transmembrane transport","CC,BP"
XP_003659075.1,"GO:0009374,GO:0005524,GO:0006094,GO:0004736,GO:0006090,GO:0003824,GO:0005524,GO:0046872,GO:0005524","biotin binding,ATP binding,gluconeogenesis,pyruvate carboxylase activity,pyruvate metabolic process,catalytic activity,ATP binding,metal ion binding,ATP binding","MF,MF,BP,MF,BP,MF,MF,MF,MF"
XP_003659077.1,"GO:0008236,GO:0006508,GO:0006508","serine-type peptidase activity,proteolysis,proteolysis","MF,BP,BP"
XP_003659078.1,"GO:0008168,GO:0008168,GO:0006694","methyltransferase activity,methyltransferase activity,steroid biosynthetic process","MF,MF,BP"
XP_003659085.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003659092.1,"GO:0007165,GO:0035091","signal transduction,phosphatidylinositol binding","BP,MF"
XP_003659093.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding","CC,BP,MF,MF"
XP_003659096.1,GO:0003676,nucleic acid binding,MF
XP_003659098.1,"GO:0005758,GO:0005507,GO:0006825,GO:0016531","mitochondrial intermembrane space,copper ion binding,copper ion transport,copper chaperone activity","CC,MF,BP,MF"
XP_003659100.1,"GO:0045116,GO:0019781,GO:0008641","protein neddylation,NEDD8 activating enzyme activity,ubiquitin-like modifier activating enzyme activity","BP,MF,MF"
XP_003659101.1,"GO:0006351,GO:0046983,GO:0003899,GO:0006351,GO:0003899,GO:0046983,GO:0006351,GO:0006351,GO:0003677,GO:0003899","transcription, DNA-templated,protein dimerization activity,DNA-directed 5'-3' RNA polymerase activity,transcription, DNA-templated,DNA-directed 5'-3' RNA polymerase activity,protein dimerization activity,transcription, DNA-templated,transcription, DNA-templated,DNA binding,DNA-directed 5'-3' RNA polymerase activity","BP,MF,MF,BP,MF,MF,BP,BP,MF,MF"
XP_003659103.1,"GO:0016651,GO:0055114,GO:0016651,GO:0048038,GO:0055114,GO:0051287","oxidoreductase activity, acting on NAD(P)H,oxidation-reduction process,oxidoreductase activity, acting on NAD(P)H,quinone binding,oxidation-reduction process,NAD binding","MF,BP,MF,MF,BP,MF"
XP_003659105.1,"GO:0071949,GO:0016709,GO:0055114,GO:0016709,GO:0050660,GO:0006744,GO:0055114,GO:0004497,GO:0055114","FAD binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,flavin adenine dinucleotide binding,ubiquinone biosynthetic process,oxidation-reduction process,monooxygenase activity,oxidation-reduction process","MF,MF,BP,MF,MF,BP,BP,MF,BP"
XP_003659108.1,"GO:0006468,GO:0005524,GO:0004672,GO:0005524,GO:0006468,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,ATP binding,protein phosphorylation,protein kinase activity","BP,MF,MF,MF,BP,MF"
XP_003659109.1,GO:0003725,double-stranded RNA binding,MF
XP_003659110.1,"GO:0030126,GO:0006890","COPI vesicle coat,retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","CC,BP"
XP_003659111.1,"GO:0006270,GO:0005524,GO:0003678,GO:0042555,GO:0003677,GO:0006270,GO:0005524,GO:0003677,GO:0006260,GO:0005524,GO:0003677","DNA replication initiation,ATP binding,DNA helicase activity,MCM complex,DNA binding,DNA replication initiation,ATP binding,DNA binding,DNA replication,ATP binding,DNA binding","BP,MF,MF,CC,MF,BP,MF,MF,BP,MF,MF"
XP_003659113.1,"GO:0005783,GO:0016021,GO:0006486","endoplasmic reticulum,integral component of membrane,protein glycosylation","CC,CC,BP"
XP_003659114.1,"GO:0005524,GO:0005975,GO:0016773,GO:0001678,GO:0005536,GO:0005524,GO:0004396,GO:0005975,GO:0005524,GO:0006096,GO:0004396","ATP binding,carbohydrate metabolic process,phosphotransferase activity, alcohol group as acceptor,cellular glucose homeostasis,glucose binding,ATP binding,hexokinase activity,carbohydrate metabolic process,ATP binding,glycolytic process,hexokinase activity","MF,BP,MF,BP,MF,MF,MF,BP,MF,BP,MF"
XP_003659115.1,"GO:0003824,GO:0019346,GO:0030170","catalytic activity,transsulfuration,pyridoxal phosphate binding","MF,BP,MF"
XP_003659117.1,GO:0016274,protein-arginine N-methyltransferase activity,MF
XP_003659118.1,"GO:0005524,GO:0005524,GO:0007031,GO:0005777,GO:0005524,GO:0005778,GO:0016887,GO:0006625","ATP binding,ATP binding,peroxisome organization,peroxisome,ATP binding,peroxisomal membrane,ATPase activity,protein targeting to peroxisome","MF,MF,BP,CC,MF,CC,MF,BP"
XP_003659119.1,"GO:0006270,GO:0005524,GO:0003677,GO:0006270,GO:0005524,GO:0003678,GO:0042555,GO:0003677,GO:0006260,GO:0005524,GO:0003677","DNA replication initiation,ATP binding,DNA binding,DNA replication initiation,ATP binding,DNA helicase activity,MCM complex,DNA binding,DNA replication,ATP binding,DNA binding","BP,MF,MF,BP,MF,MF,CC,MF,BP,MF,MF"
XP_003659120.1,"GO:0032543,GO:0005763","mitochondrial translation,mitochondrial small ribosomal subunit","BP,CC"
XP_003659121.1,"GO:0042254,GO:0005634","ribosome biogenesis,nucleus","BP,CC"
XP_003659122.1,GO:0007165,signal transduction,BP
XP_003659123.1,"GO:0018344,GO:0004663,GO:0003824","protein geranylgeranylation,Rab geranylgeranyltransferase activity,catalytic activity","BP,MF,MF"
XP_003659125.1,"GO:0006298,GO:0030983,GO:0005524,GO:0030983,GO:0006298,GO:0005524,GO:0006298,GO:0030983","mismatch repair,mismatched DNA binding,ATP binding,mismatched DNA binding,mismatch repair,ATP binding,mismatch repair,mismatched DNA binding","BP,MF,MF,MF,BP,MF,BP,MF"
XP_003659126.1,"GO:0055085,GO:0016021,GO:0022857,GO:0022857,GO:0055085,GO:0022857,GO:0016021,GO:0055085,GO:0016020,GO:0022857","transmembrane transport,integral component of membrane,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane,transmembrane transport,membrane,transmembrane transporter activity","BP,CC,MF,MF,BP,MF,CC,BP,CC,MF"
XP_003659129.1,GO:0003824,catalytic activity,MF
XP_003659134.1,GO:0003682,chromatin binding,MF
XP_003659135.1,GO:0006412,translation,BP
XP_003659137.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
XP_003659138.1,"GO:0016787,GO:0006506","hydrolase activity,GPI anchor biosynthetic process","MF,BP"
XP_003659139.1,"GO:0004844,GO:0006281,GO:0006284,GO:0006281,GO:0016799","uracil DNA N-glycosylase activity,DNA repair,base-excision repair,DNA repair,hydrolase activity, hydrolyzing N-glycosyl compounds","MF,BP,BP,BP,MF"
