query_id,subject_id,identity,alignment length,mismatches,gap,q.start,q.end,s.start,s.end,e-value,bit score
XP_955945.2,EAA26709.1 GH18: Glycoside Hydrolases (GHs) ,99.8,468,1,0,43,510,108,575,1.7e-269,931.4
XP_955990.2,AEO62828.1 GH154: Glycoside Hydrolases (GHs) ,77.1,668,142,5,20,678,10,675,0.0,1067.8
XP_956002.2,QKX59775.1 CBM21: Carbohydrate-Binding Modules (CBMs) ,99.0,99,1,0,5,103,621,719,5.8e-47,189.9
XP_956034.1,EAA26798.1 GH128: Glycoside Hydrolases (GHs) ,100.0,373,0,0,1,373,1,373,2.8e-208,727.6
XP_956091.1,QKX64679.1 GH16_1: Glycoside Hydrolases (GHs) ,45.5,77,40,2,11,86,23,98,3.6e-08,60.8
XP_956101.2,AOZ95200.1 GH43_35: Glycoside Hydrolases (GHs) ,40.6,143,71,3,134,262,66,208,2.5e-20,104.0
XP_956104.1,EAA26868.1 GH3: Glycoside Hydrolases (GHs) ,100.0,875,0,0,1,875,1,875,0.0,1798.1
XP_956109.2,EAA26873.1 AA9: Auxiliary Activities (AAs) CBM1: Carbohydrate-Binding Modules (CBMs) ,96.5,342,0,1,1,330,1,342,9.8e-173,609.4
XP_956150.2,AEO70370.1 AA5_1: Auxiliary Activities (AAs) ,41.4,198,109,6,40,234,36,229,2.6e-33,147.1
XP_956154.2,QHO46828.1 GH38: Glycoside Hydrolases (GHs) ,54.7,64,25,1,92,155,225,284,1.4e-11,73.9
XP_956228.1,XP_330902.1 CE1: Carbohydrate Esterases (CEs) ,100.0,290,0,0,1,290,1,290,2.6e-169,597.8
XP_956238.2,ARF09799.1 CBM48: Carbohydrate-Binding Modules (CBMs) ,40.3,62,31,1,191,252,216,271,4.3e-07,59.3
XP_956270.2,CAB99175.1 GT39: GlycosylTransferases (GTs) ,99.7,750,0,1,1,750,1,748,0.0,1556.6
XP_956297.1,QKX55675.1 GT34: GlycosylTransferases (GTs) ,42.1,304,165,6,16,316,13,308,3.8e-57,225.3
XP_956319.3,QKX59775.1 CBM21: Carbohydrate-Binding Modules (CBMs) ,65.0,100,33,1,27,126,620,717,9.5e-28,126.7
XP_956331.3,XP_323703.1 GT2: GlycosylTransferases (GTs) ,100.0,1819,0,0,1,1819,1,1819,0.0,3646.7
XP_956333.2,AEO67085.1 GT2: GlycosylTransferases (GTs) ,79.5,1889,355,14,1,1874,1,1871,0.0,2951.0
XP_956348.3,QGI80868.1 GH18: Glycoside Hydrolases (GHs) ,50.0,186,85,3,74,255,279,460,2.6e-47,192.6
XP_956349.1,XP_324398.1 GT20: GlycosylTransferases (GTs) ,100.0,1015,0,0,1,1015,1,1015,0.0,2017.7
XP_956350.3,QIW97104.1 AA1: Auxiliary Activities (AAs) ,48.9,570,270,12,15,573,3,562,7.300000000000001e-145,517.7
XP_956371.2,XP_322147.1 GH16_22: Glycoside Hydrolases (GHs) ,100.0,393,0,0,8,400,19,411,1.6e-233,811.6
XP_956404.1,SMY24715.1 CE16: Carbohydrate Esterases (CEs) ,40.9,149,82,3,335,478,17,164,2.8e-21,107.1
XP_956410.1,QKX57828.1 GH53: Glycoside Hydrolases (GHs) ,50.6,259,127,1,8,265,35,293,9e-67,257.3
XP_956416.1,XP_322279.1 GT22: GlycosylTransferases (GTs) ,100.0,664,0,0,1,664,1,664,0.0,1300.0
XP_956431.1,EAA27195.1 GH7: Glycoside Hydrolases (GHs) ,100.0,438,0,0,1,438,1,438,1.6e-263,911.4
XP_956453.1,CAD70365.1 GT1: GlycosylTransferases (GTs) ,100.0,337,0,0,1,337,1,337,7.599999999999999e-189,662.9
XP_956468.3,VUW72999.1 AA1: Auxiliary Activities (AAs) ,43.3,448,233,9,356,791,190,628,7e-90,335.5
XP_956567.1,CUI24525.1 GH19: Glycoside Hydrolases (GHs) ,53.9,293,124,6,32,316,7,296,1.4e-74,284.3
XP_956573.1,QHN95749.1 GT1: GlycosylTransferases (GTs) ,75.0,52,10,1,135,183,241,292,6.3e-12,74.3
XP_956581.1,XP_323315.1 GH6: Glycoside Hydrolases (GHs) ,100.0,396,0,0,1,396,1,396,4.7e-230,800.0
XP_956591.1,EAA27355.1 AA8: Auxiliary Activities (AAs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,829,0,0,1,829,1,829,0.0,1698.7
XP_956597.1,QKX59775.1 CBM21: Carbohydrate-Binding Modules (CBMs) ,99.0,99,1,0,5,103,621,719,5.8e-47,189.9
XP_956603.2,QDK56813.1 GH28: Glycoside Hydrolases (GHs) ,41.1,124,72,1,47,170,500,622,3.6e-20,101.7
XP_956630.2,CAD70539.1 GT4: GlycosylTransferases (GTs) ,99.7,2901,3,1,1,2901,1,2894,0.0,5788.4
XP_956631.1,ERF71977.1 GH135: Glycoside Hydrolases (GHs) ,54.0,50,23,0,323,372,1,50,1.2e-08,64.7
XP_956633.3,EON95716.1 GH135: Glycoside Hydrolases (GHs) ,52.5,80,24,4,4,83,9,74,2e-10,70.9
XP_956634.1,EAA27398.1 GH114: Glycoside Hydrolases (GHs) ,100.0,364,0,0,1,364,1,364,6.7e-199,696.4
XP_956635.1,EAA27399.1 CE18: Carbohydrate Esterases (CEs) CBM87: Carbohydrate-Binding Modules (CBMs) ,100.0,691,0,0,1,691,1,691,0.0,1355.5
XP_956636.1,XP_324495.1 GT25: GlycosylTransferases (GTs) ,100.0,389,0,0,1,389,1,389,6.200000000000001e-227,789.6
XP_956657.1,CAD70564.1 CE5: Carbohydrate Esterases (CEs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,300,0,0,1,300,1,300,7.999999999999999e-166,586.3
XP_956676.2,XP_322249.1 GT57: GlycosylTransferases (GTs) ,98.4,505,7,1,1,505,1,504,2.7e-283,977.2
XP_956677.2,QKX57890.1 GT57: GlycosylTransferases (GTs) ,43.9,1069,479,26,1,1049,494,1461,5.3e-207,724.9
XP_956681.1,AUB24781.1 GT4: GlycosylTransferases (GTs) ,41.4,261,139,3,38,285,9,268,8.5e-46,187.6
XP_956704.2,VDC84150.1 GH17: Glycoside Hydrolases (GHs) CBM43: Carbohydrate-Binding Modules (CBMs) ,42.2,353,184,9,26,358,533,885,9.9e-70,267.3
XP_956722.1,QHO09023.1 CE13: Carbohydrate Esterases (CEs) ,56.4,39,17,0,330,368,166,204,0.00035,49.7
XP_956756.1,VUW72999.1 AA1: Auxiliary Activities (AAs) ,49.0,657,298,13,259,887,3,650,1.6e-151,540.4
XP_956761.2,CEF62298.1 GT4: GlycosylTransferases (GTs) CEF62298.1: Carbohydrate Esterases (CEs) ,51.2,168,82,0,8,175,9,176,1.5e-43,179.5
XP_956768.1,EAA27532.1 GH131: Glycoside Hydrolases (GHs) ,100.0,261,0,0,1,261,1,261,2.5e-155,551.2
XP_956770.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,44.8,359,192,3,21,373,1212,1570,5.5e-87,324.7
XP_956843.1,QKD58853.1 GH18: Glycoside Hydrolases (GHs) ,41.1,394,217,5,4,382,396,789,8.7e-71,271.6
XP_956911.1,VWO98775.1 GT1: GlycosylTransferases (GTs) ,52.6,76,32,1,81,152,247,322,2.1e-14,84.0
XP_956930.1,QDK56798.1 GH28: Glycoside Hydrolases (GHs) ,48.7,154,76,2,9,161,126,277,5.5e-34,147.5
XP_956937.1,XP_323879.1 CE3: Carbohydrate Esterases (CEs) ,100.0,279,0,0,1,279,1,279,3.9e-154,547.4
XP_956939.1,EAA27703.1 AA1_3: Auxiliary Activities (AAs) ,100.0,619,0,0,1,619,1,619,0.0,1288.9
XP_956950.3,QKD59433.1 GT64: GlycosylTransferases (GTs) ,64.9,225,60,2,106,330,322,527,1.4e-73,280.0
XP_956966.2,CAB91426.1 GH15: Glycoside Hydrolases (GHs) CBM20: Carbohydrate-Binding Modules (CBMs) ,100.0,626,0,0,38,663,1,626,0.0,1234.6
XP_956972.2,QCD77328.1 GH36: Glycoside Hydrolases (GHs) ,54.3,162,74,0,19,180,747,908,1.7e-40,169.5
XP_957004.1,ANH56599.1 GT1: GlycosylTransferases (GTs) ,55.3,38,17,0,43,80,32,69,0.00019,51.6
XP_957042.1,XP_323826.1 GT69: GlycosylTransferases (GTs) ,100.0,410,0,0,1,410,1,410,6.499999999999999e-243,842.8
XP_957063.1,XP_323847.1 CE1: Carbohydrate Esterases (CEs) ,100.0,315,0,0,1,315,1,315,3.6e-185,650.6
XP_957069.2,EAA27833.1 GH18: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,404,0,0,25,428,37,440,6.6e-230,799.7
XP_957090.1,CAD70429.1 GH7: Glycoside Hydrolases (GHs) ,100.0,450,0,0,1,450,1,450,3.2e-275,950.3
XP_957091.2,CAD70430.1 GH55: Glycoside Hydrolases (GHs) ,98.6,798,0,1,1,787,1,798,0.0,1602.0
XP_957097.2,CAP68330.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,53.3,60,28,0,37,96,158,217,2.2e-11,71.6
XP_957099.1,EAA27863.1 AA1_3: Auxiliary Activities (AAs) ,100.0,595,0,0,1,595,1,595,0.0,1258.0
XP_957107.1,CAD70529.1 GH45: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,293,0,0,1,293,1,293,3.3e-172,607.4
XP_957118.2,QKD62511.1 AA11: Auxiliary Activities (AAs) ,41.4,321,187,1,43,363,1251,1570,6.7e-74,281.2
XP_957144.1,XP_326359.1 GH16_23: Glycoside Hydrolases (GHs) ,100.0,315,0,0,1,315,1,315,2.8e-185,651.0
XP_957145.3,EAA27909.1 GH64: Glycoside Hydrolases (GHs) ,95.8,475,10,1,1,465,47,521,4.6e-253,876.7
XP_957176.3,QCE09788.1 GT1: GlycosylTransferases (GTs) ,46.8,111,55,3,383,492,764,871,2.5e-17,94.0
XP_957179.2,AVI60826.1 GT22: GlycosylTransferases (GTs) ,85.7,426,61,0,11,436,583,1008,1.9e-216,755.0
XP_957191.3,EAA27955.2 GH0: Glycoside Hydrolases (GHs) ,99.9,993,0,1,56,1048,12,1003,0.0,2088.9
XP_957210.2,EAA27974.1 GH76: Glycoside Hydrolases (GHs) ,100.0,331,0,0,1,331,39,369,6.3e-196,686.4
XP_957228.1,QIE96744.1 GH108: Glycoside Hydrolases (GHs) ,50.6,81,40,0,368,448,1,81,2.9e-12,77.8
XP_957232.2,VDC82915.1 GH3: Glycoside Hydrolases (GHs) ,58.4,89,36,1,158,246,135,222,4.2e-19,99.4
XP_957300.2,ALC44309.1 GH29: Glycoside Hydrolases (GHs) ,46.9,143,74,2,301,443,129,269,9.4e-25,118.2
XP_957321.1,EAA28085.1 GT90: GlycosylTransferases (GTs) ,100.0,619,0,0,1,619,1,619,0.0,1288.1
XP_957384.1,AXO37891.1 CBM2: Carbohydrate-Binding Modules (CBMs) ,41.4,382,210,7,14,389,1,374,2.4e-56,223.0
XP_957398.1,QDK56813.1 GH28: Glycoside Hydrolases (GHs) ,52.4,124,58,1,51,174,500,622,2e-29,132.5
XP_957415.2,CAD71092.1 GH6: Glycoside Hydrolases (GHs) ,100.0,383,0,0,37,419,1,383,1.6e-220,768.5
XP_957450.3,CAD71059.1 GH11: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,293,0,0,1,293,1,293,3.8e-152,540.8
XP_957455.1,QKX61863.1 GH47: Glycoside Hydrolases (GHs) ,56.3,900,333,14,1,874,832,1697,1.3e-203,713.4
XP_957472.1,CAF06053.1 GH30_3: Glycoside Hydrolases (GHs) ,100.0,480,0,0,1,480,1,480,1.3e-279,964.9
XP_957491.2,VUW72999.1 AA1: Auxiliary Activities (AAs) ,40.2,259,151,3,193,448,180,437,1.7e-42,177.2
XP_957507.1,ACZ86812.1 CBM12: Carbohydrate-Binding Modules (CBMs) ,44.4,225,105,6,238,459,712,919,2.7e-36,156.8
XP_957508.1,CAF06015.1 GH16_3: Glycoside Hydrolases (GHs) ,100.0,287,0,0,1,287,1,287,3.3e-177,624.0
XP_957549.3,CED82388.1 GT4: GlycosylTransferases (GTs) CED82388.1: Carbohydrate Esterases (CEs) ,52.7,74,35,0,2,75,24,97,8.4e-17,90.1
XP_957553.1,XP_323233.1 GH5_9: Glycoside Hydrolases (GHs) ,100.0,903,0,0,1,903,1,903,0.0,1457.6
XP_957574.1,QEL59934.1 GH5_9: Glycoside Hydrolases (GHs) ,51.1,333,157,4,34,365,342,669,4.5e-86,321.6
XP_957642.2,CAE85587.1 GH7: Glycoside Hydrolases (GHs) ,100.0,331,0,0,1,331,28,358,2.4e-195,684.5
XP_957644.1,CAE85589.1 GT4: GlycosylTransferases (GTs) ,100.0,462,0,0,1,462,1,462,3.5e-277,956.8
XP_957652.1,CAE85598.1 GT15: GlycosylTransferases (GTs) ,100.0,434,0,0,1,434,1,434,2.2e-265,917.5
XP_957653.2,VBB80068.1 GT0: GlycosylTransferases (GTs) ,49.9,419,121,8,2,389,3,363,3.9e-104,381.7
XP_957681.3,EAA28445.2 AA12: Auxiliary Activities (AAs) ,100.0,449,0,0,108,556,5,453,2.6e-250,867.8
XP_957704.2,KHE89680.1 GH16_10: Glycoside Hydrolases (GHs) ,100.0,300,0,0,1,300,1,300,2.3e-160,568.2
XP_957752.1,XP_322367.1 GT1: GlycosylTransferases (GTs) ,100.0,1310,0,0,1,1310,1,1310,0.0,2463.0
XP_957775.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,40.9,340,195,3,44,383,1237,1570,5.8e-76,288.1
XP_957780.1,ATZ46318.1 GH128: Glycoside Hydrolases (GHs) ,43.0,93,51,2,451,542,118,209,3.3e-11,73.6
XP_957841.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,45.1,357,194,2,14,370,1216,1570,4.9e-88,328.2
XP_957849.3,EAA28613.3 AA12: Auxiliary Activities (AAs) ,100.0,438,0,0,1,438,1,438,8.2e-260,899.0
XP_957876.3,ATY59959.1 GT31: GlycosylTransferases (GTs) ,50.0,662,253,11,1,618,1,628,1.5e-153,546.6
XP_957920.2,QKX57094.1 GH63: Glycoside Hydrolases (GHs) ,47.1,444,175,11,51,491,15,401,5.5e-95,351.7
XP_957924.2,EAA28688.1 GH18: Glycoside Hydrolases (GHs) ,100.0,444,0,0,42,485,1,444,2.2e-258,894.4
XP_957927.3,EAA28691.2 AA1_2: Auxiliary Activities (AAs) ,100.0,532,0,0,1,532,2,533,0.0,1134.8
XP_957931.2,EAA28695.1 GH76: Glycoside Hydrolases (GHs) ,100.0,412,0,0,1,412,1,412,1.3e-243,845.1
XP_957950.1,XP_324242.1 GH31: Glycoside Hydrolases (GHs) ,100.0,1271,0,0,1,1271,1,1271,0.0,2440.2
XP_957953.2,VDD58900.1 PL1_1: Polysaccharide Lyases (PLs) ,40.2,107,62,2,14,120,551,655,2.3e-18,95.5
XP_957967.2,ALI93560.1 GH18: Glycoside Hydrolases (GHs) ,53.4,406,168,9,34,434,385,774,7.4e-112,407.5
XP_957979.1,BAE54672.1 GH17: Glycoside Hydrolases (GHs) ,55.0,131,44,2,171,287,1,130,6.3e-33,145.6
XP_957980.1,XP_327157.1 GT48: GlycosylTransferases (GTs) ,100.0,1955,0,0,1,1955,1,1955,0.0,3826.9
XP_958016.1,QDS75746.1 GH0: Glycoside Hydrolases (GHs) ,55.8,77,33,1,107,182,602,678,7.6e-16,88.2
XP_958019.2,XP_329652.1 GH16_4: Glycoside Hydrolases (GHs) ,100.0,467,0,0,7,473,1,467,1.1e-283,978.4
XP_958027.3,XP_327147.1 GH43_24: Glycoside Hydrolases (GHs) ,100.0,363,0,0,1,363,1,363,1.4e-212,741.9
XP_958032.1,XP_331509.1 GH16_18: Glycoside Hydrolases (GHs) ,100.0,375,0,0,1,375,1,375,8.7e-202,706.1
XP_958040.2,VDC80439.1 GH28: Glycoside Hydrolases (GHs) ,52.5,80,38,0,256,335,423,502,6.6e-17,92.0
XP_958049.2,QKD58853.1 GH18: Glycoside Hydrolases (GHs) ,63.9,454,163,1,1,454,391,843,5e-163,577.8
XP_958094.1,XP_322080.1 CE12: Carbohydrate Esterases (CEs) ,100.0,269,0,0,1,269,1,269,1.3e-151,538.9
XP_958095.2,QGA15179.1 GT1: GlycosylTransferases (GTs) ,47.6,82,43,0,210,291,359,440,8.7e-14,81.3
XP_958127.2,EAA28891.1 AA11: Auxiliary Activities (AAs) ,100.0,492,0,0,1,492,1,492,2e-283,977.6
XP_958156.1,XP_332108.1 CE16: Carbohydrate Esterases (CEs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,392,0,0,1,392,1,392,7.500000000000001e-196,686.4
XP_958165.1,EAA28929.1 GH94: Glycoside Hydrolases (GHs) ,100.0,791,0,0,1,791,1,791,0.0,1634.4
XP_958179.2,CAD37064.1 GH35: Glycoside Hydrolases (GHs) ,97.3,1020,0,1,1,1020,1,992,0.0,2010.7
XP_958189.1,EAA58873.1 GH31: Glycoside Hydrolases (GHs) ,45.6,320,139,10,1,303,1126,1427,5.8e-66,254.6
XP_958197.1,XP_330407.1 GT4: GlycosylTransferases (GTs) ,100.0,534,0,0,1,534,1,534,0.0,1072.8
XP_958199.1,AJQ92574.1 CBM13: Carbohydrate-Binding Modules (CBMs) ,43.9,449,207,16,18,459,23,433,3.1e-84,315.8
XP_958209.2,CAB91343.2 GH3: Glycoside Hydrolases (GHs) ,100.0,774,0,0,1,774,1,774,0.0,1592.0
XP_958210.1,XP_329672.1 GH93: Glycoside Hydrolases (GHs) ,100.0,391,0,0,1,391,1,391,1.1e-234,815.5
XP_958216.2,VDD15082.1 GH13_8: Glycoside Hydrolases (GHs) CBM48: Carbohydrate-Binding Modules (CBMs) ,40.3,216,126,2,437,649,873,1088,1.6e-35,155.2
XP_958218.3,ACJ72161.1 GT1: GlycosylTransferases (GTs) ,57.8,102,43,0,8,109,5,106,8.2e-26,120.2
XP_958227.1,XP_325771.1 GT69: GlycosylTransferases (GTs) ,100.0,457,0,0,1,457,1,457,2e-272,941.0
XP_958234.1,EAA28998.1 AA8: Auxiliary Activities (AAs) ,100.0,828,0,0,1,828,1,828,0.0,1701.4
XP_958235.1,EAA28999.1 GH10: Glycoside Hydrolases (GHs) ,100.0,329,0,0,1,329,1,329,1.7e-188,661.8
XP_958236.3,QGI94678.1 CE16: Carbohydrate Esterases (CEs) ,42.5,313,172,5,354,661,337,646,2.7e-68,263.5
XP_958254.1,EAA29018.1 AA9: Auxiliary Activities (AAs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,369,0,0,1,369,1,369,1.3e-186,655.6
XP_958255.2,XP_328467.1 GT32: GlycosylTransferases (GTs) ,89.3,375,0,1,1,375,1,335,4.6e-195,683.7
XP_958256.2,XP_328468.1 GT31: GlycosylTransferases (GTs) ,100.0,486,0,0,1,486,1,486,7.2e-292,1005.7
XP_958257.1,CAP68330.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,52.7,330,137,7,22,348,58,371,7.2e-89,330.9
XP_958274.1,CBX99002.1 GH18: Glycoside Hydrolases (GHs) ,51.5,297,122,5,9,283,3,299,1.3e-82,310.1
XP_958282.2,VDD22849.1 CBM0: Carbohydrate-Binding Modules (CBMs) ,44.8,384,192,7,446,822,463,833,1.9e-71,274.2
XP_958305.1,EAA29069.1 GT0: GlycosylTransferases (GTs) ,100.0,880,0,0,1,880,1,880,0.0,1751.1
XP_958320.3,AWP09643.1 GT27: GlycosylTransferases (GTs) CBM13: Carbohydrate-Binding Modules (CBMs) ,51.1,397,185,5,25,417,574,965,5.2e-109,398.3
XP_958331.1,EAA29095.1 GH67: Glycoside Hydrolases (GHs) ,100.0,836,0,0,1,836,1,836,0.0,1706.0
XP_958335.2,EAA29099.1 GH71: Glycoside Hydrolases (GHs) ,95.9,484,0,1,1,484,1,464,1.5e-270,934.9
XP_958348.1,EAA29112.1 GH131: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,405,0,0,1,405,1,405,6.5e-195,683.3
XP_958358.1,XP_330424.1 CE1: Carbohydrate Esterases (CEs) ,100.0,302,0,0,1,302,1,302,4.7e-174,613.6
XP_958359.1,EAA29123.1 GH54: Glycoside Hydrolases (GHs) ,100.0,342,0,0,1,342,1,342,1.4e-198,695.3
XP_958368.1,EAA29132.1 AA9: Auxiliary Activities (AAs) ,100.0,308,0,0,1,308,1,308,8.5e-179,629.4
XP_958396.1,EAA29160.1 GT71: GlycosylTransferases (GTs) ,100.0,532,0,0,1,532,1,532,0.0,1109.0
XP_958408.1,VDD20314.1 GH3: Glycoside Hydrolases (GHs) ,55.6,313,133,3,21,330,995,1304,2.6e-88,328.9
XP_958421.2,CAC9909034.1 GT8: GlycosylTransferases (GTs) ,72.3,393,108,1,5,397,331,722,3.1e-157,558.1
XP_958437.3,XP_329867.1 CE4: Carbohydrate Esterases (CEs) ,99.2,261,2,0,5,265,24,284,1.5e-134,482.3
XP_958441.1,QKX55281.1 GT34: GlycosylTransferases (GTs) ,56.4,225,95,1,60,284,55,276,5e-76,288.1
XP_958488.1,EAA29252.1 GH38: Glycoside Hydrolases (GHs) ,100.0,1089,0,0,1,1089,1,1089,0.0,2263.8
XP_958498.2,CDP29442.1 AA1_3: Auxiliary Activities (AAs) ,60.8,587,217,9,21,601,42,621,7.4e-211,736.9
XP_958500.2,XP_331973.1 GH31: Glycoside Hydrolases (GHs) ,99.0,873,0,1,1,873,1,864,0.0,1724.9
XP_958502.1,AEF84575.1 GT2: GlycosylTransferases (GTs) ,51.9,52,25,0,168,219,478,529,2.7e-07,59.3
XP_958513.3,CBI58520.1 AA7: Auxiliary Activities (AAs) ,94.4,502,28,0,1,502,1,502,1.6e-280,968.0
XP_958519.3,ATZ47129.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,48.9,264,97,5,32,294,20,246,2.7e-49,199.1
XP_958531.3,QLI71971.1 GT25: GlycosylTransferases (GTs) ,54.5,352,146,4,120,470,65,403,5.4e-108,394.8
XP_958569.1,EAA29333.1 GH74: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,861,0,0,1,861,1,861,0.0,1559.3
XP_958570.3,XP_325811.1 GH2: Glycoside Hydrolases (GHs) ,97.4,1020,0,1,11,1030,1,993,0.0,2095.1
XP_958574.1,EAA29338.1 GT76: GlycosylTransferases (GTs) ,100.0,593,0,0,1,593,1,593,0.0,1061.2
XP_958575.1,EAA58835.1 GH3: Glycoside Hydrolases (GHs) ,44.5,353,168,8,1,349,821,1149,7.5e-66,254.6
XP_958579.1,XP_325820.1 GH43_21: Glycoside Hydrolases (GHs) ,100.0,355,0,0,1,355,1,355,2e-211,738.0
XP_958583.1,EAA29347.1 AA9: Auxiliary Activities (AAs) ,100.0,341,0,0,1,341,1,341,3e-177,624.4
XP_958597.2,XP_332137.1 CE15: Carbohydrate Esterases (CEs) ,100.0,394,0,0,1,394,1,394,1.9e-223,778.1
XP_958627.1,XP_325829.1 GH16_18: Glycoside Hydrolases (GHs) ,100.0,364,0,0,1,364,1,364,2.5e-198,694.5
XP_958642.2,XP_330797.1 GT2: GlycosylTransferases (GTs) ,100.0,490,0,0,1,490,31,520,3.1e-292,1006.9
XP_958665.3,QIW99986.1 AA1_3: Auxiliary Activities (AAs) ,40.3,263,147,4,73,332,599,854,6e-50,202.6
XP_958678.1,CAD70754.1 GH72: Glycoside Hydrolases (GHs) CBM43: Carbohydrate-Binding Modules (CBMs) ,100.0,542,0,0,1,542,1,542,0.0,1067.0
XP_958713.2,AEO58398.1 GH128: Glycoside Hydrolases (GHs) ,61.0,318,116,2,110,427,5,314,4e-113,411.8
XP_958718.1,XP_330302.1 GH43_11: Glycoside Hydrolases (GHs) ,100.0,543,0,0,1,543,1,543,0.0,1149.0
XP_958722.2,QKX59855.1 PL1_7: Polysaccharide Lyases (PLs) ,48.0,431,190,9,1,431,322,718,2.5e-104,382.5
XP_958729.1,XP_330313.1 CE5: Carbohydrate Esterases (CEs) ,100.0,297,0,0,1,297,1,297,6.3e-147,523.5
XP_958730.1,XP_330314.1 CE5: Carbohydrate Esterases (CEs) ,100.0,227,0,0,1,227,1,227,3.6e-126,454.1
XP_958762.1,EAA58873.1 GH31: Glycoside Hydrolases (GHs) ,43.9,214,115,2,62,271,968,1180,7.400000000000001e-44,181.0
XP_958803.1,QHN73882.1 AA10: Auxiliary Activities (AAs) ,76.2,84,20,0,222,305,13,96,2.9e-30,136.0
XP_958819.2,QKD62991.1 GH12: Glycoside Hydrolases (GHs) ,42.1,240,136,2,974,1213,1424,1660,8.599999999999999e-49,199.5
XP_958832.1,SMR56934.1 GT22: GlycosylTransferases (GTs) ,56.8,636,243,10,10,632,520,1136,2e-198,695.7
XP_958844.2,AHM62227.1 CBM57: Carbohydrate-Binding Modules (CBMs) ,40.8,71,37,1,150,220,2230,2295,8.5e-05,53.1
XP_958858.1,QGA12550.1 GH3: Glycoside Hydrolases (GHs) ,47.0,1193,516,20,1,1153,1075,2191,2.2e-265,919.1
XP_958871.1,ALG11156.1 CBM2: Carbohydrate-Binding Modules (CBMs) ,42.5,73,42,0,783,855,83,155,2.8e-09,68.9
XP_958926.1,BBN14963.1 CBM20: Carbohydrate-Binding Modules (CBMs) ,45.0,411,211,7,13,416,394,796,2.9e-95,352.4
XP_958941.1,XP_330352.1 GH30_5: Glycoside Hydrolases (GHs) ,100.0,488,0,0,1,488,1,488,8.5e-290,998.8
XP_958949.2,QKX56521.1 GT1: GlycosylTransferases (GTs) ,43.7,462,238,9,40,494,30,476,2.9e-95,352.8
XP_958954.1,XP_330365.1 GT20: GlycosylTransferases (GTs) ,100.0,523,0,0,1,523,1,523,3.3e-308,1060.1
XP_958970.1,EAA29734.1 AA1_3: Auxiliary Activities (AAs) ,100.0,700,0,0,1,700,1,700,0.0,1441.0
XP_958971.1,VBB81166.1 AA3: Auxiliary Activities (AAs) ,68.3,616,184,5,2,610,1,612,6.199999999999999e-245,850.1
XP_958975.2,EAA29739.1 GH47: Glycoside Hydrolases (GHs) ,97.5,553,13,1,1,553,1,552,5.2e-305,1049.7
XP_958987.1,ANH56445.1 GH36: Glycoside Hydrolases (GHs) ,59.9,357,130,4,4,360,2,345,1.2e-120,436.4
XP_959005.1,QBZ55770.1 AA0: Auxiliary Activities (AAs) ,53.5,759,325,9,21,762,41,788,3.8e-236,821.2
XP_959016.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,42.3,357,200,3,40,396,1220,1570,4.6e-84,315.1
XP_959017.1,QDK56813.1 GH28: Glycoside Hydrolases (GHs) ,50.0,128,63,1,53,180,500,626,1.6e-28,129.4
XP_959018.2,ALC42656.1 GT41: GlycosylTransferases (GTs) ,76.5,51,12,0,1,51,1,51,2.6e-16,87.0
XP_959036.3,EAA29800.1 GH55: Glycoside Hydrolases (GHs) ,100.0,781,0,0,167,947,1,781,0.0,1601.3
XP_959059.2,QKD62991.1 GH12: Glycoside Hydrolases (GHs) ,46.1,269,141,3,1064,1332,1396,1660,4.7e-56,223.8
XP_959080.1,XP_331562.1 GH43_26: Glycoside Hydrolases (GHs) ,100.0,488,0,0,1,488,1,488,2.4e-284,980.7
XP_959085.1,EAA29849.1 GH17: Glycoside Hydrolases (GHs) ,100.0,410,0,0,1,410,1,410,2.3e-216,754.6
XP_959111.2,XP_324211.1 GH7: Glycoside Hydrolases (GHs) ,100.0,426,0,0,1,426,1,426,6.499999999999999e-257,889.4
XP_959127.1,XP_324227.1 CE1: Carbohydrate Esterases (CEs) ,100.0,312,0,0,1,312,1,312,1.4e-181,638.6
XP_959153.3,CAD79663.1 AA5_2: Auxiliary Activities (AAs) CBM32: Carbohydrate-Binding Modules (CBMs) ,100.0,716,0,0,1,716,1,716,0.0,1492.2
