Geneid,Chr,Start,End,Strand,Length
NCU02765,NC_026501.1,9278668,9280151,-,1484
NCU02764,NC_026501.1,9280963,9286536,-,5574
NCU11053,NC_026501.1,9337207,9338673,+,1467
NCU09269,NC_026501.1,9338769,9340815,+,2047
NCU09268,NC_026501.1,9348625,9350005,+,1381
NCU09267,NC_026501.1,9351481,9354965,+,3485
NCU09266,NC_026501.1,9355990,9358427,-,2438
NCU09265,NC_026501.1,9359863,9362512,-,2650
NCU09264,NC_026501.1,9363505,9365144,+,1640
NCU09263,NC_026501.1,9365024,9366871,-,1848
NCU09262,NC_026501.1,9370210,9371705,-,1496
NCU09261,NC_026501.1,9371675,9372410,-,736
NCU09260,NC_026501.1,9372823,9374678,-,1856
NCU09259,NC_026501.1,9376264,9378819,+,2556
NCU09258,NC_026501.1,9379154,9383579,-,4426
NCU09257,NC_026501.1,9383984,9385384,+,1401
NCU09256,NC_026501.1,9385257,9386753,+,1497
NCU09255,NC_026501.1,9386675,9388309,-,1635
NCU09254,NC_026501.1,9388500,9391246,-,2747
NCU09253,NC_026501.1,9392348,9397527,-,5180
NCU09252,NC_026501.1,9399033,9403859,-,4827
NCU09251,NC_026501.1,9408016,9409351,+,1336
NCU09250,NC_026501.1,9409337,9410295,-,959
NCU09249,NC_026501.1,9410469,9413139,+,2671
NCU09248,NC_026501.1,9414095,9418224,+,4130
NCU09247,NC_026501.1,9418813,9422099,+,3287
NCU16494,NC_026501.1,9423601,9424338,+,738
NCU09245,NC_026501.1,9425946,9428774,-,2829
NCU09244,NC_026501.1,9429592,9434496,+,4905
NCU09243,NC_026501.1,9435263,9437199,-,1937
NCU09242,NC_026501.1,9437533,9438154,-,622
NCU09241,NC_026501.1,9439108,9442609,+,3502
NCU11402,NC_026501.1,9442557,9444014,-,1458
NCU09240,NC_026501.1,9444660,9448137,+,3478
NCU09239,NC_026501.1,9448395,9450057,+,1663
NCU10351,NC_026501.1,9450623,9453303,+,2681
NCU10893,NC_026501.1,9453388,9454586,-,1199
NCU09238,NC_026501.1,9454902,9456637,-,1736
NCU09237,NC_026501.1,9457099,9460123,+,3025
NCU09236,NC_026501.1,9461311,9462682,-,1372
NCU09235,NC_026501.1,9463799,9465488,-,1690
NCU09233,NC_026501.1,9467444,9469339,+,1896
NCU09232,NC_026501.1,9470300,9472181,-,1882
NCU09231,NC_026501.1,9473593,9474921,-,1329
NCU09230,NC_026501.1,9477567,9479404,-,1838
NCU08594,NC_026501.1,9515230,9517842,+,2613
NCU08595,NC_026501.1,9518466,9520162,-,1697
NCU15072,NC_026501.1,9521756,9521829,-,74
NCU14049,NC_026501.1,9522588,9523761,+,1174
NCU08597,NC_026501.1,9526845,9532900,+,6056
NCU08598,NC_026501.1,9534663,9542052,+,7390
NCU08599,NC_026501.1,9542855,9545945,-,3091
NCU08600,NC_026501.1,9548510,9553614,+,5105
NCU14050,NC_026501.1,9554196,9554892,+,697
NCU08601,NC_026501.1,9556224,9558620,+,2397
NCU08602,NC_026501.1,9559109,9560485,+,1377
NCU08603,NC_026501.1,9560705,9567181,+,6477
NCU08604,NC_026501.1,9567487,9572967,-,5481
NCU08605,NC_026501.1,9573352,9575067,+,1716
NCU08606,NC_026501.1,9576213,9580353,-,4141
NCU08607,NC_026501.1,9584648,9586959,-,2312
NCU08608,NC_026501.1,9588890,9591262,+,2373
NCU08609,NC_026501.1,9590771,9593282,-,2512
NCU08610,NC_026501.1,9593787,9598076,-,4290
NCU08611,NC_026501.1,9599876,9605142,+,5267
NCU08612,NC_026501.1,9602211,9605091,-,2881
NCU08613,NC_026501.1,9606408,9606944,-,537
NCU08614,NC_026501.1,9608358,9610079,-,1722
NCU08615,NC_026501.1,9610349,9612668,-,2320
NCU08616,NC_026501.1,9614053,9618727,-,4675
NCU08617,NC_026501.1,9618894,9619925,-,1032
NCU08618,NC_026501.1,9620142,9623839,+,3698
NCU08619,NC_026501.1,9623268,9625046,-,1779
NCU08620,NC_026501.1,9625326,9626742,-,1417
NCU08621,NC_026501.1,9628172,9629777,+,1606
NCU08622,NC_026501.1,9630616,9631366,-,751
NCU08623,NC_026501.1,9632157,9632730,+,574
NCU08624,NC_026501.1,9632834,9635437,-,2604
NCU08625,NC_026501.1,9635625,9638039,+,2415
NCU16496,NC_026501.1,9636259,9639583,-,3325
NCU08626,NC_026501.1,9639998,9641977,-,1980
NCU08627,NC_026501.1,9642793,9643633,-,841
NCU08628,NC_026501.1,9643796,9647246,+,3451
NCU08629,NC_026501.1,9647309,9649735,+,2427
NCU08630,NC_026501.1,9649955,9651509,-,1555
NCU08631,NC_026501.1,9652927,9654209,-,1283
NCU08632,NC_026501.1,9654225,9659092,-,4868
NCU08633,NC_026501.1,9659335,9661155,+,1821
NCU16497,NC_026501.1,9661546,9662413,+,868
NCU08634,NC_026501.1,9664598,9666695,+,2098
NCU08635,NC_026501.1,9666967,9667581,+,615
NCU08636,NC_026501.1,9677219,9678368,-,1150
NCU08637,NC_026501.1,9681489,9685711,-,4223
NCU08638,NC_026501.1,9686294,9688284,+,1991
NCU14051,NC_026501.1,9687688,9688732,-,1045
NCU08639,NC_026501.1,9689585,9690543,-,959
NCU14052,NC_026501.1,9689978,9690773,+,796
NCU08640,NC_026501.1,9692170,9693340,-,1171
NCU08641,NC_026501.1,9694632,9697675,+,3044
NCU08642,NC_026501.1,9701175,9704915,-,3741
NCU10027,NC_026501.1,9759597,9762612,+,3016
NCU10028,NC_026501.1,9764400,9765935,+,1536
NCU10029,NC_026501.1,9765819,9767032,-,1214
NCU10030,NC_026501.1,9767398,9770901,+,3504
NCU10031,NC_026501.1,9770841,9772169,-,1329
NCU09634,NC_026502.1,8927,11029,-,2103
NCU09633,NC_026502.1,11642,12594,+,953
NCU09632,NC_026502.1,12521,13311,-,791
NCU09631,NC_026502.1,15943,18173,-,2231
NCU09630,NC_026502.1,19042,19908,+,867
NCU09629,NC_026502.1,19764,23982,-,4219
NCU09627,NC_026502.1,26847,28669,+,1823
NCU16498,NC_026502.1,30257,33086,+,2830
NCU09623,NC_026502.1,34371,35627,-,1257
NCU09621,NC_026502.1,36177,38253,-,2077
NCU09620,NC_026502.1,38686,39994,-,1309
NCU09619,NC_026502.1,40799,41401,-,603
NCU09617,NC_026502.1,41526,42883,-,1358
NCU09616,NC_026502.1,43701,45278,+,1578
NCU09615,NC_026502.1,46017,49683,+,3667
NCU09613,NC_026502.1,51943,53778,+,1836
NCU09612,NC_026502.1,56204,56983,+,780
NCU09611,NC_026502.1,57518,58796,+,1279
NCU09610,NC_026502.1,59495,63119,+,3625
NCU09609,NC_026502.1,63048,66547,-,3500
NCU09608,NC_026502.1,66707,68637,+,1931
NCU09606,NC_026502.1,68673,69666,+,994
NCU09605,NC_026502.1,70445,71887,+,1443
NCU09604,NC_026502.1,73202,74342,-,1141
NCU14129,NC_026502.1,74559,75400,-,842
NCU09603,NC_026502.1,76425,78257,+,1833
NCU09602,NC_026502.1,79724,82693,-,2970
NCU09600,NC_026502.1,84233,86147,+,1915
NCU09599,NC_026502.1,86997,88350,-,1354
NCU09598,NC_026502.1,88570,91982,+,3413
NCU15252,NC_026502.1,89894,89965,-,72
NCU09597,NC_026502.1,92166,93129,-,964
NCU09596,NC_026502.1,94846,96218,+,1373
NCU09595,NC_026502.1,96532,100907,-,4376
NCU16500,NC_026502.1,101812,102821,+,1010
NCU09594,NC_026502.1,103225,105318,+,2094
NCU09593,NC_026502.1,107020,108114,+,1095
NCU03582,NC_026502.1,147607,148334,-,728
NCU03581,NC_026502.1,149767,150765,-,999
NCU03580,NC_026502.1,151324,152200,+,877
NCU03579,NC_026502.1,154839,156015,+,1177
NCU03578,NC_026502.1,157660,166671,+,9012
NCU03577,NC_026502.1,168919,170353,+,1435
NCU03576,NC_026502.1,172330,174131,-,1802
NCU03575,NC_026502.1,174719,178574,+,3856
NCU03574,NC_026502.1,178340,179106,-,767
NCU03573,NC_026502.1,179438,185280,+,5843
NCU03572,NC_026502.1,185816,189321,-,3506
NCU03571,NC_026502.1,189409,193428,-,4020
NCU03570,NC_026502.1,196027,197459,+,1433
NCU03569,NC_026502.1,199505,201702,+,2198
NCU03568,NC_026502.1,203404,204042,-,639
NCU03567,NC_026502.1,204112,208178,+,4067
NCU03566,NC_026502.1,208486,209834,+,1349
NCU03565,NC_026502.1,208789,211333,-,2545
NCU03564,NC_026502.1,211544,215013,-,3470
NCU03563,NC_026502.1,215249,218230,+,2982
NCU03562,NC_026502.1,219338,223893,+,4556
NCU03561,NC_026502.1,225290,227626,-,2337
NCU03560,NC_026502.1,228054,230587,-,2534
NCU03559,NC_026502.1,230862,233611,+,2750
NCU03558,NC_026502.1,233956,235575,+,1620
NCU03557,NC_026502.1,235938,239499,+,3562
NCU03556,NC_026502.1,239387,241465,-,2079
NCU03555,NC_026502.1,242558,245901,+,3344
NCU03554,NC_026502.1,246107,248791,+,2685
NCU10342,NC_026502.1,253287,253853,-,567
NCU03553,NC_026502.1,254616,255456,+,841
NCU03552,NC_026502.1,257471,259507,+,2037
NCU03551,NC_026502.1,264730,268602,+,3873
NCU03550,NC_026502.1,269736,274698,-,4963
NCU03549,NC_026502.1,275717,278127,-,2411
NCU03548,NC_026502.1,278419,281093,+,2675
NCU03547,NC_026502.1,283873,284925,+,1053
NCU03546,NC_026502.1,285602,290710,+,5109
NCU03545,NC_026502.1,292689,299295,-,6607
NCU03544,NC_026502.1,301043,305699,+,4657
NCU03543,NC_026502.1,305951,308861,+,2911
NCU03542,NC_026502.1,309496,310744,+,1249
NCU03541,NC_026502.1,311302,313560,-,2259
NCU03540,NC_026502.1,313184,314057,-,874
NCU03539,NC_026502.1,315440,319352,-,3913
NCU03538,NC_026502.1,319589,321915,+,2327
NCU03537,NC_026502.1,321748,324072,-,2325
NCU03536,NC_026502.1,326313,331203,+,4891
NCU03535,NC_026502.1,329641,331354,-,1714
NCU03534,NC_026502.1,333578,334814,-,1237
NCU03533,NC_026502.1,337789,340145,+,2357
NCU03532,NC_026502.1,340703,341230,+,528
NCU03531,NC_026502.1,341952,342800,+,849
NCU03530,NC_026502.1,350280,352134,+,1855
NCU03529,NC_026502.1,352997,354317,-,1321
NCU03528,NC_026502.1,355049,356515,+,1467
NCU03527,NC_026502.1,356390,358365,-,1976
NCU03526,NC_026502.1,358541,361934,+,3394
NCU03525,NC_026502.1,360985,363357,-,2373
NCU16501,NC_026502.1,363983,365363,+,1381
NCU03523,NC_026502.1,368381,373148,-,4768
NCU03520,NC_026502.1,381908,382687,-,780
NCU03518,NC_026502.1,402017,404462,+,2446
NCU03517,NC_026502.1,406059,407724,-,1666
NCU03516,NC_026502.1,407914,409032,-,1119
NCU03515,NC_026502.1,409410,411467,+,2058
NCU03514,NC_026502.1,411744,416326,+,4583
NCU03513,NC_026502.1,417394,419258,+,1865
NCU03512,NC_026502.1,422205,423659,+,1455
NCU03511,NC_026502.1,424962,425996,+,1035
NCU10152,NC_026502.1,426968,427774,+,807
NCU03509,NC_026502.1,432025,434576,+,2552
NCU16502,NC_026502.1,436772,437506,+,735
NCU16503,NC_026502.1,437172,439667,-,2496
NCU03507,NC_026502.1,439578,441954,-,2377
NCU03506,NC_026502.1,442860,443780,-,921
NCU03505,NC_026502.1,445199,452671,-,7473
NCU03504,NC_026502.1,455962,458715,-,2754
NCU03503,NC_026502.1,458937,460663,+,1727
NCU03502,NC_026502.1,460651,463028,-,2378
NCU03501,NC_026502.1,463178,466360,-,3183
NCU03500,NC_026502.1,467086,469762,+,2677
NCU03499,NC_026502.1,470492,472087,+,1596
NCU03498,NC_026502.1,474216,476804,-,2589
NCU03497,NC_026502.1,477998,479620,+,1623
NCU03496,NC_026502.1,479721,482354,-,2634
NCU03495,NC_026502.1,482886,485588,+,2703
NCU15253,NC_026502.1,485931,486026,+,96
NCU15254,NC_026502.1,486386,486478,+,93
NCU03494,NC_026502.1,487248,490231,-,2984
NCU03493,NC_026502.1,490974,494540,-,3567
NCU03492,NC_026502.1,495313,497820,+,2508
NCU03491,NC_026502.1,498002,500940,+,2939
NCU03490,NC_026502.1,503316,505556,+,2241
NCU03489,NC_026502.1,508113,511595,-,3483
NCU03488,NC_026502.1,511656,513886,-,2231
NCU03486,NC_026502.1,521494,525006,+,3513
NCU03485,NC_026502.1,525260,526835,+,1576
NCU03484,NC_026502.1,528760,530861,+,2102
NCU03483,NC_026502.1,532003,536457,+,4455
NCU03482,NC_026502.1,536762,538949,+,2188
NCU03481,NC_026502.1,541276,546123,+,4848
NCU16506,NC_026502.1,546595,548338,+,1744
NCU03480,NC_026502.1,548674,552323,-,3650
NCU03479,NC_026502.1,552500,556345,+,3846
NCU03478,NC_026502.1,556356,557915,-,1560
NCU03477,NC_026502.1,558510,561761,+,3252
NCU15653,NC_026502.1,562316,562431,+,116
NCU03476,NC_026502.1,562861,563629,+,769
NCU03475,NC_026502.1,564403,565440,+,1038
NCU03474,NC_026502.1,565862,567505,-,1644
NCU03473,NC_026502.1,568990,570312,-,1323
NCU03472,NC_026502.1,571136,571921,-,786
NCU03471,NC_026502.1,579168,581801,+,2634
NCU03470,NC_026502.1,581992,582804,+,813
NCU15654,NC_026502.1,583577,583692,-,116
NCU03469,NC_026502.1,585153,586019,+,867
NCU11054,NC_026502.1,588432,589402,-,971
NCU03468,NC_026502.1,590421,592425,-,2005
NCU16509,NC_026502.1,593368,594375,+,1008
NCU03467,NC_026502.1,596821,597253,+,433
NCU03466,NC_026502.1,609413,613597,+,4185
NCU15655,NC_026502.1,615279,615394,-,116
NCU03465,NC_026502.1,615702,617587,-,1886
NCU03464,NC_026502.1,617792,619377,+,1586
NCU16511,NC_026502.1,619188,622342,-,3155
NCU03463,NC_026502.1,622593,625741,-,3149
NCU03462,NC_026502.1,626715,630317,-,3603
NCU03461,NC_026502.1,636290,639759,-,3470
NCU03460,NC_026502.1,640571,642452,-,1882
NCU03459,NC_026502.1,642644,644056,+,1413
NCU03458,NC_026502.1,645043,649125,+,4083
NCU03456,NC_026502.1,651521,652402,+,882
NCU10684,NC_026502.1,653960,655825,-,1866
NCU16512,NC_026502.1,667844,668602,-,759
NCU03451,NC_026502.1,668894,669252,-,359
NCU03452,NC_026502.1,669773,670589,+,817
NCU03449,NC_026502.1,675635,677232,-,1598
NCU03448,NC_026502.1,682687,683195,-,509
NCU03446,NC_026502.1,690940,691953,+,1014
NCU03445,NC_026502.1,691749,693918,-,2170
NCU03444,NC_026502.1,694835,697789,-,2955
NCU03441,NC_026502.1,708022,711404,-,3383
NCU03440,NC_026502.1,711893,716221,-,4329
NCU03439,NC_026502.1,716535,718226,+,1692
NCU03438,NC_026502.1,717854,719614,-,1761
NCU03437,NC_026502.1,719877,723485,+,3609
NCU15656,NC_026502.1,724509,724624,+,116
NCU03436,NC_026502.1,724819,727055,-,2237
NCU03435,NC_026502.1,727364,730533,+,3170
NCU03433,NC_026502.1,733348,737055,-,3708
NCU03430,NC_026502.1,744721,745936,-,1216
NCU03429,NC_026502.1,746445,748285,+,1841
NCU15255,NC_026502.1,749101,749185,+,85
NCU15256,NC_026502.1,749209,749293,+,85
NCU03428,NC_026502.1,750983,752621,+,1639
NCU03427,NC_026502.1,754877,756194,+,1318
NCU03426,NC_026502.1,755125,759094,-,3970
NCU03425,NC_026502.1,761761,764565,+,2805
NCU03424,NC_026502.1,765792,766884,+,1093
NCU10483,NC_026502.1,770028,771887,+,1860
NCU03423,NC_026502.1,771710,773192,-,1483
NCU03422,NC_026502.1,774015,776822,+,2808
NCU15257,NC_026502.1,777218,777307,+,90
NCU03421,NC_026502.1,778004,781981,-,3978
NCU03420,NC_026502.1,782097,782563,+,467
NCU03418,NC_026502.1,788522,789261,+,740
NCU15258,NC_026502.1,794238,794322,+,85
NCU15259,NC_026502.1,795794,795895,+,102
NCU03417,NC_026502.1,796211,800308,-,4098
NCU03416,NC_026502.1,800613,805159,-,4547
NCU03415,NC_026502.1,807643,809921,+,2279
NCU03414,NC_026502.1,810242,810724,-,483
NCU03413,NC_026502.1,812065,813252,+,1188
NCU15657,NC_026502.1,813702,813817,+,116
NCU03412,NC_026502.1,815698,817428,+,1731
NCU15658,NC_026502.1,818793,818891,+,99
NCU03411,NC_026502.1,819441,820547,+,1107
NCU03410,NC_026502.1,820903,822158,+,1256
NCU15659,NC_026502.1,822581,822696,+,116
NCU03409,NC_026502.1,822660,825000,-,2341
NCU03408,NC_026502.1,825480,827507,+,2028
NCU03407,NC_026502.1,827657,830881,-,3225
NCU03406,NC_026502.1,831646,833206,+,1561
NCU03405,NC_026502.1,833181,834067,-,887
NCU03404,NC_026502.1,834786,836645,+,1860
NCU03403,NC_026502.1,837144,840969,+,3826
NCU03402,NC_026502.1,841277,844078,-,2802
NCU03401,NC_026502.1,845455,846377,-,923
NCU03400,NC_026502.1,847015,847889,+,875
NCU03399,NC_026502.1,848327,850781,+,2455
NCU03398,NC_026502.1,851453,855908,+,4456
NCU03397,NC_026502.1,855949,857087,-,1139
NCU03396,NC_026502.1,857266,859846,-,2581
NCU03395,NC_026502.1,860133,861904,+,1772
NCU03394,NC_026502.1,861564,863321,-,1758
NCU03393,NC_026502.1,863476,865793,+,2318
NCU03392,NC_026502.1,866377,868376,+,2000
NCU03390,NC_026502.1,871068,872048,+,981
NCU03388,NC_026502.1,883603,885387,+,1785
NCU03387,NC_026502.1,886943,890053,-,3111
NCU03386,NC_026502.1,890356,891832,+,1477
NCU03385,NC_026502.1,891707,892660,-,954
NCU03384,NC_026502.1,893322,895079,+,1758
NCU03383,NC_026502.1,896510,897227,-,718
NCU03382,NC_026502.1,898435,899549,+,1115
NCU03381,NC_026502.1,901870,904284,-,2415
NCU03380,NC_026502.1,905281,907697,+,2417
NCU15260,NC_026502.1,908288,908379,-,92
NCU03379,NC_026502.1,912640,920101,+,7462
NCU15660,NC_026502.1,920277,920391,+,115
NCU03378,NC_026502.1,921462,924160,+,2699
NCU03376,NC_026502.1,926192,927636,+,1445
NCU03375,NC_026502.1,927797,928801,-,1005
NCU03374,NC_026502.1,929748,932133,-,2386
NCU03373,NC_026502.1,933002,933402,+,401
NCU03372,NC_026502.1,934015,936042,+,2028
NCU03370,NC_026502.1,939744,941575,+,1832
NCU03369,NC_026502.1,942066,943607,+,1542
NCU03368,NC_026502.1,943719,944792,-,1074
NCU03367,NC_026502.1,945299,947949,-,2651
NCU03366,NC_026502.1,949013,952399,+,3387
NCU03365,NC_026502.1,952867,955187,-,2321
NCU03364,NC_026502.1,958864,963452,+,4589
NCU15661,NC_026502.1,963846,963958,+,113
NCU03363,NC_026502.1,964247,968587,-,4341
NCU03362,NC_026502.1,968885,971452,+,2568
NCU03361,NC_026502.1,970229,972101,-,1873
NCU03360,NC_026502.1,972462,976646,-,4185
NCU03359,NC_026502.1,978981,982296,-,3316
NCU10376,NC_026502.1,982642,984898,+,2257
NCU03358,NC_026502.1,984305,985957,-,1653
NCU03357,NC_026502.1,987142,991123,-,3982
NCU03356,NC_026502.1,991877,994545,-,2669
NCU03355,NC_026502.1,995577,999132,-,3556
NCU03354,NC_026502.1,1000226,1003539,-,3314
NCU03352,NC_026502.1,1004272,1007496,+,3225
NCU03351,NC_026502.1,1007751,1011083,+,3333
NCU03350,NC_026502.1,1011165,1015822,-,4658
NCU03348,NC_026502.1,1021216,1023058,+,1843
NCU03347,NC_026502.1,1022997,1024882,-,1886
NCU03346,NC_026502.1,1025913,1028077,+,2165
NCU11245,NC_026502.1,1028584,1030499,+,1916
NCU03345,NC_026502.1,1030494,1033319,-,2826
NCU03344,NC_026502.1,1033650,1035268,+,1619
NCU03343,NC_026502.1,1035016,1036416,-,1401
NCU03342,NC_026502.1,1036733,1039917,+,3185
NCU03341,NC_026502.1,1039711,1042645,-,2935
NCU03340,NC_026502.1,1043462,1044225,-,764
NCU03339,NC_026502.1,1044478,1046785,-,2308
NCU03338,NC_026502.1,1047670,1049613,+,1944
NCU03337,NC_026502.1,1049668,1051643,-,1976
NCU16525,NC_026502.1,1051831,1053276,-,1446
NCU03336,NC_026502.1,1053305,1057801,-,4497
NCU03335,NC_026502.1,1058329,1060258,-,1930
NCU03334,NC_026502.1,1060684,1061804,+,1121
NCU03333,NC_026502.1,1061668,1064160,-,2493
NCU03332,NC_026502.1,1077366,1078736,-,1371
NCU16526,NC_026502.1,1078820,1080154,+,1335
NCU03331,NC_026502.1,1081550,1083991,+,2442
NCU03330,NC_026502.1,1085059,1089184,+,4126
NCU15261,NC_026502.1,1089427,1089498,-,72
NCU03329,NC_026502.1,1089624,1091058,-,1435
NCU03328,NC_026502.1,1091218,1092875,+,1658
NCU16528,NC_026502.1,1152277,1154521,-,2245
NCU05338,NC_026502.1,1366019,1369922,-,3904
NCU05340,NC_026502.1,1366988,1370144,+,3157
NCU05341,NC_026502.1,1371344,1373252,+,1909
NCU05342,NC_026502.1,1373696,1375917,-,2222
NCU05343,NC_026502.1,1376833,1380839,-,4007
NCU05345,NC_026502.1,1385790,1387816,+,2027
NCU05347,NC_026502.1,1387651,1392823,-,5173
NCU05346,NC_026502.1,1387878,1389833,+,1956
NCU05349,NC_026502.1,1395212,1398379,+,3168
NCU05350,NC_026502.1,1400284,1402286,-,2003
NCU16529,NC_026502.1,1402723,1403534,+,812
NCU05351,NC_026502.1,1403407,1404491,-,1085
NCU11331,NC_026502.1,1406367,1408806,+,2440
NCU05354,NC_026502.1,1408479,1409407,-,929
NCU05356,NC_026502.1,1410595,1412436,+,1842
NCU05358,NC_026502.1,1414052,1415503,+,1452
NCU05360,NC_026502.1,1415799,1421195,-,5397
NCU05363,NC_026502.1,1422896,1425225,+,2330
NCU05364,NC_026502.1,1425142,1429914,-,4773
NCU05368,NC_026502.1,1432035,1433025,+,991
NCU05370,NC_026502.1,1433828,1434407,+,580
NCU15262,NC_026502.1,1443257,1443352,+,96
NCU05373,NC_026502.1,1444703,1446950,-,2248
NCU05375,NC_026502.1,1447499,1454001,+,6503
NCU15662,NC_026502.1,1454139,1454238,+,100
NCU05376,NC_026502.1,1455434,1457142,+,1709
NCU05377,NC_026502.1,1457489,1460847,+,3359
NCU05378,NC_026502.1,1460468,1462594,-,2127
NCU15663,NC_026502.1,1464569,1464668,-,100
NCU15664,NC_026502.1,1465512,1465627,+,116
NCU05379,NC_026502.1,1466603,1467915,-,1313
NCU05381,NC_026502.1,1468485,1471060,-,2576
NCU05382,NC_026502.1,1470710,1471552,+,843
NCU05383,NC_026502.1,1471066,1475393,-,4328
NCU05384,NC_026502.1,1475904,1477788,-,1885
NCU05385,NC_026502.1,1478323,1482021,-,3699
NCU05386,NC_026502.1,1482553,1485785,+,3233
NCU05387,NC_026502.1,1486600,1488955,-,2356
NCU05388,NC_026502.1,1492360,1494392,-,2033
NCU05389,NC_026502.1,1496319,1500369,-,4051
NCU05390,NC_026502.1,1500683,1503006,-,2324
NCU05391,NC_026502.1,1503490,1504062,+,573
NCU05392,NC_026502.1,1504154,1508382,-,4229
NCU16534,NC_026502.1,1508604,1511057,-,2454
NCU05393,NC_026502.1,1512197,1514445,+,2249
NCU05394,NC_026502.1,1514529,1516735,-,2207
NCU05395,NC_026502.1,1519898,1520985,+,1088
NCU15263,NC_026502.1,1521840,1521925,+,86
NCU05400,NC_026502.1,1524268,1530145,+,5878
NCU05401,NC_026502.1,1531945,1533071,-,1127
NCU05404,NC_026502.1,1536148,1538801,+,2654
NCU15264,NC_026502.1,1541084,1541174,+,91
NCU11108,NC_026502.1,1541772,1543184,-,1413
NCU05410,NC_026502.1,1548853,1551277,-,2425
NCU05411,NC_026502.1,1552217,1556305,-,4089
NCU05414,NC_026502.1,1559014,1561693,-,2680
NCU05417,NC_026502.1,1564370,1567748,+,3379
NCU10346,NC_026502.1,1567943,1577345,-,9403
NCU05418,NC_026502.1,1580152,1581654,+,1503
NCU05419,NC_026502.1,1581678,1583238,-,1561
NCU05420,NC_026502.1,1583446,1585376,-,1931
NCU05421,NC_026502.1,1585561,1587533,+,1973
NCU05422,NC_026502.1,1587748,1591191,+,3444
NCU05423,NC_026502.1,1591321,1594026,-,2706
NCU05425,NC_026502.1,1595588,1599855,+,4268
NCU05426,NC_026502.1,1601768,1603754,-,1987
NCU05427,NC_026502.1,1603891,1606577,-,2687
NCU05429,NC_026502.1,1607466,1611047,+,3582
NCU05430,NC_026502.1,1611546,1614821,+,3276
NCU05433,NC_026502.1,1617231,1619394,+,2164
NCU05435,NC_026502.1,1621874,1624421,-,2548
NCU05437,NC_026502.1,1626132,1627138,+,1007
NCU14131,NC_026502.1,1634132,1634927,+,796
NCU05448,NC_026502.1,1635463,1636785,+,1323
NCU05452,NC_026502.1,1645143,1647630,-,2488
NCU05453,NC_026502.1,1647797,1650396,+,2600
NCU05454,NC_026502.1,1650714,1654419,-,3706
NCU05457,NC_026502.1,1656986,1658297,-,1312
NCU16537,NC_026502.1,1658906,1659572,-,667
NCU05458,NC_026502.1,1659815,1667071,+,7257
NCU05459,NC_026502.1,1667288,1671125,+,3838
NCU05460,NC_026502.1,1672115,1675786,-,3672
NCU05462,NC_026502.1,1676725,1677559,+,835
NCU05463,NC_026502.1,1677867,1678593,-,727
NCU05466,NC_026502.1,1680517,1682564,+,2048
NCU05467,NC_026502.1,1683362,1684546,-,1185
NCU05469,NC_026502.1,1685914,1686735,+,822
NCU05470,NC_026502.1,1688554,1689417,-,864
NCU05472,NC_026502.1,1690985,1691833,+,849
NCU16538,NC_026502.1,1693425,1694798,-,1374
NCU16539,NC_026502.1,1695026,1696015,-,990
NCU16540,NC_026502.1,1696239,1696830,-,592
NCU16541,NC_026502.1,1697090,1699283,-,2194
NCU05477,NC_026502.1,1701098,1702690,+,1593
NCU05479,NC_026502.1,1705734,1707933,+,2200
NCU10369,NC_026502.1,1708515,1708959,-,445
NCU05480,NC_026502.1,1709554,1711054,+,1501
NCU05481,NC_026502.1,1711584,1712163,+,580
NCU05483,NC_026502.1,1714661,1716206,+,1546
NCU06857,NC_026502.1,1738991,1741798,-,2808
NCU15265,NC_026502.1,1742717,1742788,-,72
NCU06856,NC_026502.1,1742814,1744552,-,1739
NCU06855,NC_026502.1,1744851,1746892,+,2042
NCU06854,NC_026502.1,1746452,1748814,-,2363
NCU06853,NC_026502.1,1749714,1753071,+,3358
NCU06852,NC_026502.1,1754384,1755411,-,1028
NCU06851,NC_026502.1,1754835,1759483,+,4649
NCU06850,NC_026502.1,1760159,1762931,-,2773
NCU06849,NC_026502.1,1765979,1766329,+,351
NCU06847,NC_026502.1,1771160,1774276,-,3117
NCU06846,NC_026502.1,1777009,1779296,-,2288
NCU06845,NC_026502.1,1779521,1781253,+,1733
NCU15266,NC_026502.1,1781958,1782056,+,99
NCU06844,NC_026502.1,1782569,1783978,-,1410
NCU06843,NC_026502.1,1784278,1786565,-,2288
NCU06842,NC_026502.1,1787433,1791808,-,4376
NCU06841,NC_026502.1,1793781,1796266,+,2486
NCU14132,NC_026502.1,1800888,1802462,+,1575
NCU14133,NC_026502.1,1802892,1804697,+,1806
NCU06840,NC_026502.1,1804449,1805291,-,843
NCU06839,NC_026502.1,1805888,1808120,-,2233
NCU06838,NC_026502.1,1810818,1815042,+,4225
NCU06837,NC_026502.1,1815529,1817474,+,1946
NCU15665,NC_026502.1,1817501,1817616,+,116
NCU06836,NC_026502.1,1822777,1826393,+,3617
NCU06834,NC_026502.1,1828572,1832011,+,3440
NCU06833,NC_026502.1,1834035,1836430,+,2396
NCU15667,NC_026502.1,1836877,1836991,+,115
NCU06832,NC_026502.1,1837210,1844886,-,7677
NCU06826,NC_026502.1,1848738,1851441,+,2704
NCU06824,NC_026502.1,1852226,1854775,+,2550
NCU15668,NC_026502.1,1855103,1855218,-,116
NCU06823,NC_026502.1,1856542,1857540,-,999
NCU06822,NC_026502.1,1858296,1859431,-,1136
